Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFAVAL;552,0;-6,44;65905561378,8;121975727;-38,0;556,1;571,1;540,0;540,32;GRUPO AVAL ACCIONES Y VALORES;EQTY
ECOPETROL;2401,0;-2,28;55468444038;22707088;-56,0;2431,0;2457,0;2401,0;2442,78;ECOPETROL;EQTY
PFBCOLOM;30520,0;-4,62;21255400220;680673;-1480,0;31950,0;31980,0;30520,0;31227,04;BANCO BANCOLOMBIA;EQTY
ISA;18500,0;0,27;15791439680;856324;50,0;18000,0;18500,0;18000,0;18440,96;ISA INTERCONEXION ELECTRICA;EQTY
GEB;1840,0;-2,08;10845388287;5860971;-39,0;1881,0;1883,0;1835,0;1850,44;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;40880,0;-2,43;7679282570;187997;-1020,0;41010,0;41070,0;40500,0;40847,9;BANCO BANCOLOMBIA;EQTY
CORFICOLCF;16410,0;-0,36;2745464980;167125;-60,0;16490,0;16500,0;16100,0;16427,61;CORFICOLOMBIANA;EQTY
ICOLCAP;12343,0;-2,4;1008320189,5;80818;-304,0;12524,0;12524,0;12343,0;12476,43;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;10010,0;0,1;802179795;80463;10,0;10190,0;10190,0;9720,0;9969,55;GRUPO ARGOS;EQTY
PFGRUPSURA;13200,0;-3,65;407489560;30393;-500,0;13660,0;13660,0;12700,0;13407,35;GRUPO SURA;EQTY
ELCONDOR;1600,0;-2,44;374826420;239200;-40,0;1550,0;1600,0;1550,0;1567,0;EL CONDOR;EQTY
CEMARGOS;3800,0;0,82;372503460;100419;31,0;3655,0;3800,0;3649,0;3709,49;CEMENTOS ARGOS;EQTY
CELSIA;3001,0;-1,28;364113268;119534;-39,0;3043,0;3077,0;3001,0;3046,11;CELSIA;EQTY
BHI;278,3;-0,25;363755074,4;1304078;-0,7;279,0;279,5;278,1;278,94;BAC HOLDING INTERNATIONAL CORP;EQTY
GRUBOLIVAR;61000,0;0,0;345241440;5667;0,0;61000,0;61000,0;60110,0;60921,38;GRUPO BOLIVAR;EQTY
CLH;4948,0;5,73;344775591;72598;268,0;4685,0;4948,0;4685,0;4749,11;CEMEX LATAM HOLDINGS;EQTY
PFDAVVNDA;26500,0;-1,82;250927390;9486;-490,0;26510,0;26510,0;26300,0;26452,39;BANCO DAVIVIENDA;EQTY
CNEC;7080,0;-4,32;243056060;33803;-320,0;7270,0;7270,0;7080,0;7190,37;CANACOL ENERGY LTD;EQTY
BOGOTA;33850,0;-0,38;220431840;6519;-130,0;33750,0;34000,0;33400,0;33813,75;BANCO DE BOGOTA;EQTY
PFGRUPOARG;6100,0;-0,49;102605260;16817;-30,0;6100,0;6100,0;6100,0;6101,28;GRUPO ARGOS;EQTY
PEI;-;-;99342460;2850;-;-;-;-;34857,0;PEI;EQTY
MINEROS;1800,0;-7,69;98539935;54363;-150,0;1821,0;1821,0;1800,0;1812,63;MINEROS;EQTY
NUTRESA;41460,0;1,89;86035150;2097;770,0;39010,0;41460,0;39010,0;41027,73;GRUPO NUTRESA;EQTY
TERPEL;7910,0;0,13;80732355;10205;10,0;7910,0;7910,0;7910,0;7911,06;ORGANIZACION TERPEL;EQTY
PROMIGAS;4320,0;-0,23;67787799;15617;-10,0;4390,0;4390,0;4320,0;4340,64;PROMIGAS;EQTY
GRUPOAVAL;550,0;2,36;51380838,3;93908;12,7;544,0;550,0;544,0;547,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;39280,0;-0,56;49450670;1260;-220,0;39280,0;39280,0;39280,0;39246,56;GRUPO SURA;EQTY
EXITO;3645,0;-3,8;42388112;11887;-144,0;3541,0;3645,0;3500,0;3565,92;EXITO;EQTY
CONCONCRET;237,0;-1,25;42340547,6;179723;-3,0;237,0;237,0;237,0;235,59;CONCONCRETO S.A;EQTY
BBVACOL;315,0;-1,56;37957185;120499;-5,0;315,0;315,0;315,0;315,0;BBVA COLOMBIA;EQTY
BVC;7770,0;2,24;27040560;3480;170,0;7770,0;7770,0;7770,0;7770,28;BOLSA DE VALORES DE COLOMBIA;EQTY
SDGEB;1650,0;-2,94;16658162;10006;-50,0;1650,0;1650,0;1650,0;1664,82;GRUPO ENERGIA BOGOTA;EQTY
PFCEMARGOS;-;-;6865683;2721;-;-;-;-;2523,22;CEMENTOS ARGOS;EQTY
PFCORFICOL;-;-;4433950;321;-;-;-;-;13812,93;CORFICOLOMBIANA;EQTY
ENKA;-;-;3168465,38;109490;-;-;-;-;28,94;ENKA DE COLOMBIA;EQTY
HCOLSEL;-;-;1272947,5;108;-;-;-;-;11786,55;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;-;-;823760;7355;-;-;-;-;112,0;ETB;EQTY
