Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ICOLCAP;15442,0;0,37;32077659543;2080530;57,0;15446,5;15446,5;15400,0;15418,02;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;35950,0;1,35;29752791830;832669;480,0;35470,0;35950,0;35470,0;35731,84;BANCO BANCOLOMBIA;EQTY
ECOPETROL;3180,0;-0,62;29504100327;9235072;-20,0;3201,0;3252,0;3158,0;3194,79;ECOPETROL;EQTY
GRUPOARGOS;13350,0;0,75;6693633530;503170;100,0;13150,0;13350,0;13150,0;13302,93;GRUPO ARGOS;EQTY
CELSIA;4325,0;-1,44;6494199333;1469035;-63,0;4290,0;4430,0;4289,0;4420,72;CELSIA;EQTY
BCOLOMBIA;38850,0;1,7;6431305720;166888;650,0;38110,0;38850,0;38100,0;38536,66;BANCO BANCOLOMBIA;EQTY
ISA;23480,0;0,77;5538188290;236080;180,0;23400,0;23690,0;23380,0;23458,95;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;1026,0;-0,39;3833966463;3740690;-4,0;1032,0;1035,0;1019,0;1024,94;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2512,0;-0,12;1654247909;657206;-3,0;2530,0;2530,0;2504,0;2517,09;GRUPO ENERGIA BOGOTA;EQTY
CNEC;9600,0;0,63;1145050080;119295;60,0;9600,0;9640,0;9560,0;9598,48;CANACOL ENERGY LTD;EQTY
BOGOTA;70140,0;-1,89;966610060;13691;-1350,0;71100,0;71100,0;70140,0;70601,86;BANCO DE BOGOTA;EQTY
PFGRUPOARG;9170,0;-0,33;943659905;102717;-30,0;9200,0;9200,0;9150,0;9186,99;GRUPO ARGOS;EQTY
GRUBOLIVAR;103900,0;-1,98;939504510;9184;-2100,0;101000,0;104900,0;101000,0;102297,96;GRUPO BOLIVAR;EQTY
TERPEL;11640,0;2,11;878293270;76214;240,0;11410,0;11640,0;11400,0;11524,04;ORGANIZACION TERPEL;EQTY
PFGRUPSURA;22650,0;-0,18;521984650;23123;-40,0;22780,0;22780,0;22420,0;22574,26;GRUPO SURA;EQTY
PFDAVVNDA;31230,0;1,33;504401630;16264;410,0;31400,0;31400,0;30850,0;31013,38;BANCO DAVIVIENDA;EQTY
CORFICOLCF;28300,0;1,47;464315250;16498;410,0;27980,0;28300,0;27820,0;28143,73;CORFICOLOMBIANA;EQTY
CEMARGOS;6090,0;0,08;462286540;75954;5,0;6100,0;6130,0;6060,0;6086,4;CEMENTOS ARGOS;EQTY
EXITO;17300,0;0,0;413437330;23812;0,0;17160,0;17500,0;17160,0;17362,56;EXITO;EQTY
ETB;181,0;-3,47;224071545,2;1229833;-6,5;182,2;182,2;181,0;182,2;ETB;EQTY
PFCORFICOL;22960,0;0,35;188443960;8198;80,0;22880,0;23000,0;22880,0;22986,58;CORFICOLOMBIANA;EQTY
PFCEMARGOS;4090,0;1,06;136912482;33675;43,0;4073,0;4090,0;4050,0;4065,7;CEMENTOS ARGOS;EQTY
CONCONCRET;306,0;0,66;132245002;428600;2,0;312,9;312,9;306,0;308,55;CONCONCRETO S.A;EQTY
MINEROS;3365,0;0,0;101119852;29996;0,0;3375,0;3375,0;3365,0;3371,11;MINEROS;EQTY
BBVACOL;398,0;2,05;95014424;240400;8,0;390,0;398,0;390,0;395,23;BBVA COLOMBIA;EQTY
PROMIGAS;7100,0;-;82583215;11631;0,0;7100,0;7100,0;7100,0;7100,27;PROMIGAS;EQTY
CLH;2800,0;0,0;69249716;24499;0,0;2731,0;2880,0;2731,0;2826,63;CEMEX LATAM HOLDINGS;EQTY
BVC;9990,0;0,91;32324095;3252;90,0;9990,0;9990,0;9990,0;9939,76;BOLSA DE VALORES DE COLOMBIA;EQTY
ELCONDOR;734,9;-2,01;17770013,3;23953;-15,1;734,9;734,9;734,9;741,87;EL CONDOR;EQTY
ENKA;-;-;13092690;503000;-;-;-;-;26,03;ENKA DE COLOMBIA;EQTY
VILLAS;4855,0;-0,92;10511075;2165;-45,0;4855,0;4855,0;4855,0;4855,0;BANCO AV VILLAS;EQTY
FABRICATO;-;-;5749618,4;640893;-;-;-;-;8,97;FABRICATO;EQTY
HCOLSEL;-;-;4495677,5;310;-;-;-;-;14502,19;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
