Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;28020,0;-0,95;8817335930;314007;-270,0;28050,0;28600,0;27850,0;28080,06;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2074,0;-0,29;8181119239;3932254;-6,0;2078,0;2115,0;2050,0;2080,52;ECOPETROL;EQTY
BCOLOMBIA;31100,0;-2,45;5033702330;160884;-780,0;32000,0;32250,0;31100,0;31287,77;BANCO BANCOLOMBIA;EQTY
ISA;16500,0;0,61;4157560610;247624;100,0;16400,0;17850,0;16400,0;16789,81;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;37500,0;-5,09;1772382760;46512;-2010,0;38620,0;39100,0;36700,0;38105,92;GRUPO SURA;EQTY
PFDAVVNDA;29990,0;0,44;1248464510;41650;130,0;28220,0;30000,0;28220,0;29975,14;BANCO DAVIVIENDA;EQTY
GRUPOARGOS;9810,0;1,66;830378800;84366;160,0;9710,0;10400,0;9700,0;9842,58;GRUPO ARGOS;EQTY
CEMARGOS;3380,0;2,86;672292538;199429;94,0;3299,0;3400,0;3299,0;3371,09;CEMENTOS ARGOS;EQTY
GEB;1871,0;0,05;545020332;291694;1,0;1850,0;1892,0;1850,0;1868,47;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;580,0;-0,53;385119484,2;659645;-3,1;590,0;590,0;580,0;583,83;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;6320,0;-2,39;362465285;56511;-155,0;6500,0;6500,0;6320,0;6414,07;CANACOL ENERGY LTD;EQTY
CELSIA;2813,0;-0,18;247424234;87787;-5,0;2815,0;2850,0;2813,0;2818,46;CELSIA;EQTY
TERPEL;8095,0;1,31;106957160;13379;105,0;7985,0;8095,0;7985,0;7994,41;ORGANIZACION TERPEL;EQTY
PEI;-;-;104999640;2571;-;-;-;-;40840,0;PEI;EQTY
EXITO;10200,0;-4,67;91121820;8933;-500,0;10200,0;10200,0;10200,0;10200,58;EXITO;EQTY
PFGRUPSURA;12800,0;1,27;80994210;6368;160,0;12660,0;13020,0;12660,0;12718,94;GRUPO SURA;EQTY
PFCORFICOL;13500,0;-3,57;79551000;5774;-500,0;14000,0;14000,0;13500,0;13777,45;CORFICOLOMBIANA;EQTY
CONCONCRET;248,9;1,59;70419453;286203;3,9;245,0;248,9;245,0;246,05;CONCONCRETO S.A;EQTY
CORFICOLCF;16700,0;-4,02;60614510;3643;-700,0;16700,0;16700,0;16700,0;16638,62;CORFICOLOMBIANA;EQTY
ETB;144,0;6,67;54723362;393464;9,0;144,0;144,0;144,0;139,08;ETB;EQTY
PFGRUPOARG;6000,0;-;53785000;8945;0,0;6000,0;6000,0;6000,0;6012,86;GRUPO ARGOS;EQTY
GRUBOLIVAR;48970,0;1,47;49482670;1023;710,0;48000,0;48970,0;48000,0;48370,16;GRUPO BOLIVAR;EQTY
BOGOTA;28540,0;1,03;48229000;1698;290,0;28250,0;28540,0;28250,0;28403,42;BANCO DE BOGOTA;EQTY
ENKA;25,5;2,0;44581350,48;1770341;0,5;25,5;25,5;25,0;25,18;ENKA DE COLOMBIA;EQTY
ICOLCAP;11543,0;1,25;36202063;3135;143,0;11543,0;11543,0;11543,0;11547,71;FONDO BURSATIL ISHARES COLCAP;EQTY
BHI;-;-;20890971;111048;-;-;-;-;188,13;BAC HOLDING INTERNATIONAL CORP;EQTY
PROMIGAS;4180,0;-1,76;16987300;3969;-75,0;4180,0;4180,0;4180,0;4279,99;PROMIGAS;EQTY
SDGEB;1650,0;6,45;14688000;8900;100,0;1650,0;1650,0;1650,0;1650,34;GRUPO ENERGIA BOGOTA;EQTY
PFCEMARGOS;-;-;11222386;4873;-;-;-;-;2302,97;CEMENTOS ARGOS;EQTY
BVC;7710,0;-;9897630;1283;0,0;7710,0;7710,0;7710,0;7714,44;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;-;-;9403561;5265;-;-;-;-;1786,05;MINEROS;EQTY
ELCONDOR;-;-;4943000;4490;-;-;-;-;1100,89;EL CONDOR;EQTY
FABRICATO;-;-;2193500;535000;-;-;-;-;4,1;FABRICATO;EQTY
HCOLSEL;-;-;514040;46;-;-;-;-;11174,78;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOAVAL;-;-;187110;297;-;-;-;-;630,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;-;-;25920;9;-;-;-;-;2880,0;CEMEX LATAM HOLDINGS;EQTY
COLTEJER;-;-;2200;22;-;-;-;-;100,0;COLTEJER;EQTY
