Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
BCOLOMBIA;40400,0;1,0;29044556760;725523;400,0;39320,0;40400,0;39320,0;40032,58;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2240,0;1,17;11986736446;5329134;26,0;2220,0;2265,0;2220,0;2249,28;ECOPETROL;EQTY
PFBCOLOM;31710,0;1,25;8698657620;274407;390,0;31340,0;31890,0;31340,0;31699,84;BANCO BANCOLOMBIA;EQTY
ISA;17920,0;-3,6;4709265070;259620;-670,0;18550,0;18620,0;17900,0;18139,07;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;548,0;0,0;1547079221,3;2837742;0,0;550,0;550,0;533,0;545,18;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;9890,0;0,92;812262650;82275;90,0;9700,0;9890,0;9700,0;9872,53;GRUPO ARGOS;EQTY
CORFICOLCF;15800,0;0,38;533017480;34342;60,0;15820,0;15830,0;14710,0;15520,86;CORFICOLOMBIANA;EQTY
CEMARGOS;3673,0;-0,05;471518210;128392;-2,0;3630,0;3679,0;3630,0;3672,49;CEMENTOS ARGOS;EQTY
PFGRUPSURA;12770,0;1,35;372556270;29804;170,0;12520,0;12790,0;12400,0;12500,21;GRUPO SURA;EQTY
PEI;35120,0;-;365462750;10414;0,0;35120,0;35120,0;35120,0;35093,41;PEI;EQTY
GEB;1830,0;0,99;355112717;192691;18,0;1850,0;1855,0;1830,0;1842,91;GRUPO ENERGIA BOGOTA;EQTY
CNEC;6945,0;-0,79;344706665;49380;-55,0;7050,0;7050,0;6875,0;6980,69;CANACOL ENERGY LTD;EQTY
CELSIA;2808,0;0,21;162434799;57374;6,0;2850,0;2850,0;2808,0;2831,16;CELSIA;EQTY
TERPEL;7600,0;-1,94;152108160;19900;-150,0;7730,0;7730,0;7600,0;7643,63;ORGANIZACION TERPEL;EQTY
MINEROS;1850,0;2,78;96506414;52311;50,0;1845,0;1850,0;1845,0;1844,86;MINEROS;EQTY
BVC;7300,0;1,39;90095255;12464;100,0;7205,0;7300,0;7200,0;7228,44;BOLSA DE VALORES DE COLOMBIA;EQTY
BOGOTA;33800,0;0,9;85609920;2538;300,0;33500,0;33800,0;33500,0;33731,25;BANCO DE BOGOTA;EQTY
FABRICATO;7,0;6,06;84750269;12153100;0,4;7,0;7,0;7,0;6,97;FABRICATO;EQTY
SDGEB;1720,0;1,18;83852656;48798;20,0;1710,0;1720,0;1710,0;1718,36;GRUPO ENERGIA BOGOTA;EQTY
GRUPOAVAL;520,0;-2,07;82747071;158168;-11,0;526,0;526,0;520,0;523,16;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;26800,0;-;76475000;2864;0,0;26800,0;26800,0;26800,0;26702,16;BANCO DAVIVIENDA;EQTY
ENKA;27,0;-10,0;56232659,97;2095981;-3,0;27,0;27,0;27,0;26,83;ENKA DE COLOMBIA;EQTY
CONCONCRET;260,0;7,0;48944145,4;191039;17,0;256,8;260,0;256,8;256,2;CONCONCRETO S.A;EQTY
CLH;5840,0;-1,68;35704500;6080;-100,0;5840,0;5840,0;5840,0;5872,45;CEMEX LATAM HOLDINGS;EQTY
PROMIGAS;4690,0;-0,19;32825390;7059;-9,0;4690,0;4690,0;4690,0;4650,15;PROMIGAS;EQTY
NUTRESA;45500,0;-2,76;28814830;631;-1290,0;45500,0;45500,0;45500,0;45665,34;GRUPO NUTRESA;EQTY
PFGRUPOARG;5670,0;-2,33;27669510;4803;-135,0;5670,0;5670,0;5670,0;5760,88;GRUPO ARGOS;EQTY
EXITO;3360,0;-5,22;24620070;7311;-185,0;3360,0;3360,0;3360,0;3367,54;EXITO;EQTY
ETB;112,0;-6,67;21422140;191236;-8,0;112,0;112,0;112,0;112,02;ETB;EQTY
BHI;283,0;-2,04;19450699,6;70150;-5,9;283,0;283,0;283,0;277,27;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCORFICOL;-;-;18909310;1460;-;-;-;-;12951,58;CORFICOLOMBIANA;EQTY
ICOLCAP;12313,0;-0,15;17003478,5;1381;-19,0;12313,0;12313,0;12313,0;12312,44;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;40800,0;-0,46;16806850;412;-190,0;40800,0;40800,0;40800,0;40793,33;GRUPO SURA;EQTY
PFCEMARGOS;-;-;10360325;4127;-;-;-;-;2510,38;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;-;-;6354960;104;-;-;-;-;61105,38;GRUPO BOLIVAR;EQTY
HCOLSEL;-;-;905771;77;-;-;-;-;11763,26;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
