Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2610,0;1,28;23908112262;9271012;33,0;2580,0;2615,0;2539,0;2578,8;ECOPETROL;EQTY
PFBCOLOM;34450,0;-1,71;13406655780;387033;-600,0;35000,0;35110,0;34310,0;34639,57;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;41800,0;0,0;9221384210;220844;0,0;41800,0;41880,0;41440,0;41755,19;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;8950,0;-3,5;4308913585;476189;-325,0;9290,0;9290,0;8840,0;9048,75;GRUPO ARGOS;EQTY
PFAVAL;574,0;0,7;2945386353;5193944;4,0;564,1;574,0;564,1;567,08;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;19000,0;0,0;1848975330;97442;0,0;19050,0;19050,0;18800,0;18975,14;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;25700,0;-1,15;808188730;31553;-300,0;25700,0;25700,0;25360,0;25613,69;BANCO DAVIVIENDA;EQTY
CNEC;41100,0;3,09;738844490;18039;1230,0;40500,0;41300,0;40500,0;40958,17;CANACOL ENERGY LTD;EQTY
NUTRESA;48400,0;5,24;621907990;12913;2410,0;44370,0;48400,0;44370,0;48161,39;GRUPO NUTRESA;EQTY
GRUPOSURA;39700,0;1,79;443539120;11198;700,0;37200,0;39700,0;37200,0;39608,78;GRUPO SURA;EQTY
CEMARGOS;3150,0;1,61;427258213;135672;50,0;3225,0;3225,0;3120,0;3149,2;CEMENTOS ARGOS;EQTY
CORFICOLCF;15300,0;-0,91;394196380;25745;-140,0;15460,0;15680,0;15160,0;15311,57;CORFICOLOMBIANA;EQTY
PFGRUPSURA;11940,0;-0,5;238181980;19999;-60,0;11910,0;11950,0;11860,0;11909,69;GRUPO SURA;EQTY
GEB;1509,0;1,34;224965842;149266;20,0;1490,0;1520,0;1490,0;1507,15;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;2494,0;0,97;215058952;85978;24,0;2480,0;2523,0;2480,0;2501,33;CELSIA;EQTY
GRUBOLIVAR;61000,0;1,08;211663060;3499;650,0;60350,0;61000,0;60350,0;60492,44;GRUPO BOLIVAR;EQTY
PFCORFICOL;12850,0;0,78;189754300;14750;100,0;12900,0;12900,0;12850,0;12864,7;CORFICOLOMBIANA;EQTY
BOGOTA;36000,0;-1,32;187865310;5290;-480,0;35120,0;36100,0;35000,0;35513,29;BANCO DE BOGOTA;EQTY
MINEROS;1984,0;-7,29;177074951;86956;-156,0;2007,0;2080,0;1984,0;2036,37;MINEROS;EQTY
HCOLSEL;11630,0;-1,19;118390570;10178;-140,0;11630,0;11630,0;11630,0;11632,01;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPOARG;5340,0;-0,19;87936565;16449;-10,0;5500,0;5500,0;5340,0;5346,01;GRUPO ARGOS;EQTY
PFCEMARGOS;2130,0;-2,29;69895678;32466;-50,0;2170,0;2220,0;2130,0;2152,89;CEMENTOS ARGOS;EQTY
EXITO;3900,0;2,09;68699000;17779;80,0;3855,0;3900,0;3850,0;3864,05;EXITO;EQTY
BHI;204,5;-0,24;51378543;251350;-0,5;204,5;204,5;204,5;204,41;BAC HOLDING INTERNATIONAL CORP;EQTY
ICOLCAP;12560,0;-0,04;27024248,5;2152;-5,0;12560,0;12560,0;12560,0;12557,74;FONDO BURSATIL ISHARES COLCAP;EQTY
TERPEL;-;-;12920040;1584;-;-;-;-;8156,59;ORGANIZACION TERPEL;EQTY
BVC;-;-;10900540;1557;-;-;-;-;7000,99;BOLSA DE VALORES DE COLOMBIA;EQTY
PROMIGAS;-;-;10279013;2337;-;-;-;-;4398,38;PROMIGAS;EQTY
CONCONCRET;-;-;10015084,3;47932;-;-;-;-;208,94;CONCONCRETO S.A;EQTY
PEI;-;-;7662140;226;-;-;-;-;33903,27;PEI;EQTY
ENKA;-;-;2880749,54;122316;-;-;-;-;23,55;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;-;-;1475231,6;2680;-;-;-;-;550,46;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;863846,3;7751;-;-;-;-;111,45;ETB;EQTY
PAZRIO;-;-;419130;55884;-;-;-;-;7,5;ACER. PAZ DEL RIO;EQTY
FABRICATO;-;-;30800;5600;-;-;-;-;5,5;FABRICATO;EQTY
