Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
GEB;1840,0;1,1;9718378066;5398235;20,0;1800,0;1840,0;1774,0;1800,29;GRUPO ENERGIA BOGOTA;EQTY
ECOPETROL;2160,0;1,41;8987570419;4169861;30,0;2111,0;2160,0;2111,0;2155,36;ECOPETROL;EQTY
PFBCOLOM;27730,0;2,17;7333712700;265167;590,0;27290,0;27800,0;27170,0;27656,96;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;30400,0;-0,03;7244261130;237536;-10,0;30510,0;30770,0;30180,0;30497,53;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11440,0;1,2;6030540004,5;527450;135,5;11402,0;11440,0;11402,0;11433,39;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;16980,0;3,41;4674952700;279703;560,0;16660,0;16980,0;16330,0;16713,99;ISA INTERCONEXION ELECTRICA;EQTY
BHI;218,0;-0,46;3062812331,6;14124159;-1,0;218,0;218,0;216,0;216,85;BAC HOLDING INTERNATIONAL CORP;EQTY
GRUBOLIVAR;71990,0;3,88;2100354420;30297;2690,0;69300,0;71990,0;69300,0;69325,49;GRUPO BOLIVAR;EQTY
CEMARGOS;3294,0;0,43;1074063828;327086;14,0;3285,0;3301,0;3275,0;3283,74;CEMENTOS ARGOS;EQTY
GRUPOARGOS;9495,0;1,71;866888060;92068;160,0;9490,0;9495,0;9345,0;9415,74;GRUPO ARGOS;EQTY
PFAVAL;492,0;0,41;829408106,3;1688614;2,0;490,0;498,5;490,0;491,18;GRUPO AVAL ACCIONES Y VALORES;EQTY
HCOLSEL;11163,5;0,57;780790031,5;70043;63,5;11125,0;11163,5;11125,0;11147,3;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
NUTRESA;52800,0;1,87;642787860;12176;970,0;52000,0;53000,0;52000,0;52791,38;GRUPO NUTRESA;EQTY
BVC;10200,0;7,71;608576510;60228;730,0;9500,0;10200,0;9500,0;10104,54;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;33000,0;-0,93;571082370;17385;-310,0;33030,0;33030,0;32740,0;32849,14;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;13280,0;2,15;527434970;39997;280,0;13000,0;13280,0;13000,0;13186,86;GRUPO SURA;EQTY
PFDAVVNDA;18990,0;1,01;239276500;12686;190,0;18800,0;19000,0;18800,0;18861,46;BANCO DAVIVIENDA;EQTY
PFGRUPOARG;6090,0;1,5;197296170;32447;90,0;6080,0;6090,0;6080,0;6080,57;GRUPO ARGOS;EQTY
MINEROS;1834,0;0,05;195219279;105917;1,0;1850,0;1850,0;1834,0;1843,13;MINEROS;EQTY
CELSIA;2680,0;-0,37;190682479;71193;-10,0;2690,0;2690,0;2679,0;2678,39;CELSIA;EQTY
PFCEMARGOS;2399,0;2,39;186028748;79525;56,0;2337,0;2399,0;2332,0;2339,25;CEMENTOS ARGOS;EQTY
GRUPOSURA;37010,0;2,83;174479350;4838;1020,0;35940,0;37010,0;35940,0;36064,36;GRUPO SURA;EQTY
PEI;38700,0;-0,77;119944720;3097;-300,0;38720,0;38720,0;38700,0;38729,33;PEI;EQTY
CORFICOLCF;15000,0;0,81;111235120;7436;120,0;14960,0;15000,0;14960,0;14959,0;CORFICOLOMBIANA;EQTY
BOGOTA;29990,0;-0,03;84062110;2801;-10,0;30000,0;30000,0;29990,0;30011,46;BANCO DE BOGOTA;EQTY
EXITO;4200,0;-;41853870;9987;0,0;4200,0;4200,0;4200,0;4190,84;EXITO;EQTY
PROMIGAS;4579,0;4,07;41743474;9340;179,0;4450,0;4579,0;4450,0;4469,32;PROMIGAS;EQTY
TERPEL;7265,0;3,64;28674055;3957;255,0;7265,0;7265,0;7265,0;7246,41;ORGANIZACION TERPEL;EQTY
PFCORFICOL;11800,0;0,85;23721200;1989;100,0;11800,0;11800,0;11800,0;11926,19;CORFICOLOMBIANA;EQTY
GRUPOAVAL;-;-;20455609,2;43630;-;-;-;-;468,84;GRUPO AVAL ACCIONES Y VALORES;EQTY
ENKA;-;-;14784368,1;757981;-;-;-;-;19,5;ENKA DE COLOMBIA;EQTY
CONCONCRET;-;-;5637627,6;22206;-;-;-;-;253,88;CONCONCRETO S.A;EQTY
ETB;-;-;3904724;43824;-;-;-;-;89,1;ETB;EQTY
