Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ISA;16500,0;-2,31;11246877080;673660;-390,0;17000,0;17000,0;16460,0;16695,18;ISA INTERCONEXION ELECTRICA;EQTY
PFBCOLOM;28100,0;-0,64;5193955910;184812;-180,0;28090,0;28290,0;27840,0;28104,0;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;30940,0;-0,35;3658099730;118218;-110,0;31300,0;31300,0;30500,0;30943,68;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2297,0;-0,43;1356279466;589643;-10,0;2309,0;2317,0;2288,0;2300,17;ECOPETROL;EQTY
ICOLCAP;11400,0;-0,26;992239817,5;87039;-30,0;11400,0;11400,0;11393,0;11399,95;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;9150,0;-1,08;972962145;105810;-100,0;9210,0;9250,0;9150,0;9195,37;GRUPO ARGOS;EQTY
PEI;42000,0;0,55;968094240;23019;230,0;41780,0;42100,0;41780,0;42056,31;PEI;EQTY
PFGRUPSURA;13650,0;-0,36;383891770;28187;-50,0;13600,0;13650,0;13600,0;13619,46;GRUPO SURA;EQTY
CEMARGOS;3310,0;0,0;362346457;108509;0,0;3350,0;3404,0;3310,0;3339,32;CEMENTOS ARGOS;EQTY
PFAVAL;492,0;-4,09;258341774,6;523578;-21,0;492,3;493,6;492,0;493,42;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;33600,0;-1,96;246045400;7365;-670,0;33310,0;33600,0;33310,0;33407,39;CANACOL ENERGY LTD;EQTY
GEB;1780,0;0,11;219374947;123695;2,0;1778,0;1780,0;1753,0;1773,52;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPOARG;5905,0;-2,07;162693725;27331;-125,0;5985,0;6125,0;5905,0;5952,72;GRUPO ARGOS;EQTY
GRUPOSURA;35300,0;-3,16;149992660;4209;-1150,0;36000,0;36440,0;35300,0;35636,17;GRUPO SURA;EQTY
HCOLSEL;11200,0;-0,19;112134442;10012;-21,0;11200,0;11200,0;11200,0;11200,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CELSIA;2550,0;-1,92;97278105;37970;-50,0;2560,0;2600,0;2550,0;2561,97;CELSIA;EQTY
CONCONCRET;255,0;2,0;86640511,1;350556;5,0;240,6;259,8;240,6;247,15;CONCONCRETO S.A;EQTY
NUTRESA;51990,0;-0,02;84148660;1636;-10,0;50500,0;52000,0;50500,0;51435,61;GRUPO NUTRESA;EQTY
EXITO;-;-;59143175;15399;-;-;-;-;3840,72;EXITO;EQTY
CORFICOLCF;14480,0;3,35;47546740;3314;470,0;14480,0;14480,0;14480,0;14347,24;CORFICOLOMBIANA;EQTY
BHI;222,0;-;30220887,6;136091;0,0;222,0;222,0;222,0;222,06;BAC HOLDING INTERNATIONAL CORP;EQTY
BOGOTA;28540,0;-3,58;28852930;1011;-1060,0;28540,0;28540,0;28540,0;28539,0;BANCO DE BOGOTA;EQTY
PFCEMARGOS;-;-;26695076;11710;-;-;-;-;2279,68;CEMENTOS ARGOS;EQTY
TERPEL;7005,0;-1,34;21615315;3058;-95,0;7005,0;7005,0;7005,0;7068,45;ORGANIZACION TERPEL;EQTY
PFDAVVNDA;-;-;20921280;1118;-;-;-;-;18713,13;BANCO DAVIVIENDA;EQTY
GRUBOLIVAR;67640,0;1,71;18595490;275;1140,0;67640,0;67640,0;67640,0;67619,96;GRUPO BOLIVAR;EQTY
PROMIGAS;-;-;14542735;3105;-;-;-;-;4683,65;PROMIGAS;EQTY
GRUPOAVAL;-;-;9366326;19250;-;-;-;-;486,56;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;-;-;7043150;3746;-;-;-;-;1880,18;MINEROS;EQTY
ENKA;-;-;5756449;302971;-;-;-;-;19,0;ENKA DE COLOMBIA;EQTY
PFCORFICOL;-;-;4494860;348;-;-;-;-;12916,26;CORFICOLOMBIANA;EQTY
ETB;-;-;2508588,3;29549;-;-;-;-;84,9;ETB;EQTY
BVC;-;-;1574570;172;-;-;-;-;9154,48;BOLSA DE VALORES DE COLOMBIA;EQTY
