Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;31800,0;3,58;18695821000;599367;1100,0;30770,0;31830,0;30700,0;31192,61;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2725,0;1,49;12559565761;4622687;40,0;2665,0;2737,0;2660,0;2716,94;ECOPETROL;EQTY
BCOLOMBIA;37140,0;1,61;6603893610;175863;590,0;37400,0;38000,0;36900,0;37551,35;BANCO BANCOLOMBIA;EQTY
ICOLCAP;12110,0;0,99;2710909054,5;224407;118,5;12060,5;12118,5;12060,5;12080,32;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;17600,0;4,7;2021201490;115632;790,0;17000,0;17710,0;17000,0;17479,6;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;9700,0;0,0;1710441210;176213;0,0;9700,0;9770,0;9625,0;9706,67;GRUPO ARGOS;EQTY
CORFICOLCF;11180,0;0,9;1653480100;147471;100,0;11200,0;11400,0;11130,0;11212,24;CORFICOLOMBIANA;EQTY
PFGRUPSURA;11360,0;3,27;1636655710;145022;360,0;11100,0;11490,0;11100,0;11285,57;GRUPO SURA;EQTY
CELSIA;2629,0;4,74;1610974579;614219;119,0;2599,0;2721,0;2599,0;2622,8;CELSIA;EQTY
PFDAVVNDA;24710,0;-2,25;1326081490;53021;-570,0;25260,0;25280,0;24600,0;25010,5;BANCO DAVIVIENDA;EQTY
PFAVAL;555,1;0,95;1133571735,4;2027239;5,2;545,0;568,0;545,0;559,17;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;1500,0;4,9;1121245812;753978;70,0;1450,0;1532,0;1450,0;1487,11;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;35960,0;3,1;916078310;25916;1080,0;31580,0;35960,0;31580,0;35347,98;GRUPO SURA;EQTY
CNEC;39180,0;1,85;537537250;13901;710,0;38100,0;39180,0;38100,0;38668,96;CANACOL ENERGY LTD;EQTY
CEMARGOS;2950,0;-1,01;392954067;131518;-30,0;2980,0;3005,0;2950,0;2987,83;CEMENTOS ARGOS;EQTY
BOGOTA;25700,0;0,78;296473870;11551;200,0;25500,0;25700,0;25500,0;25666,51;BANCO DE BOGOTA;EQTY
MINEROS;2120,0;6,37;294268060;140192;127,0;1989,0;2189,0;1989,0;2099,04;MINEROS;EQTY
PFCEMARGOS;2290,0;1,78;285775177;124964;40,0;2250,0;2300,0;2250,0;2286,86;CEMENTOS ARGOS;EQTY
PEI;25890,0;-0,42;209956000;8100;-110,0;25800,0;25990,0;25800,0;25920,49;PEI;EQTY
PFGRUPOARG;5995,0;1,52;173109965;28757;90,0;6030,0;6040,0;5965,0;6019,75;GRUPO ARGOS;EQTY
PFCORFICOL;10540,0;3,33;140154050;13157;340,0;10700,0;10950,0;10540,0;10652,43;CORFICOLOMBIANA;EQTY
NUTRESA;48270,0;-0,88;118801210;2447;-430,0;49000,0;49000,0;48270,0;48549,74;GRUPO NUTRESA;EQTY
HCOLSEL;11314,0;0,41;115823709;10237;46,0;11314,0;11314,0;11314,0;11314,22;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PROMIGAS;4000,0;-;112703248;28107;0,0;4000,0;4000,0;4000,0;4009,79;PROMIGAS;EQTY
BHI;224,5;-1,71;67008557,5;297670;-3,9;228,0;228,0;224,5;225,11;BAC HOLDING INTERNATIONAL CORP;EQTY
TERPEL;8085,0;1,32;49906830;6115;105,0;8085,0;8085,0;8085,0;8161,38;ORGANIZACION TERPEL;EQTY
GRUBOLIVAR;57600,0;1,95;26847870;466;1100,0;57600,0;57600,0;57600,0;57613,45;GRUPO BOLIVAR;EQTY
FABRICATO;-;-;17526960,08;3331436;-;-;-;-;5,26;FABRICATO;EQTY
GRUPOAVAL;549,9;3,75;15604224,5;28627;19,9;549,9;549,9;549,9;545,09;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;-;-;11004083;59297;-;-;-;-;185,58;CONCONCRETO S.A;EQTY
EXITO;-;-;9522613;2325;-;-;-;-;4095,75;EXITO;EQTY
BVC;-;-;6555635;895;-;-;-;-;7324,73;BOLSA DE VALORES DE COLOMBIA;EQTY
PAZRIO;-;-;4235000;700000;-;-;-;-;6,05;ACER. PAZ DEL RIO;EQTY
CLH;-;-;1969572;516;-;-;-;-;3817,0;CEMEX LATAM HOLDINGS;EQTY
ETB;-;-;618716,7;5777;-;-;-;-;107,1;ETB;EQTY
ENKA;-;-;147794,73;6428;-;-;-;-;22,99;ENKA DE COLOMBIA;EQTY
