Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2397,0;-3,42;36079466186;15027576;-85,0;2480,0;2480,0;2362,0;2400,88;ECOPETROL;EQTY
BVC;9600,0;20,0;34013010890;3546194;1600,0;8100,0;9600,0;8100,0;9591,41;BOLSA DE VALORES DE COLOMBIA;EQTY
PFBCOLOM;26800,0;-5,3;16831297760;624376;-1500,0;27510,0;27800,0;26630,0;26956,99;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;31460,0;-7,74;5948673950;186013;-2640,0;34000,0;34000,0;31460,0;31979,88;BANCO BANCOLOMBIA;EQTY
ISA;15900,0;-9,09;5415020670;332036;-1590,0;17690,0;17690,0;15900,0;16308,53;ISA INTERCONEXION ELECTRICA;EQTY
HCOLSEL;10750,0;-3,07;4086444478;380075;-340,0;10725,0;10768,5;10725,0;10751,68;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ICOLCAP;11284,5;-2,78;4082185200;363518;-322,5;11298,5;11329,0;11119,0;11229,66;FONDO BURSATIL ISHARES COLCAP;EQTY
BOGOTA;28000,0;0,72;3813407700;138046;200,0;27800,0;28000,0;27010,0;27624,18;BANCO DE BOGOTA;EQTY
CEMARGOS;3090,0;1,64;3052313218;993323;50,0;3040,0;3090,0;3040,0;3072,83;CEMENTOS ARGOS;EQTY
PFDAVVNDA;21840,0;-0,27;2485420120;114219;-60,0;21500,0;22000,0;20700,0;21760,13;BANCO DAVIVIENDA;EQTY
GRUPOSURA;36530,0;2,04;2447479890;68856;730,0;35800,0;37000,0;35000,0;35544,9;GRUPO SURA;EQTY
CELSIA;2700,0;5,68;2221200376;835907;145,0;2555,0;2700,0;2540,0;2657,23;CELSIA;EQTY
GRUPOARGOS;9690,0;0,68;1154291765;120840;65,0;9360,0;9690,0;9360,0;9552,23;GRUPO ARGOS;EQTY
PFAVAL;554,0;-0,88;1075813225,8;1974916;-4,9;541,5;554,0;522,1;544,74;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;58960,0;3,08;1001020140;17522;1760,0;57000,0;58960,0;55500,0;57129,33;GRUPO BOLIVAR;EQTY
NUTRESA;50000,0;-9,09;999971390;19663;-5000,0;55000,0;55000,0;50000,0;50855,48;GRUPO NUTRESA;EQTY
CORFICOLCF;11590,0;2,57;961670340;85161;290,0;11240,0;11600,0;10900,0;11292,38;CORFICOLOMBIANA;EQTY
GEB;1450,0;2,11;882889887;621361;30,0;1410,0;1450,0;1395,0;1420,9;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;10700,0;-2,64;791692170;73531;-290,0;10730,0;11000,0;10500,0;10766,78;GRUPO SURA;EQTY
PFCEMARGOS;2115,0;-2,08;337571627;158954;-45,0;2150,0;2150,0;2110,0;2123,71;CEMENTOS ARGOS;EQTY
EXITO;4138,0;-0,02;197609018;48649;-1,0;3906,0;4138,0;3905,0;4061,93;EXITO;EQTY
PFGRUPOARG;5530,0;-1,25;149038365;26991;-70,0;5750,0;5750,0;5365,0;5521,78;GRUPO ARGOS;EQTY
CNEC;36670,0;-4,75;136617440;3720;-1830,0;36910,0;36910,0;36670,0;36725,12;CANACOL ENERGY LTD;EQTY
PROMIGAS;4200,0;-1,41;115131032;27589;-60,0;4151,0;4200,0;4100,0;4173,08;PROMIGAS;EQTY
BHI;216,0;-0,46;69943598,1;321924;-1,0;217,0;219,5;216,0;217,27;BAC HOLDING INTERNATIONAL CORP;EQTY
CLH;3800,0;0,0;67356176;18194;0,0;3602,0;3800,0;3602,0;3702,11;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;195,0;-2,5;56059292,6;297412;-5,0;187,1;195,0;180,1;188,49;CONCONCRETO S.A;EQTY
TERPEL;8395,0;7,63;47717685;5702;595,0;8485,0;8485,0;8395,0;8368,59;ORGANIZACION TERPEL;EQTY
ETB;116,0;-3,33;32232880;296424;-4,0;106,0;116,0;106,0;108,74;ETB;EQTY
PFCORFICOL;-;-;27919150;2780;-;-;-;-;10042,86;CORFICOLOMBIANA;EQTY
ENKA;-;-;13674095,18;617197;-;-;-;-;22,16;ENKA DE COLOMBIA;EQTY
PEI;-;-;11124580;465;-;-;-;-;23923,83;PEI;EQTY
GRUPOAVAL;510,0;-5,56;9143240;17916;-30,0;510,0;510,0;510,0;510,34;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;-;-;8780454;3955;-;-;-;-;2220,09;MINEROS;EQTY
