Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;30900,0;-2,09;15549919820;506089;-660,0;31500,0;31990,0;30190,0;30725,66;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2620,0;1,51;12510927159;4829578;39,0;2564,0;2626,0;2535,0;2590,48;ECOPETROL;EQTY
ISA;18170,0;1,57;3347946970;186004;280,0;18000,0;18170,0;17780,0;17999,33;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;9460,0;6,41;2610867290;288968;570,0;8990,0;9460,0;8650,0;9035,14;GRUPO ARGOS;EQTY
BCOLOMBIA;37000,0;-0,27;1674785840;45363;-100,0;38000,0;38000,0;36100,0;36919,64;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;36990,0;-6,02;819856930;22155;-2370,0;36850,0;37050,0;36850,0;37005,5;GRUPO SURA;EQTY
CEMARGOS;2964,0;2,21;767541299;260419;64,0;2965,0;2969,0;2900,0;2947,33;CEMENTOS ARGOS;EQTY
PFDAVVNDA;25000,0;0,0;708839180;28359;0,0;25000,0;25010,0;24530,0;24995,21;BANCO DAVIVIENDA;EQTY
CORFICOLCF;11700,0;-5,26;646065360;54439;-650,0;12010,0;12010,0;11700,0;11867,69;CORFICOLOMBIANA;EQTY
PFAVAL;568,0;1,79;559868546,2;998340;10,0;554,0;568,0;541,0;560,8;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;1346,0;0,0;398953689;295876;0,0;1350,0;1350,0;1346,0;1348,38;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;9835,0;-0,05;315396945;32302;-5,0;9770,0;9835,0;9750,0;9764,01;GRUPO SURA;EQTY
MINEROS;1940,0;0,52;292805264;150374;10,0;1938,0;1950,0;1938,0;1947,18;MINEROS;EQTY
CLH;4350,0;-3,35;230539494;50886;-151,0;4500,0;4620,0;4350,0;4530,51;CEMEX LATAM HOLDINGS;EQTY
BHI;197,5;1,28;226999099,5;1163070;2,5;195,0;197,5;195,0;195,17;BAC HOLDING INTERNATIONAL CORP;EQTY
BOGOTA;28420,0;-3,66;173082110;5947;-1080,0;30990,0;30990,0;28420,0;29104,1;BANCO DE BOGOTA;EQTY
NUTRESA;50980,0;-0,02;168019550;3301;-10,0;50500,0;50990,0;50500,0;50899,59;GRUPO NUTRESA;EQTY
CELSIA;2237,0;0,45;136127783;61301;10,0;2201,0;2237,0;2201,0;2220,65;CELSIA;EQTY
GRUPOAVAL;540,0;8,0;94575138;176171;40,0;537,9;540,0;537,9;536,84;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;-;-;86709123;45010;-;-;-;-;1926,44;CEMENTOS ARGOS;EQTY
PFGRUPOARG;5290,0;1,73;72794735;13760;90,0;5290,0;5290,0;5290,0;5290,32;GRUPO ARGOS;EQTY
CNEC;37300,0;0,13;65796450;1769;50,0;36800,0;37300,0;36800,0;37194,15;CANACOL ENERGY LTD;EQTY
TERPEL;7805,0;0,06;65661080;8316;5,0;7800,0;7805,0;7800,0;7895,75;ORGANIZACION TERPEL;EQTY
ICOLCAP;11765,0;-2,56;45474560;3863;-308,5;11765,0;11765,0;11765,0;11771,83;FONDO BURSATIL ISHARES COLCAP;EQTY
BVC;7365,0;-;28053325;3798;0,0;7365,0;7365,0;7365,0;7386,34;BOLSA DE VALORES DE COLOMBIA;EQTY
PROMIGAS;4344,0;4,67;24534597;5843;194,0;4344,0;4344,0;4344,0;4198,97;PROMIGAS;EQTY
PFCORFICOL;11100,0;1,37;22681860;2071;150,0;11100,0;11100,0;11100,0;10952,13;CORFICOLOMBIANA;EQTY
ENKA;21,5;-6,03;22301235,31;1052313;-1,38;21,0;21,5;21,0;21,19;ENKA DE COLOMBIA;EQTY
EXITO;-;-;17894245;4537;-;-;-;-;3944,07;EXITO;EQTY
PEI;26980,0;-0,07;12437720;461;-20,0;26980,0;26980,0;26980,0;26979,87;PEI;EQTY
CONCONCRET;-;-;11319115;63807;-;-;-;-;177,4;CONCONCRETO S.A;EQTY
FABRICATO;-;-;3332999;574655;-;-;-;-;5,8;FABRICATO;EQTY
GRUBOLIVAR;-;-;3014900;54;-;-;-;-;55831,48;GRUPO BOLIVAR;EQTY
HCOLSEL;-;-;609130,5;54;-;-;-;-;11280,19;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;-;-;96497,1;901;-;-;-;-;107,1;ETB;EQTY
