Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;31140,0;-2,54;17342636500;552062;-810,0;31650,0;31830,0;31100,0;31414,29;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2532,0;-2,16;12421487833;4870097;-56,0;2560,0;2580,0;2532,0;2550,56;ECOPETROL;EQTY
BCOLOMBIA;38700,0;-0,26;7732329860;199824;-100,0;38800,0;38940,0;38500,0;38695,7;BANCO BANCOLOMBIA;EQTY
ISA;17890,0;-0,11;1721582580;95431;-20,0;17820,0;18300,0;17780,0;18040,08;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;9880,0;-1,3;1597912670;160672;-130,0;10010,0;10200,0;9810,0;9945,18;GRUPO SURA;EQTY
CEMARGOS;2801,0;0,14;846965157;301524;4,0;2797,0;2835,0;2796,0;2808,95;CEMENTOS ARGOS;EQTY
GRUPOSURA;39370,0;2,13;561416200;14321;820,0;38020,0;39370,0;38020,0;39202,3;GRUPO SURA;EQTY
GRUPOARGOS;8290,0;0,24;516561180;62142;20,0;8270,0;8390,0;8270,0;8312,59;GRUPO ARGOS;EQTY
GEB;1335,0;0,0;422898000;313918;0,0;1379,0;1379,0;1335,0;1347,16;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;2173,0;2,55;369565290;170542;54,0;2170,0;2178,0;2161,0;2167,0;CELSIA;EQTY
CORFICOLCF;12620,0;0,0;257300240;20251;0,0;12750,0;12870,0;12620,0;12705,56;CORFICOLOMBIANA;EQTY
PFAVAL;549,0;-1,96;237405552,2;430064;-11,0;555,0;558,0;549,0;552,02;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;59000,0;-1,34;187307680;3176;-800,0;59000,0;59000,0;59000,0;58975,97;GRUPO BOLIVAR;EQTY
PEI;27010,0;-1,03;172141420;6336;-280,0;27200,0;27290,0;27010,0;27168,78;PEI;EQTY
EXITO;3950,0;2,41;124305454;31535;93,0;3900,0;3995,0;3900,0;3941,83;EXITO;EQTY
PFCORFICOL;11300,0;-0,88;80944120;7140;-100,0;11320,0;11320,0;11300,0;11336,71;CORFICOLOMBIANA;EQTY
BVC;7200,0;-;77033460;10699;0,0;7200,0;7200,0;7200,0;7200,06;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;37660,0;1,4;71468540;1905;520,0;37140,0;37660,0;37140,0;37516,29;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;25050,0;0,2;70620140;2810;50,0;25350,0;25350,0;25050,0;25131,72;BANCO DAVIVIENDA;EQTY
CONCONCRET;182,3;0,16;50068220,3;273035;0,3;185,0;185,0;182,3;183,38;CONCONCRETO S.A;EQTY
PFCEMARGOS;-;-;47171200;24594;-;-;-;-;1918,0;CEMENTOS ARGOS;EQTY
TERPEL;-;-;40593685;5149;-;-;-;-;7883,8;ORGANIZACION TERPEL;EQTY
PFGRUPOARG;5000,0;2,25;34795968;6976;110,0;5000,0;5000,0;5000,0;4987,95;GRUPO ARGOS;EQTY
MINEROS;1930,0;-1,03;33155542;17513;-20,0;1850,0;1930,0;1850,0;1893,2;MINEROS;EQTY
PROMIGAS;-;-;14832100;3571;-;-;-;-;4153,49;PROMIGAS;EQTY
CLH;4100,0;0,74;12541170;3044;30,0;4100,0;4100,0;4100,0;4119,96;CEMEX LATAM HOLDINGS;EQTY
NUTRESA;-;-;12093040;243;-;-;-;-;49765,6;GRUPO NUTRESA;EQTY
GRUPOAVAL;544,0;6,67;10062100;18505;34,0;544,0;544,0;544,0;543,75;GRUPO AVAL ACCIONES Y VALORES;EQTY
BOGOTA;-;-;8472880;275;-;-;-;-;30810,47;BANCO DE BOGOTA;EQTY
ICOLCAP;-;-;5609664,5;470;-;-;-;-;11935,46;FONDO BURSATIL ISHARES COLCAP;EQTY
BHI;-;-;4686906;23904;-;-;-;-;196,07;BAC HOLDING INTERNATIONAL CORP;EQTY
ENKA;-;-;574360,85;25781;-;-;-;-;22,28;ENKA DE COLOMBIA;EQTY
