Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
CEMARGOS;4910,0;-3,35;18620977308;3534921;-170,0;5100,0;5360,0;4905,0;5267,72;CEMENTOS ARGOS;EQTY
PFBCOLOM;27080,0;1,16;18259291020;674486;310,0;26860,0;27290,0;26780,0;27071,42;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2365,0;1,37;14006202998;5947252;32,0;2340,0;2365,0;2336,0;2355,07;ECOPETROL;EQTY
BCOLOMBIA;30810,0;-1,25;8405750530;270909;-390,0;31100,0;31100,0;30800,0;31027,95;BANCO BANCOLOMBIA;EQTY
EXITO;2830,0;5,13;3383407908;1211771;138,0;2750,0;2830,0;2750,0;2792,12;EXITO;EQTY
PFDAVVNDA;17500,0;1,21;3123206210;184307;210,0;17010,0;17500,0;16800,0;16945,67;BANCO DAVIVIENDA;EQTY
PFAVAL;514,5;-0,1;2893054049,3;5625385;-0,5;500,0;515,0;500,0;514,29;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;9350,0;-0,53;2738034090;291574;-50,0;9400,0;9650,0;9100,0;9390,53;GRUPO ARGOS;EQTY
BHI;207,5;2,72;2687493400,5;13291123;5,5;203,0;207,5;202,0;202,2;BAC HOLDING INTERNATIONAL CORP;EQTY
ISA;14920,0;-0,53;2665750140;178828;-80,0;14810,0;14990,0;14810,0;14906,78;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;12270,0;2,25;2212712890;178832;270,0;12290,0;12700,0;12000,0;12373,14;GRUPO SURA;EQTY
PFCEMARGOS;3851,0;-0,52;1657088791;426417;-20,0;3900,0;4050,0;3600,0;3886,08;CEMENTOS ARGOS;EQTY
ICOLCAP;11270,0;-1,74;1596615599;141654;-200,0;11320,0;11320,0;11270,0;11271,24;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;31990,0;3,53;1017121780;32637;1090,0;30900,0;31990,0;30010,0;31164,68;GRUPO SURA;EQTY
CELSIA;2579,0;-0,81;765429205;299453;-21,0;2563,0;2579,0;2541,0;2556,09;CELSIA;EQTY
GEB;1747,0;1,57;665790466;384957;27,0;1715,0;1747,0;1689,0;1729,52;GRUPO ENERGIA BOGOTA;EQTY
GRUBOLIVAR;53000,0;-0,75;559275520;10546;-400,0;53500,0;53520,0;53000,0;53032,0;GRUPO BOLIVAR;EQTY
PEI;49840,0;-0,99;488088490;9853;-500,0;50100,0;50100,0;49010,0;49537,04;PEI;EQTY
CORFICOLCF;13750,0;1,85;434591620;32108;250,0;13500,0;13750,0;12920,0;13535,31;CORFICOLOMBIANA;EQTY
CNEC;32880,0;0,95;324027640;10093;310,0;32250,0;32880,0;32000,0;32104,19;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;6615,0;4,17;313723820;47480;265,0;6445,0;6690,0;6445,0;6607,49;GRUPO ARGOS;EQTY
BOGOTA;25200,0;-1,75;184909820;7231;-450,0;25650,0;25650,0;25200,0;25571,82;BANCO DE BOGOTA;EQTY
MINEROS;1799,0;1,07;179959372;102270;19,0;1735,0;1799,0;1735,0;1759,65;MINEROS;EQTY
NUTRESA;49520,0;-0,96;156108260;3157;-480,0;49500,0;49520,0;49500,0;49448,29;GRUPO NUTRESA;EQTY
TERPEL;6820,0;-2,57;81073605;11754;-180,0;7000,0;7000,0;6820,0;6897,53;ORGANIZACION TERPEL;EQTY
PROMIGAS;4187,0;-3,3;21448350;5107;-143,0;4187,0;4187,0;4187,0;4199,79;PROMIGAS;EQTY
CONCONCRET;230,0;1,32;19912410;86573;3,0;230,0;230,0;230,0;230,01;CONCONCRETO S.A;EQTY
PFCORFICOL;-;-;13356080;1202;-;-;-;-;11111,55;CORFICOLOMBIANA;EQTY
GRUPOAVAL;-;-;6871024,2;14359;-;-;-;-;478,52;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;5955720,75;74451;-;-;-;-;80,0;ETB;EQTY
HCOLSEL;-;-;5159220;462;-;-;-;-;11167,14;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFBBVACOL;-;-;2999000;10000;-;-;-;-;299,9;BBVA COLOMBIA;EQTY
BVC;-;-;1835400;208;-;-;-;-;8824,04;BOLSA DE VALORES DE COLOMBIA;EQTY
POPULAR;-;-;1275000;7500;-;-;-;-;170,0;BANCO POPULAR;EQTY
BBVACOL;-;-;1229852;4589;-;-;-;-;268,0;BBVA COLOMBIA;EQTY
ENKA;-;-;311620,4;17122;-;-;-;-;18,2;ENKA DE COLOMBIA;EQTY
COLTEJER;-;-;10000;100;-;-;-;-;100,0;COLTEJER;EQTY
