Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;27790,0;-0,25;13345631370;481953;-70,0;27500,0;28000,0;27250,0;27690,73;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2388,0;2,09;5968709391;2498340;49,0;2320,0;2429,0;2320,0;2389,07;ECOPETROL;EQTY
BCOLOMBIA;32250,0;-4,47;5494454240;168816;-1510,0;33760,0;33760,0;32200,0;32547,0;BANCO BANCOLOMBIA;EQTY
ISA;14700,0;-4,11;5023424030;335922;-630,0;15490,0;15490,0;14700,0;14954,14;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;23480,0;2,8;4225490510;184878;640,0;22800,0;23480,0;22800,0;22855,56;BANCO DAVIVIENDA;EQTY
ICOLCAP;11320,0;1,8;4195070474;370111;200,0;11340,0;11340,0;11314,5;11334,63;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;539,9;0,6;3610968977,1;6729993;3,2;530,0;543,6;530,0;536,55;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;11400,0;3,64;1609791370;144316;400,0;10980,0;11400,0;10980,0;11154,63;CORFICOLOMBIANA;EQTY
CELSIA;2813,0;0,46;1244393839;442091;13,0;2840,0;2840,0;2813,0;2814,79;CELSIA;EQTY
CNEC;38400,0;-0,75;639096490;16682;-290,0;37300,0;38550,0;37300,0;38310,54;CANACOL ENERGY LTD;EQTY
PEI;22000,0;0,0;423397360;19214;0,0;22400,0;22400,0;22000,0;22035,88;PEI;EQTY
GRUBOLIVAR;61000,0;0,0;377914190;6185;0,0;61000,0;62000,0;61000,0;61101,73;GRUPO BOLIVAR;EQTY
GRUPOSURA;39500,0;-1,25;278673120;7009;-500,0;39200,0;41000,0;39100,0;39759,33;GRUPO SURA;EQTY
BHI;216,0;-4,0;270436484,4;1245945;-9,0;221,5;221,5;214,5;217,05;BAC HOLDING INTERNATIONAL CORP;EQTY
GEB;1524,0;5,1;265726081;179196;74,0;1450,0;1524,0;1450,0;1482,88;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;50000,0;1,42;229228850;4513;700,0;51250,0;51250,0;50000,0;50793,01;GRUPO NUTRESA;EQTY
PFGRUPSURA;10750,0;-0,46;218949390;20409;-50,0;10720,0;10790,0;10610,0;10728,08;GRUPO SURA;EQTY
CEMARGOS;2995,0;-0,13;195205100;65160;-4,0;3000,0;3008,0;2995,0;2995,78;CEMENTOS ARGOS;EQTY
BOGOTA;30000,0;1,66;170072930;5723;490,0;29650,0;30000,0;29650,0;29717,44;BANCO DE BOGOTA;EQTY
CLH;3800,0;-;150301800;39553;0,0;3800,0;3800,0;3800,0;3800,01;CEMEX LATAM HOLDINGS;EQTY
GRUPOARGOS;8690,0;1,28;137533330;15889;110,0;8700,0;8700,0;8620,0;8655,88;GRUPO ARGOS;EQTY
HCOLSEL;10692,0;1,71;129005808;12066;180,0;10692,0;10692,0;10692,0;10691,68;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
TERPEL;7650,0;-0,65;127162590;16543;-50,0;7750,0;7750,0;7650,0;7686,79;ORGANIZACION TERPEL;EQTY
BVC;9950,0;0,96;65199140;6650;95,0;9550,0;9950,0;9550,0;9804,38;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPOARG;5645,0;-0,09;52088425;9222;-5,0;5650,0;5650,0;5645,0;5648,28;GRUPO ARGOS;EQTY
PFCORFICOL;10500,0;1,94;33851220;3228;200,0;10500,0;10500,0;10500,0;10486,75;CORFICOLOMBIANA;EQTY
CONCONCRET;191,0;4,95;26101557,7;137040;9,0;190,9;191,0;190,9;190,47;CONCONCRETO S.A;EQTY
PROMIGAS;-;-;20012062;4765;-;-;-;-;4199,8;PROMIGAS;EQTY
MINEROS;-;-;17565673;8563;-;-;-;-;2051,35;MINEROS;EQTY
PFCEMARGOS;-;-;12784299;5587;-;-;-;-;2288,22;CEMENTOS ARGOS;EQTY
ENKA;23,4;1,74;11968813,9;511816;0,4;23,4;23,4;23,4;23,38;ENKA DE COLOMBIA;EQTY
ETB;-;-;3885775,4;34284;-;-;-;-;113,34;ETB;EQTY
EXITO;-;-;3204295;815;-;-;-;-;3931,65;EXITO;EQTY
GRUPOAVAL;-;-;3044700;5970;-;-;-;-;510,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
BBVACOL;-;-;1006600;2876;-;-;-;-;350,0;BBVA COLOMBIA;EQTY
VILLAS;-;-;12607;7;-;-;-;-;1801,0;BANCO AV VILLAS;EQTY
