Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2685,0;-1,1;20040045977;7299509;-30,0;2760,0;2775,0;2671,0;2745,4;ECOPETROL;EQTY
PFBCOLOM;30700,0;-1,29;7910867940;255171;-400,0;31040,0;31290,0;30670,0;31002,22;BANCO BANCOLOMBIA;EQTY
PFAVAL;549,9;1,27;5048900505,8;9379944;6,9;542,0;549,9;536,4;538,27;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;11080,0;0,73;2926191150;263827;80,0;11140,0;11230,0;11080,0;11091,33;CORFICOLOMBIANA;EQTY
BCOLOMBIA;36550,0;0,27;2906732140;79190;100,0;37450,0;37450,0;36550,0;36705,8;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;34880,0;-3,08;2484750940;72091;-1110,0;36000,0;36000,0;33500,0;34466,87;GRUPO SURA;EQTY
GRUPOARGOS;9700,0;0,0;1404075190;143205;0,0;9805,0;9995,0;9700,0;9804,65;GRUPO ARGOS;EQTY
ISA;16810,0;-3,56;1084044730;63989;-620,0;17400,0;17400,0;16810,0;16941,11;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;25280,0;1,12;849814550;33780;280,0;24150,0;25340,0;24150,0;25157,33;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;11000,0;5,77;818201900;74950;600,0;10500,0;11060,0;10500,0;10916,64;GRUPO SURA;EQTY
GEB;1430,0;2,36;801070892;566937;33,0;1389,0;1430,0;1389,0;1412,98;GRUPO ENERGIA BOGOTA;EQTY
CNEC;38470,0;2,7;711161750;18734;1010,0;38000,0;38470,0;37420,0;37961,02;CANACOL ENERGY LTD;EQTY
PEI;26000,0;-2,26;615837500;23509;-600,0;26860,0;26860,0;26000,0;26195,82;PEI;EQTY
CEMARGOS;2980,0;0,0;444169455;149257;0,0;2806,0;3099,0;2801,0;2975,87;CEMENTOS ARGOS;EQTY
BOGOTA;25500,0;2,2;398099070;15873;550,0;24980,0;25710,0;24980,0;25080,27;BANCO DE BOGOTA;EQTY
BHI;228,4;4,77;381469786,6;1718329;10,4;206,5;230,5;206,4;222,0;BAC HOLDING INTERNATIONAL CORP;EQTY
NUTRESA;48700,0;-4,28;231380110;4696;-2180,0;50000,0;50000,0;48600,0;49271,74;GRUPO NUTRESA;EQTY
HCOLSEL;11268,0;-1,31;230807705;20481;-149,0;11268,0;11268,0;11268,0;11269,36;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
EXITO;4100,0;0,0;146813986;35823;0,0;4089,0;4100,0;4089,0;4098,32;EXITO;EQTY
PFCEMARGOS;2250,0;3,21;126739760;56684;70,0;2224,0;2250,0;2224,0;2235,9;CEMENTOS ARGOS;EQTY
PFCORFICOL;10200,0;4,08;111517020;10948;400,0;10400,0;10400,0;10200,0;10186,06;CORFICOLOMBIANA;EQTY
CELSIA;2510,0;-1,57;90805943;36034;-40,0;2500,0;2550,0;2500,0;2520,01;CELSIA;EQTY
PFGRUPOARG;5905,0;0,08;74204810;12544;5,0;5900,0;5905,0;5900,0;5915,56;GRUPO ARGOS;EQTY
PROMIGAS;4000,0;-7,92;51844466;12883;-344,0;4051,0;4051,0;4000,0;4024,25;PROMIGAS;EQTY
TERPEL;-;-;37178700;4639;-;-;-;-;8014,38;ORGANIZACION TERPEL;EQTY
ICOLCAP;11991,5;0,1;29156458,5;2432;11,5;11980,0;11991,5;11980,0;11988,68;FONDO BURSATIL ISHARES COLCAP;EQTY
ENKA;21,0;-2,33;23943456,31;1156709;-0,5;20,01;21,0;20,01;20,7;ENKA DE COLOMBIA;EQTY
MINEROS;1993,0;7,73;20778108;10791;143,0;1993,0;1993,0;1993,0;1925,5;MINEROS;EQTY
GRUBOLIVAR;56500,0;-;18260500;323;0,0;56500,0;56500,0;56500,0;56534,06;GRUPO BOLIVAR;EQTY
CONCONCRET;-;-;17755411,2;97123;-;-;-;-;182,81;CONCONCRETO S.A;EQTY
CLH;3817,0;-8,71;15267819;4002;-364,0;3817,0;3817,0;3817,0;3815,05;CEMEX LATAM HOLDINGS;EQTY
GRUPOAVAL;530,0;-;12159493,8;22937;0,0;530,0;530,0;530,0;530,13;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;-;-;2348080;324;-;-;-;-;7247,16;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;-;-;202168,2;1888;-;-;-;-;107,08;ETB;EQTY
