Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2330,0;2,64;15577472952;6699148;60,0;2283,0;2338,0;2282,0;2325,29;ECOPETROL;EQTY
PFBCOLOM;29960,0;2,57;9458957910;317800;750,0;29230,0;30020,0;29230,0;29763,87;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11742,0;-0,02;4566794634;389428;-2,0;11704,0;11793,5;11704,0;11726,93;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;33490,0;2,42;1982026590;59472;790,0;33600,0;33600,0;32800,0;33327,05;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;9470,0;-1,56;1383850425;145110;-150,0;9620,0;9650,0;9435,0;9536,56;GRUPO ARGOS;EQTY
ISA;16830,0;1,32;1093750910;64767;220,0;17270,0;17290,0;16680,0;16887,47;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;500,0;-0,02;589759800,2;1190019;-0,1;491,3;500,0;491,2;495,59;GRUPO AVAL ACCIONES Y VALORES;EQTY
PEI;41500,0;4,75;412699170;10398;1880,0;40000,0;41500,0;39600,0;39690,25;PEI;EQTY
PFGRUPSURA;13700,0;1,03;376344060;27388;140,0;13970,0;13970,0;13610,0;13741,2;GRUPO SURA;EQTY
CEMARGOS;3500,0;0,0;343385075;98031;0,0;3500,0;3518,0;3500,0;3502,82;CEMENTOS ARGOS;EQTY
GEB;1755,0;-1,24;333414530;189272;-22,0;1776,0;1776,0;1755,0;1761,56;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;36000,0;-1,96;332456420;9189;-720,0;36410,0;36410,0;36000,0;36179,83;GRUPO SURA;EQTY
CELSIA;2600,0;0,0;292701727;112597;0,0;2581,0;2610,0;2580,0;2599,55;CELSIA;EQTY
CORFICOLCF;15500,0;-0,96;207669630;13392;-150,0;15510,0;15510,0;15500,0;15506,99;CORFICOLOMBIANA;EQTY
CNEC;37550,0;4,28;198961090;5325;1540,0;37150,0;37550,0;37150,0;37363,58;CANACOL ENERGY LTD;EQTY
NUTRESA;51220,0;-0,19;167289250;3300;-100,0;51250,0;51260,0;50110,0;50693,71;GRUPO NUTRESA;EQTY
PFGRUPOARG;6250,0;-1,88;121694340;19655;-120,0;6160,0;6250,0;6160,0;6191,52;GRUPO ARGOS;EQTY
BOGOTA;30300,0;-0,85;94103800;3135;-260,0;30010,0;30300,0;29760,0;30017,16;BANCO DE BOGOTA;EQTY
BVC;9400,0;-;58974080;6291;0,0;9400,0;9400,0;9400,0;9374,36;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;13010,0;0,08;58822740;4531;10,0;13000,0;13010,0;13000,0;12982,29;CORFICOLOMBIANA;EQTY
ETB;83,0;-2,24;56360506,6;681875;-1,9;82,3;83,0;82,3;82,66;ETB;EQTY
BHI;223,0;-;54016752;243271;0,0;223,0;223,0;223,0;222,04;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCEMARGOS;2300,0;1,01;49086428;21501;23,0;2260,0;2300,0;2260,0;2282,98;CEMENTOS ARGOS;EQTY
EXITO;4499,0;-0,44;39402665;8950;-20,0;4354,0;4499,0;4354,0;4402,53;EXITO;EQTY
TERPEL;7210,0;-0,55;38874180;5381;-40,0;7200,0;7210,0;7200,0;7224,34;ORGANIZACION TERPEL;EQTY
PFDAVVNDA;19900,0;-0,05;35442000;1783;-10,0;19800,0;19900,0;19800,0;19877,73;BANCO DAVIVIENDA;EQTY
MINEROS;1900,0;-;32256160;16919;0,0;1900,0;1900,0;1900,0;1906,51;MINEROS;EQTY
CONCONCRET;265,0;-0,75;31360968,8;118455;-2,0;265,0;265,0;265,0;264,75;CONCONCRETO S.A;EQTY
GRUPOAVAL;-;-;21879442,5;44291;-;-;-;-;493,99;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;4700,0;0,06;19091766;4068;3,0;4700,0;4700,0;4700,0;4693,16;PROMIGAS;EQTY
FABRICATO;-;-;4546276;1136569;-;-;-;-;4,0;FABRICATO;EQTY
GRUBOLIVAR;-;-;4452910;66;-;-;-;-;67468,33;GRUPO BOLIVAR;EQTY
ENKA;-;-;1127002,5;57795;-;-;-;-;19,5;ENKA DE COLOMBIA;EQTY
HCOLSEL;-;-;856494;75;-;-;-;-;11419,92;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BBVACOL;-;-;336092;1460;-;-;-;-;230,2;BBVA COLOMBIA;EQTY
