Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2525,0;-1,87;20172712228;7972438;-48,0;2600,0;2600,0;2502,0;2530,31;ECOPETROL;EQTY
PFBCOLOM;34200,0;-1,13;17012641960;499183;-390,0;34490,0;34690,0;33700,0;34080,97;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;42000,0;0,48;7861929980;187772;200,0;40710,0;42000,0;40710,0;41869,55;BANCO BANCOLOMBIA;EQTY
ISA;19000,0;0,53;5930998030;311543;100,0;18630,0;19330,0;18630,0;19037,49;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;12605,0;0,04;4141607011;328378;5,0;12565,0;12625,0;12565,0;12612,32;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;11700,0;-1,6;3269968998,5;280064;-190,0;11677,0;11700,0;11655,0;11675,79;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CORFICOLCF;15480,0;-2,03;1920775450;124612;-320,0;15380,0;15780,0;15180,0;15414,05;CORFICOLOMBIANA;EQTY
GRUPOARGOS;9290,0;-1,17;1383883635;148509;-110,0;9395,0;9395,0;9280,0;9318,52;GRUPO ARGOS;EQTY
GEB;1501,0;-4,39;879309803;578481;-69,0;1505,0;1575,0;1501,0;1520,03;GRUPO ENERGIA BOGOTA;EQTY
BVC;7000,0;-3,45;716867965;102867;-250,0;7000,0;7000,0;6890,0;6968,88;BOLSA DE VALORES DE COLOMBIA;EQTY
CELSIA;2518,0;-0,67;665302476;264941;-17,0;2501,0;2549,0;2400,0;2511,13;CELSIA;EQTY
PFAVAL;562,8;1,41;655405651,8;1157429;7,8;555,0;570,0;555,0;566,26;GRUPO AVAL ACCIONES Y VALORES;EQTY
PEI;34600,0;-;612906900;17714;0,0;34600,0;34600,0;34600,0;34600,14;PEI;EQTY
CEMARGOS;3200,0;0,0;532657322;167114;0,0;3186,0;3200,0;3158,0;3187,39;CEMENTOS ARGOS;EQTY
NUTRESA;45800,0;3,15;348963480;7640;1400,0;44380,0;45800,0;44380,0;45675,85;GRUPO NUTRESA;EQTY
GRUPOSURA;39900,0;-2,68;297648080;7462;-1100,0;40000,0;40000,0;39900,0;39888,51;GRUPO SURA;EQTY
PFDAVVNDA;25700,0;0,39;262021420;10143;100,0;25780,0;26000,0;25700,0;25832,73;BANCO DAVIVIENDA;EQTY
GRUBOLIVAR;60500,0;-0,82;244692290;4028;-500,0;61000,0;61000,0;60410,0;60747,84;GRUPO BOLIVAR;EQTY
PFGRUPOARG;5320,0;-1,3;190618065;35617;-70,0;5500,0;5500,0;5320,0;5351,88;GRUPO ARGOS;EQTY
PFGRUPSURA;12180,0;1,5;155877620;13001;180,0;12000,0;12180,0;11950,0;11989,66;GRUPO SURA;EQTY
EXITO;3850,0;0,03;128003256;33707;1,0;3626,0;3850,0;3626,0;3797,53;EXITO;EQTY
CNEC;39500,0;-1,5;114332190;2888;-600,0;39500,0;39620,0;39500,0;39588,71;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;2185,0;-4,79;109919006;50339;-110,0;2088,0;2200,0;2088,0;2183,58;CEMENTOS ARGOS;EQTY
BHI;205,0;-0,34;107674815,7;526288;-0,7;204,2;205,7;204,2;204,59;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCORFICOL;13000,0;0,0;87684090;6740;0,0;13020,0;13020,0;13000,0;13009,51;CORFICOLOMBIANA;EQTY
TERPEL;8200,0;1,74;76692435;9361;140,0;8200,0;8200,0;8200,0;8192,76;ORGANIZACION TERPEL;EQTY
PROMIGAS;4401,0;-0,02;74655684;16902;-1,0;4401,0;4401,0;4401,0;4416,97;PROMIGAS;EQTY
MINEROS;2142,0;-6,87;60760954;27769;-158,0;2206,0;2206,0;2142,0;2188,09;MINEROS;EQTY
CONCONCRET;217,0;0,93;54751813,1;252577;2,0;217,0;217,0;217,0;216,77;CONCONCRETO S.A;EQTY
BOGOTA;36000,0;1,64;38054200;1046;580,0;36940,0;36940,0;36000,0;36380,69;BANCO DE BOGOTA;EQTY
GRUPOAVAL;-;-;13268000;23898;-;-;-;-;555,19;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;8069065,1;74796;-;-;-;-;107,88;ETB;EQTY
ENKA;-;-;84881,72;3556;-;-;-;-;23,87;ENKA DE COLOMBIA;EQTY
