Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PEI;32000,0;-0,31;21947520360;685769;-100,0;32200,0;32840,0;32000,0;32004,25;PEI;EQTY
ISA;17970,0;-2,34;8513185780;472820;-430,0;17700,0;18180,0;17700,0;18005,13;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;3550,0;-2,47;6403041092;1803795;-90,0;3635,0;3635,0;3500,0;3549,76;CEMENTOS ARGOS;EQTY
ICOLCAP;11860,0;0,33;4885554935,5;411870;39,0;11870,0;11880,5;11849,0;11861,89;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;32900,0;-1,47;4648692660;140833;-490,0;33400,0;33400,0;32900,0;33008,55;BANCO BANCOLOMBIA;EQTY
PFBCOLOM;29100,0;0,1;3711546030;127344;30,0;28860,0;29390,0;28840,0;29145,83;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2143,0;0,42;3288280782;1530465;9,0;2164,0;2164,0;2132,0;2148,55;ECOPETROL;EQTY
CORFICOLCF;15500,0;0,65;2731641560;177312;100,0;15400,0;15500,0;15350,0;15405,85;CORFICOLOMBIANA;EQTY
PFDAVVNDA;20500,0;-1,44;1622157740;78196;-300,0;20900,0;20990,0;20500,0;20744,77;BANCO DAVIVIENDA;EQTY
GEB;1950,0;-1,02;463390075;236368;-20,0;1970,0;1971,0;1923,0;1960,46;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;505,2;-0,94;322389468,7;635583;-4,8;510,0;510,0;505,0;507,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;36600,0;0,83;240487990;6603;300,0;36400,0;36600,0;36400,0;36421,02;CANACOL ENERGY LTD;EQTY
MINEROS;1922,0;1,16;218749259;113602;22,0;1930,0;1930,0;1922,0;1925,58;MINEROS;EQTY
PROMIGAS;4298,0;-2,27;186332039;43452;-100,0;4157,0;4298,0;4157,0;4288,23;PROMIGAS;EQTY
PFCEMARGOS;2640,0;3,53;161751683;62301;90,0;2550,0;2640,0;2550,0;2596,29;CEMENTOS ARGOS;EQTY
BHI;209,0;-0,95;154981916,4;738483;-2,0;210,0;210,2;209,0;209,87;BAC HOLDING INTERNATIONAL CORP;EQTY
CELSIA;2800,0;-2,81;141324567;50415;-81,0;2799,0;2800,0;2799,0;2803,22;CELSIA;EQTY
BVC;9495,0;-3,11;139565735;14704;-305,0;9230,0;9945,0;9100,0;9491,68;BOLSA DE VALORES DE COLOMBIA;EQTY
GRUBOLIVAR;74980,0;-;65709550;878;0,0;74980,0;74980,0;74980,0;74840,03;GRUPO BOLIVAR;EQTY
BOGOTA;33000,0;-0,54;45505760;1374;-180,0;33390,0;33390,0;33000,0;33119,18;BANCO DE BOGOTA;EQTY
TERPEL;-;-;26933740;3692;-;-;-;-;7295,16;ORGANIZACION TERPEL;EQTY
EXITO;4017,0;-3,2;16292044;4033;-133,0;4017,0;4017,0;4017,0;4039,68;EXITO;EQTY
PFCORFICOL;-;-;16002960;1294;-;-;-;-;12367,05;CORFICOLOMBIANA;EQTY
GRUPOAVAL;-;-;14853375,8;28988;-;-;-;-;512,4;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;12485436;131461;-;-;-;-;94,97;ETB;EQTY
PFCARPAK;-;-;4050000;750;-;-;-;-;5400,0;CARVAJAL EMPAQUES S.A.;EQTY
CONCONCRET;-;-;2418353,3;10126;-;-;-;-;238,83;CONCONCRETO S.A;EQTY
HCOLSEL;-;-;1703600;146;-;-;-;-;11668,49;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ENKA;-;-;234000;12000;-;-;-;-;19,5;ENKA DE COLOMBIA;EQTY
