Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2224,0;-0,85;7973792483;3579686;-19,0;2219,0;2236,0;2219,0;2227,51;ECOPETROL;EQTY
PFBCOLOM;29280,0;-0,34;6346671270;216167;-100,0;29600,0;29600,0;29280,0;29360,04;BANCO BANCOLOMBIA;EQTY
PFGRUPOARG;6080,0;1,16;5008971660;827840;70,0;6030,0;6085,0;6020,0;6050,65;GRUPO ARGOS;EQTY
PFAVAL;518,0;0,58;4853685986,8;9477658;3,0;506,0;518,0;506,0;512,12;GRUPO AVAL ACCIONES Y VALORES;EQTY
PEI;39600,0;0,76;4283327200;108404;300,0;39000,0;39600,0;38860,0;39512,63;PEI;EQTY
BCOLOMBIA;33000,0;-1,11;4282312020;129924;-370,0;32890,0;33280,0;32860,0;32960,13;BANCO BANCOLOMBIA;EQTY
ISA;16990,0;-1,51;3924223040;228514;-260,0;17040,0;17290,0;16990,0;17172,79;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;20000,0;0,0;2566952180;128097;0,0;20100,0;20110,0;20000,0;20039,13;BANCO DAVIVIENDA;EQTY
ICOLCAP;11870,0;-0,22;2286113450,5;192295;-26,5;11976,5;11976,5;11870,0;11888,57;FONDO BURSATIL ISHARES COLCAP;EQTY
PFGRUPSURA;14200,0;1,43;1961740250;137603;200,0;14100,0;14440,0;14020,0;14256,52;GRUPO SURA;EQTY
GEB;1785,0;-1,22;1482585523;824438;-22,0;1807,0;1807,0;1780,0;1798,3;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;3420,0;-0,15;1067265246;313723;-5,0;3372,0;3424,0;3370,0;3401,93;CEMENTOS ARGOS;EQTY
GRUPOARGOS;9650,0;0,16;922354450;95822;15,0;9790,0;9790,0;9600,0;9625,71;GRUPO ARGOS;EQTY
CORFICOLCF;15500,0;0,0;351041340;22655;0,0;15790,0;15790,0;15240,0;15495,09;CORFICOLOMBIANA;EQTY
HCOLSEL;11530,0;-0,43;299448690;25576;-50,0;11900,0;11900,0;11530,0;11708,19;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CELSIA;2620,0;-1,13;282506780;107190;-30,0;2650,0;2650,0;2615,0;2635,57;CELSIA;EQTY
BOGOTA;30350,0;-1,36;280764030;9346;-420,0;30680,0;30700,0;29650,0;30041,09;BANCO DE BOGOTA;EQTY
NUTRESA;51730,0;1,04;176865560;3426;530,0;51970,0;51970,0;51020,0;51624,51;GRUPO NUTRESA;EQTY
EXITO;4535,0;4,25;168295603;37344;185,0;4400,0;4550,0;4400,0;4506,63;EXITO;EQTY
GRUPOSURA;38200,0;-2,05;153130860;4005;-800,0;38000,0;38200,0;38000,0;38234,92;GRUPO SURA;EQTY
BHI;222,0;0,45;99624800,4;450140;1,0;223,5;223,5;221,0;221,32;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;34190,0;0,77;96148260;2812;260,0;34200,0;34200,0;34170,0;34192,13;CANACOL ENERGY LTD;EQTY
PFCORFICOL;13000,0;1,56;79934270;6159;200,0;12850,0;13000,0;12850,0;12978,45;CORFICOLOMBIANA;EQTY
TERPEL;7130,0;-3,32;54400910;7574;-245,0;7130,0;7130,0;7130,0;7182,59;ORGANIZACION TERPEL;EQTY
GRUBOLIVAR;67000,0;-4,27;44569700;663;-2990,0;67000,0;67000,0;67000,0;67224,28;GRUPO BOLIVAR;EQTY
PFCEMARGOS;-;-;35821995;15620;-;-;-;-;2293,34;CEMENTOS ARGOS;EQTY
MINEROS;1880,0;-1,16;30806010;16404;-22,0;1880,0;1880,0;1880,0;1877,96;MINEROS;EQTY
GRUPOAVAL;-;-;20908632,4;42813;-;-;-;-;488,37;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;264,0;-1,12;17192428;64940;-3,0;264,0;264,0;264,0;264,74;CONCONCRETO S.A;EQTY
PROMIGAS;4700,0;-;16505170;3528;0,0;4700,0;4700,0;4700,0;4678,34;PROMIGAS;EQTY
BBVACOL;238,0;-11,85;10672158;44841;-32,0;238,0;238,0;238,0;238,0;BBVA COLOMBIA;EQTY
ETB;-;-;5928240;69744;-;-;-;-;85,0;ETB;EQTY
ENKA;-;-;1053229,5;54211;-;-;-;-;19,43;ENKA DE COLOMBIA;EQTY
BVC;-;-;895160;91;-;-;-;-;9836,92;BOLSA DE VALORES DE COLOMBIA;EQTY
