Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2581,0;1,94;23601025186;9070096;49,0;2568,0;2641,0;2550,0;2602,07;ECOPETROL;EQTY
PFBCOLOM;31560,0;1,35;13922778430;440711;420,0;31020,0;31760,0;31020,0;31591,63;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;37100,0;-4,13;9621009040;251445;-1600,0;39000,0;39000,0;37100,0;38262,88;BANCO BANCOLOMBIA;EQTY
EXITO;4050,0;2,53;7721522587;1954986;100,0;3853,0;4050,0;3800,0;3949,66;EXITO;EQTY
ISA;17890,0;0,0;6180706530;341672;0,0;18200,0;18400,0;17890,0;18089,59;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;8890,0;7,24;2248684550;260102;600,0;8470,0;8890,0;8470,0;8645,4;GRUPO ARGOS;EQTY
CEMARGOS;2900,0;3,53;1197808001;416898;99,0;2833,0;2900,0;2833,0;2873,14;CEMENTOS ARGOS;EQTY
CELSIA;2227,0;2,49;956524643;432065;54,0;2199,0;2244,0;2181,0;2213,84;CELSIA;EQTY
CLH;4501,0;9,78;895128013;198867;401,0;4200,0;4560,0;4200,0;4501,14;CEMEX LATAM HOLDINGS;EQTY
PFAVAL;558,0;1,64;801888968,3;1456087;9,0;549,1;558,0;540,3;550,72;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;12350,0;-2,14;611182970;49599;-270,0;12600,0;12600,0;11800,0;12322,49;CORFICOLOMBIANA;EQTY
PFGRUPSURA;9840,0;-0,4;509848635;52050;-40,0;10000,0;10000,0;9735,0;9795,36;GRUPO SURA;EQTY
NUTRESA;50990,0;-0,02;293102230;5839;-10,0;50700,0;50990,0;48080,0;50197,33;GRUPO NUTRESA;EQTY
PFCEMARGOS;1915,0;-1,29;216750040;113750;-25,0;1925,0;1925,0;1915,0;1905,49;CEMENTOS ARGOS;EQTY
PFDAVVNDA;25000,0;-0,2;214180480;8560;-50,0;25030,0;25150,0;25000,0;25021,08;BANCO DAVIVIENDA;EQTY
BOGOTA;29500,0;-5,45;204845550;6899;-1700,0;30060,0;30060,0;29130,0;29692,06;BANCO DE BOGOTA;EQTY
GEB;1346,0;0,82;198276646;147320;11,0;1336,0;1358,0;1335,0;1345,89;GRUPO ENERGIA BOGOTA;EQTY
PEI;27000,0;-0,04;196753890;7287;-10,0;27010,0;27010,0;27000,0;27000,67;PEI;EQTY
PFGRUPOARG;5200,0;4,0;178273580;34491;200,0;5125,0;5200,0;5000,0;5168,7;GRUPO ARGOS;EQTY
GRUPOSURA;39360,0;-0,03;136200100;3495;-10,0;39360,0;39360,0;39360,0;38969,99;GRUPO SURA;EQTY
TERPEL;7800,0;-1,52;127559120;16120;-120,0;8000,0;8000,0;7800,0;7913,1;ORGANIZACION TERPEL;EQTY
PFCORFICOL;10950,0;-3,1;85835350;7648;-350,0;11080,0;11500,0;10950,0;11223,24;CORFICOLOMBIANA;EQTY
BVC;7365,0;2,29;84552260;11675;165,0;7205,0;7365,0;7200,0;7242,16;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;174,0;-4,55;83823836,7;481137;-8,3;170,0;174,0;170,0;174,22;CONCONCRETO S.A;EQTY
BHI;195,0;-1,02;56413610;288847;-2,0;196,0;196,0;195,0;195,31;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;37250,0;-1,09;35257650;944;-410,0;37400,0;37400,0;37250,0;37349,21;CANACOL ENERGY LTD;EQTY
ENKA;22,88;-0,09;22431186,92;989114;-0,02;22,88;22,88;22,88;22,68;ENKA DE COLOMBIA;EQTY
PROMIGAS;-;-;20946687;5065;-;-;-;-;4135,57;PROMIGAS;EQTY
GRUPOAVAL;500,0;-8,09;16440095,2;32689;-44,0;500,0;500,0;500,0;502,92;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;-;-;9033249;4777;-;-;-;-;1890,99;MINEROS;EQTY
ICOLCAP;-;-;4165481,5;349;-;-;-;-;11935,48;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUBOLIVAR;-;-;3080000;55;-;-;-;-;56000,0;GRUPO BOLIVAR;EQTY
FABRICATO;-;-;3034170;606414;-;-;-;-;5,0;FABRICATO;EQTY
BBVACOL;-;-;1450000;5000;-;-;-;-;290,0;BBVA COLOMBIA;EQTY
HCOLSEL;-;-;405931;36;-;-;-;-;11275,86;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;-;-;77861,7;727;-;-;-;-;107,1;ETB;EQTY
