Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2440,0;2,09;11485653173;4698598;50,0;2394,0;2456,0;2394,0;2444,49;ECOPETROL;EQTY
PFBCOLOM;27980,0;-0,5;7869887490;280834;-140,0;28100,0;28380,0;27850,0;28023,27;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;29500,0;1,83;3677242160;124669;530,0;29490,0;29600,0;29030,0;29496,04;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11187,0;0,69;3496720332;312576;77,0;11187,0;11187,0;11187,0;11186,78;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;3030,0;0,66;1495090914;498012;20,0;3030,0;3030,0;2991,0;3002,12;CEMENTOS ARGOS;EQTY
ISA;16640,0;2,21;1454676290;88387;360,0;16310,0;16640,0;16290,0;16458,03;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;8390,0;-3,34;1176276625;137333;-290,0;8790,0;8790,0;8390,0;8565,14;GRUPO ARGOS;EQTY
EXITO;3024,0;4,64;1163188950;394216;134,0;2890,0;3029,0;2850,0;2950,64;EXITO;EQTY
PFAVAL;490,0;3,38;1044677144;2184896;16,0;474,0;490,0;470,0;478,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;18380,0;3,26;758987910;42471;580,0;17820,0;18380,0;17810,0;17870,73;BANCO DAVIVIENDA;EQTY
GEB;1691,0;-0,53;481867297;284095;-9,0;1671,0;1709,0;1671,0;1696,15;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;33000,0;-2,94;442814710;13421;-1000,0;33500,0;33500,0;31500,0;32994,17;GRUPO SURA;EQTY
CELSIA;2482,0;-0,12;379185464;151276;-3,0;2480,0;2549,0;2480,0;2506,58;CELSIA;EQTY
PFGRUPSURA;12220,0;0,16;369558690;30210;20,0;12200,0;12300,0;12190,0;12232,99;GRUPO SURA;EQTY
CORFICOLCF;12670,0;-2,09;327817120;25873;-270,0;12640,0;12700,0;12640,0;12670,24;CORFICOLOMBIANA;EQTY
PEI;42870,0;1,66;323040020;7585;700,0;42290,0;42890,0;42290,0;42589,32;PEI;EQTY
MINEROS;1879,0;-0,05;232222165;127858;-1,0;1832,0;1879,0;1800,0;1816,25;MINEROS;EQTY
PFGRUPOARG;5600,0;0,63;226350020;40372;35,0;5580,0;5770,0;5565,0;5606,61;GRUPO ARGOS;EQTY
BOGOTA;26520,0;-2,21;204498810;7601;-600,0;27030,0;27030,0;26520,0;26904,2;BANCO DE BOGOTA;EQTY
NUTRESA;51030,0;-1,87;202005070;3935;-970,0;52850,0;52850,0;51030,0;51335,47;GRUPO NUTRESA;EQTY
GRUBOLIVAR;61550,0;-5,31;111204390;1788;-3450,0;63000,0;63000,0;61550,0;62194,85;GRUPO BOLIVAR;EQTY
PFCORFICOL;11200,0;-3,45;92733750;8291;-400,0;11210,0;11210,0;11200,0;11184,87;CORFICOLOMBIANA;EQTY
PFCEMARGOS;-;-;44825027;21244;-;-;-;-;2110,01;CEMENTOS ARGOS;EQTY
TERPEL;6950,0;-2,11;42977230;6141;-150,0;7100,0;7100,0;6950,0;6998,41;ORGANIZACION TERPEL;EQTY
BVC;8470,0;-9,8;33702600;3951;-920,0;8510,0;8510,0;8470,0;8530,14;BOLSA DE VALORES DE COLOMBIA;EQTY
PROMIGAS;4600,0;-;32919270;7178;0,0;4600,0;4600,0;4600,0;4586,13;PROMIGAS;EQTY
ENKA;18,2;1,17;30175897,6;1669368;0,21;17,5;18,2;17,5;18,08;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;-;-;15562187,7;33606;-;-;-;-;463,08;GRUPO AVAL ACCIONES Y VALORES;EQTY
BHI;-;-;10211857;47507;-;-;-;-;214,95;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;34120,0;-1,61;9997160;293;-560,0;34120,0;34120,0;34120,0;34120,0;CANACOL ENERGY LTD;EQTY
HCOLSEL;0,0;0,0;8325864;760;0,0;0,0;0,0;0,0;10955,08;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;-;-;1174694;13968;-;-;-;-;84,1;ETB;EQTY
BBVACOL;-;-;1116094;4060;-;-;-;-;274,9;BBVA COLOMBIA;EQTY
CONCONCRET;-;-;555984,7;2352;-;-;-;-;236,39;CONCONCRETO S.A;EQTY
