Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;28350,0;0,6;7688762770;271809;170,0;28450,0;28590,0;27810,0;28287,37;BANCO BANCOLOMBIA;EQTY
BOGOTA;33550,0;1,82;7504468610;230849;600,0;33000,0;33550,0;32400,0;32508,13;BANCO DE BOGOTA;EQTY
BCOLOMBIA;31400,0;2,61;5764291830;183759;800,0;31990,0;31990,0;31280,0;31368,76;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11594,5;0,42;4053538590,5;350570;48,0;11517,5;11594,5;11500,5;11562,71;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;2090,0;-1,23;3477318636;1646721;-26,0;2129,0;2168,0;2081,0;2111,66;ECOPETROL;EQTY
CEMARGOS;3400,0;0,0;1870685568;546660;0,0;3440,0;3460,0;3400,0;3422,03;CEMENTOS ARGOS;EQTY
PFAVAL;519,9;1,96;1192296670,6;2333812;10,0;501,0;523,7;501,0;510,88;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;1879,0;2,12;941382127;501960;39,0;1840,0;1893,0;1840,0;1875,41;GRUPO ENERGIA BOGOTA;EQTY
PEI;31040,0;-1,46;868533130;27920;-460,0;31510,0;31510,0;31040,0;31107,92;PEI;EQTY
ISA;17780,0;-1,22;685016410;38513;-220,0;17820,0;17980,0;17600,0;17786,63;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;14680,0;1,31;426660530;29295;190,0;14450,0;14680,0;14450,0;14564,28;CORFICOLOMBIANA;EQTY
PROMIGAS;4100,0;-1,73;306777914;74494;-72,0;4056,0;4199,0;4056,0;4118,16;PROMIGAS;EQTY
PFDAVVNDA;19490,0;1,14;302349120;15600;220,0;19490,0;19550,0;19300,0;19381,35;BANCO DAVIVIENDA;EQTY
CELSIA;2800,0;-1,41;195011342;69281;-40,0;2800,0;2865,0;2800,0;2814,79;CELSIA;EQTY
PFCEMARGOS;2316,0;3,44;183960142;79349;77,0;2315,0;2316,0;2315,0;2318,37;CEMENTOS ARGOS;EQTY
PFCORFICOL;10800,0;-5,92;138122660;12144;-680,0;11490,0;11500,0;10800,0;11373,74;CORFICOLOMBIANA;EQTY
EXITO;4177,0;-0,02;137228759;33995;-1,0;4020,0;4177,0;4020,0;4036,73;EXITO;EQTY
GRUBOLIVAR;71500,0;-;103726870;1455;0,0;71500,0;71500,0;71500,0;71289,95;GRUPO BOLIVAR;EQTY
TERPEL;7200,0;2,2;80436845;11248;155,0;7100,0;7200,0;7095,0;7151,21;ORGANIZACION TERPEL;EQTY
MINEROS;1950,0;0,0;72093068;37007;0,0;1940,0;1950,0;1940,0;1948,09;MINEROS;EQTY
GRUPOAVAL;500,0;9,15;29431069,7;59051;41,9;500,0;500,0;500,0;498,4;GRUPO AVAL ACCIONES Y VALORES;EQTY
BHI;210,1;-0,43;26888738;127721;-0,9;210,1;210,1;210,1;210,53;BAC HOLDING INTERNATIONAL CORP;EQTY
BVC;9655,0;-5,8;21651520;2208;-595,0;9655,0;9655,0;9655,0;9805,94;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;37270,0;0,19;17215480;462;70,0;37270,0;37270,0;37270,0;37262,94;CANACOL ENERGY LTD;EQTY
CONCONCRET;-;-;6752409;27343;-;-;-;-;246,95;CONCONCRETO S.A;EQTY
ETB;-;-;5705275,2;57056;-;-;-;-;99,99;ETB;EQTY
HCOLSEL;-;-;1343949,5;117;-;-;-;-;11486,75;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ENKA;-;-;248760;12438;-;-;-;-;20,0;ENKA DE COLOMBIA;EQTY
