Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;2000,0;1.27;15840003575,0;7915591,0;25,0;1980,0;2010,0;1980,0;2001,11;ECOPETROL
PFAVAL;1190,0;2.15;9546934125,0;8109480,0;25,0;1165,0;1190,0;1165,0;1177,26;GRUPO AVAL ACCIONES Y VALORES
CLH;13400,0;0.74;8624053080,0;638631,0;-100,0;13500,0;13620,0;13400,0;13503,97;CEMEX LATAM HOLDINGS
GRUPOSURA;34200,0;1.91;8246551800,0;243547,0;640,0;33560,0;34200,0;33560,0;33860,21;GRUPO SURA
PFBCOLOM;26000,0;2.36;6517547880,0;251926,0;600,0;25560,0;26000,0;25560,0;25870,88;BANCO BANCOLOMBIA
PREC;6750,0;8.87;4860879040,0;757030,0;550,0;6210,0;6750,0;6190,0;6420,99;PACIFIC EXPLOR AND PROD CORP
BCOLOMBIA;24400,0;0.41;3090758660,0;125590,0;-100,0;24480,0;24980,0;24400,0;24609,91;BANCO BANCOLOMBIA
CNEC;6250,0;5.75;1647592460,0;264448,0;340,0;6000,0;6320,0;6000,0;6230,31;CANACOL ENERGY LTD
ISA;7660,0;3.1;1639682580,0;217025,0;230,0;7470,0;7660,0;7470,0;7555,27;ISA INTERCONEXION ELECTRICA
PFDAVVNDA;25860,0;2.21;1410311820,0;55097,0;560,0;25240,0;25880,0;25240,0;25596,89;BANCO DAVIVIENDA
ISAGEN;3100,0;1.64;1336911220,0;434669,0;50,0;3055,0;3100,0;3055,0;3075,7;ISAGEN
PFCEMARGOS;8600,0;2.87;911039730,0;107453,0;240,0;8310,0;8600,0;8310,0;8478,5;CEMENTOS ARGOS
PFGRUPSURA;34000,0;1.49;871588740,0;25750,0;500,0;33600,0;34000,0;33360,0;33848,11;GRUPO SURA
GRUPOARGOS;17280,0;3.85;707720460,0;41650,0;640,0;16600,0;17280,0;16600,0;16992,09;GRUPO ARGOS
NUTRESA;22960,0;0.26;703987340,0;30701,0;60,0;22940,0;23160,0;22800,0;22930,44;GRUPO NUTRESA
PFAVH;3700,0;0.95;678453550,0;183219,0;35,0;3665,0;3745,0;3665,0;3702,97;AVIANCA HOLDINGS S.A.
CEMARGOS;8590,0;0.7;639567490,0;74755,0;60,0;8540,0;8590,0;8540,0;8555,51;CEMENTOS ARGOS
PFGRUPOARG;16700,0;1.42;588292660,0;34908,0;-240,0;16900,0;17000,0;16700,0;16852,66;GRUPO ARGOS
BOGOTA;56480,0;2.32;517395860,0;9279,0;1280,0;55980,0;56480,0;55300,0;55759,87;BANCO DE BOGOTA
EXITO;25300,0;1.2;509552560,0;20266,0;300,0;24980,0;25300,0;24980,0;25143,22;EXITO
CORFICOLCF;36300,0;1.74;298391960,0;8275,0;620,0;35620,0;36300,0;35600,0;36059,45;CORFICOLOMBIANA
PROTECCION;80000,0;0.0;289040000,0;3613,0;0,0;80000,0;80000,0;80000,0;80000,0;ADM DE FONDOS Y CES PROTECCION
ETB;435,0;2.25;172323490,0;395794,0;-10,0;435,0;435,0;435,0;435,39;ETB
BVC;18,3;2.81;134276451,6;7358318,0;0,5;18,0;18,3;18,0;18,25;BOLSA DE VALORES DE COLOMBIA
ICOLCAP;13400,0;1.44;45513200,0;3400,0;190,5;13400,0;13400,0;13400,0;13386,24;FONDO BURSATIL ISHARES COLCAP
GRUPOAVAL;0,0;0.0;24213860,0;20646,0;0,0;0,0;0,0;0,0;1172,81;GRUPO AVAL ACCIONES Y VALORES
CELSIA;4830,0;0.0;16267440,0;3368,0;0,0;4830,0;4830,0;4830,0;4830,0;CELSIA
ENKA;0,0;0.0;5918064,8;510178,0;0,0;0,0;0,0;0,0;11,6;ENKA DE COLOMBIA
PFCARPAK;0,0;0.0;2762500,0;2125,0;0,0;0,0;0,0;0,0;1300,0;CARVAJAL EMPAQUES S.A.
CONCONCRET;0,0;0.0;2454100,0;1940,0;0,0;0,0;0,0;0,0;1265,0;CONCONCRETO S.A
EEB;0,0;0.0;1771000,0;1100,0;0,0;0,0;0,0;0,0;1610,0;GRUPO ENERGIA BOGOTA
