Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;1350,0;1.89;25967400060,0;19430183,0;25,0;1320,0;1350,0;1320,0;1336,45;ECOPETROL
PFBCOLOM;25680,0;1.98;16853397780,0;658428,0;-520,0;25500,0;25880,0;25300,0;25596,42;BANCO BANCOLOMBIA
EXITO;15300,0;4.97;13023807100,0;833387,0;-800,0;15840,0;15900,0;15300,0;15627,56;EXITO
GRUPOSURA;39520,0;0.2;11486332160,0;294532,0;80,0;38760,0;39520,0;38520,0;38998,59;GRUPO SURA
GRUPOARGOS;19000,0;3.46;8132853980,0;430598,0;-680,0;18880,0;19000,0;18320,0;18887,35;GRUPO ARGOS
PFAVAL;1165,0;1.3;7195938030,0;6189751,0;15,0;1145,0;1170,0;1145,0;1162,56;GRUPO AVAL ACCIONES Y VALORES
PFGRUPSURA;38400,0;1.05;6455991800,0;169450,0;400,0;37940,0;38400,0;37720,0;38099,69;GRUPO SURA
CEMARGOS;11700,0;3.72;4554754400,0;396015,0;420,0;11000,0;11700,0;10980,0;11501,47;CEMENTOS ARGOS
ISAGEN;4060,0;0.12;3977146005,0;979671,0;-5,0;4065,0;4065,0;4055,0;4059,68;ISAGEN
PFGRUPOARG;18000,0;2.27;3666046260,0;204972,0;400,0;17580,0;18000,0;17120,0;17885,6;GRUPO ARGOS
CLH;12280,0;2.33;3248837800,0;269945,0;280,0;12000,0;12280,0;11960,0;12035,18;CEMEX LATAM HOLDINGS
ISA;8600,0;2.14;2885690440,0;336163,0;180,0;8420,0;8800,0;8420,0;8584,2;ISA INTERCONEXION ELECTRICA
PFDAVVNDA;26000,0;0.39;2792843700,0;107449,0;100,0;25880,0;26280,0;25420,0;25992,27;BANCO DAVIVIENDA
DACORFICOL;38480,0;3.94;2551560900,0;66862,0;1460,0;37580,0;38480,0;37580,0;38161,6;CORFICOLOMBIANA
BCOLOMBIA;24800,0;1.22;2194169140,0;89610,0;300,0;24340,0;24800,0;24340,0;24485,76;BANCO BANCOLOMBIA
CORFICOLCF;39000,0;1.62;2129737280,0;55326,0;620,0;38300,0;39000,0;37800,0;38494,33;CORFICOLOMBIANA
NUTRESA;24700,0;1.65;2052457760,0;83124,0;400,0;24980,0;24980,0;24440,0;24691,52;GRUPO NUTRESA
PFAVH;2000,0;3.9;1926225030,0;960379,0;75,0;1995,0;2025,0;1970,0;2005,69;AVIANCA HOLDINGS S.A.
PFCEMARGOS;10700,0;2.88;1818151440,0;173306,0;300,0;10340,0;10700,0;10300,0;10490,99;CEMENTOS ARGOS
PREC;1790,0;15.11;1746438075,0;959681,0;235,0;1770,0;1940,0;1750,0;1819,81;PACIFIC EXPLOR AND PROD CORP
ICOLCAP;13170,0;0.3;1580030100,0;120100,0;39,0;13086,0;13170,0;13086,0;13155,95;FONDO BURSATIL ISHARES COLCAP
CELSIA;3650,0;3.99;997549970,0;276370,0;140,0;3580,0;3650,0;3520,0;3609,47;CELSIA
ETB;601,0;2.04;756726051,0;1278387,0;12,0;581,0;601,0;579,0;591,94;ETB
CNEC;7920,0;0.76;524740830,0;66502,0;60,0;7870,0;7950,0;7800,0;7890,6;CANACOL ENERGY LTD
EEB;1800,0;0.0;399086975,0;222144,0;0,0;1800,0;1800,0;1770,0;1796,52;GRUPO ENERGIA BOGOTA
MINEROS;2445,0;4.94;153592580,0;63044,0;115,0;2395,0;2445,0;2395,0;2436,28;MINEROS
BVC;17,8;0.56;150106812,6;8432967,0;-0,1;17,8;17,8;17,8;17,8;BOLSA DE VALORES DE COLOMBIA
PFCARPAK;2595,0;0.39;75996195,0;29367,0;10,0;2585,0;2595,0;2585,0;2587,81;CARVAJAL EMPAQUES S.A.
GRUPOAVAL;1135,0;0.87;75625515,0;66617,0;-10,0;1135,0;1135,0;1135,0;1135,23;GRUPO AVAL ACCIONES Y VALORES
BOGOTA;60000,0;4.31;51148140,0;853,0;2480,0;59980,0;60000,0;59980,0;59962,65;BANCO DE BOGOTA
ELCONDOR;1135,0;1.34;38478270,0;33888,0;15,0;1135,0;1135,0;1135,0;1135,45;EL CONDOR
FABRICATO;0,0;0.0;14194113,8;872324,0;0,0;0,0;0,0;0,0;16,27;FABRICATO
SOCBOLIVAR;56500,0;0.0;11300000,0;200,0;0,0;56500,0;56500,0;56500,0;56500,0;GRUPO BOLIVAR
CONCONCRET;1090,0;0.0;8518160,0;7824,0;0,0;1090,0;1090,0;1090,0;1088,72;CONCONCRETO S.A
TGLSC;0,0;0.0;2724080,0;68,0;0,0;0,0;0,0;0,0;40060,0;TECNOGLASS INC
COLTEJER;0,0;0.0;2530890,0;1401,0;0,0;0,0;0,0;0,0;1806,49;COLTEJER
PAZRIO;0,0;0.0;46949,24;7684,0;0,0;0,0;0,0;0,0;6,11;ACER. PAZ DEL RIO
VILLAS;0,0;0.0;40000,0;8,0;0,0;0,0;0,0;0,0;5000,0;BANCO AV VILLAS
