Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PFBCOLOM;29140,0;2.1;44540879820,0;1537901,0;600,0;28880,0;29180,0;28700,0;28962,12;BANCO BANCOLOMBIA
BCOLOMBIA;27100,0;2.26;27992817140,0;1037538,0;600,0;26800,0;27160,0;26640,0;26980,04;BANCO BANCOLOMBIA
ECOPETROL;1330,0;1.53;10138713690,0;7643860,0;20,0;1325,0;1335,0;1315,0;1326,39;ECOPETROL
EXITO;15160,0;1.07;9943421020,0;655411,0;160,0;15000,0;15260,0;15000,0;15171,28;EXITO
PFCEMARGOS;10920,0;0.36;8333406700,0;760556,0;-40,0;10940,0;10980,0;10920,0;10956,99;CEMENTOS ARGOS
CLH;11000,0;1.61;5339901780,0;481300,0;-180,0;11180,0;11280,0;10800,0;11094,75;CEMEX LATAM HOLDINGS
GRUPOSURA;38600,0;0.46;5240482960,0;135893,0;-180,0;38760,0;38780,0;38440,0;38563,3;GRUPO SURA
PFAVH;2610,0;8.75;4791394220,0;1901394,0;210,0;2405,0;2620,0;2350,0;2519,94;AVIANCA HOLDINGS S.A.
ISA;10060,0;0.7;4641684360,0;461139,0;70,0;10000,0;10140,0;9990,0;10065,69;ISA INTERCONEXION ELECTRICA
PFDAVVNDA;30900,0;0.98;4061905960,0;131789,0;300,0;30600,0;30900,0;30600,0;30821,28;BANCO DAVIVIENDA
NUTRESA;25000,0;0.71;2800001820,0;111862,0;-180,0;25120,0;25180,0;24980,0;25030,86;GRUPO NUTRESA
GRUPOARGOS;19400,0;0.51;1948219780,0;99997,0;-100,0;19500,0;19500,0;19400,0;19482,78;GRUPO ARGOS
PFAVAL;1240,0;0.0;1583947660,0;1282100,0;0,0;1235,0;1240,0;1230,0;1235,43;GRUPO AVAL ACCIONES Y VALORES
PFGRUPSURA;37680,0;0.84;1542154480,0;40931,0;-320,0;38000,0;38000,0;37600,0;37676,93;GRUPO SURA
PFGRUPOARG;18280,0;0.65;1443837000,0;78486,0;-120,0;18240,0;18480,0;18240,0;18396,11;GRUPO ARGOS
CEMARGOS;11760,0;1.18;1315374180,0;111200,0;-140,0;11880,0;11880,0;11760,0;11828,9;CEMENTOS ARGOS
CORFICOLCF;37440,0;0.43;819646660,0;21933,0;160,0;37280,0;37440,0;37280,0;37370,48;CORFICOLOMBIANA
CNEC;9500,0;0.74;560089350,0;59325,0;70,0;9500,0;9530,0;9400,0;9441,03;CANACOL ENERGY LTD
ETB;592,0;0.51;537067281,0;910894,0;3,0;589,0;592,0;587,0;589,6;ETB
ISAGEN;3845,0;0.9;386510995,0;100228,0;-35,0;3880,0;3880,0;3825,0;3856,32;ISAGEN
CELSIA;4065,0;0.25;202035545,0;49745,0;10,0;4055,0;4070,0;4055,0;4061,42;CELSIA
MINEROS;2100,0;0.0;193887900,0;92405,0;0,0;2100,0;2100,0;2065,0;2098,24;MINEROS
BVC;18,0;0.56;105514686,0;5861927,0;0,1;18,0;18,0;18,0;18,0;BOLSA DE VALORES DE COLOMBIA
GRUPOAVAL;1225,0;1.21;77373905,0;62999,0;-15,0;1225,0;1240,0;1225,0;1228,18;GRUPO AVAL ACCIONES Y VALORES
TERPEL;9680,0;0.1;72487130,0;7500,0;-10,0;9600,0;9680,0;9600,0;9664,95;ORGANIZACION TERPEL
BOGOTA;61000,0;1.74;46995720,0;774,0;-1080,0;60500,0;61000,0;60500,0;60717,98;BANCO DE BOGOTA
PFCARPAK;3090,0;0.65;41755600,0;13486,0;20,0;3100,0;3100,0;3090,0;3096,22;CARVAJAL EMPAQUES S.A.
CARTON;5200,0;0.0;40294800,0;7749,0;0,0;5200,0;5200,0;5200,0;5200,0;CARTON COLOMBIA
EEB;1895,0;0.26;24113490,0;12746,0;-5,0;1890,0;1895,0;1890,0;1891,85;GRUPO ENERGIA BOGOTA
CONCONCRET;1050,0;1.87;14330440,0;13576,0;-20,0;1050,0;1050,0;1050,0;1055,57;CONCONCRETO S.A
GRUBOLIVAR;0,0;0.0;4100100,0;79,0;0,0;0,0;0,0;0,0;51900,0;GRUPO BOLIVAR
VILLAS;0,0;0.0;2765700,0;439,0;0,0;0,0;0,0;0,0;6300,0;BANCO AV VILLAS
VALOREM;0,0;0.0;61005,0;147,0;0,0;0,0;0,0;0,0;415,0;VALOREM S.A.
PAZRIO;0,0;0.0;3256,5;501,0;0,0;0,0;0,0;0,0;6,5;ACER. PAZ DEL RIO
