Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;1415,0;1.43;30868520410,0;21714764,0;20,0;1400,0;1430,0;1400,0;1421,55;ECOPETROL
PFBCOLOM;25520,0;0.47;16970662940,0;661887,0;120,0;25440,0;25840,0;25440,0;25639,82;BANCO BANCOLOMBIA
GRUPOSURA;38100,0;0.79;11242070440,0;295144,0;300,0;37800,0;38400,0;37800,0;38090,12;GRUPO SURA
EXITO;14800,0;2.35;8942358660,0;607404,0;340,0;14400,0;14800,0;14400,0;14722,26;EXITO
CEMARGOS;11500,0;1.54;7931877200,0;686138,0;-180,0;11680,0;11740,0;11500,0;11560,18;CEMENTOS ARGOS
PFAVAL;1170,0;0.85;7293967925,0;6199024,0;-10,0;1180,0;1185,0;1170,0;1176,63;GRUPO AVAL ACCIONES Y VALORES
ISA;8610,0;0.35;7287917910,0;840992,0;-30,0;8630,0;8830,0;8610,0;8665,86;ISA INTERCONEXION ELECTRICA
PFAVH;2300,0;5.54;4821654365,0;2042481,0;-135,0;2450,0;2450,0;2260,0;2360,69;AVIANCA HOLDINGS S.A.
PFDAVVNDA;27800,0;0.8;4818287720,0;173407,0;220,0;27600,0;27900,0;27600,0;27786,0;BANCO DAVIVIENDA
PFCEMARGOS;10860,0;0.37;4413789060,0;408574,0;-40,0;10900,0;10900,0;10700,0;10802,91;CEMENTOS ARGOS
GRUPOARGOS;17900,0;1.1;4302152980,0;239271,0;-200,0;18100,0;18300,0;17900,0;17980,25;GRUPO ARGOS
BCOLOMBIA;23980,0;1.61;3871641960,0;161609,0;380,0;23700,0;24020,0;23700,0;23956,85;BANCO BANCOLOMBIA
PFGRUPSURA;37100,0;0.11;3527638280,0;94967,0;40,0;37240,0;37400,0;37100,0;37145,94;GRUPO SURA
CORFICOLCF;37780,0;0.58;3274318720,0;86238,0;-220,0;38000,0;38220,0;37780,0;37968,4;CORFICOLOMBIANA
PFGRUPOARG;17480,0;0.23;3045417560,0;173311,0;-40,0;17560,0;17640,0;17480,0;17571,98;GRUPO ARGOS
BVC;18,1;0.56;1919934369,9;106566851,0;0,1;18,0;18,2;18,0;18,02;BOLSA DE VALORES DE COLOMBIA
CLH;12720,0;0.63;1544081840,0;121376,0;80,0;12700,0;12780,0;12700,0;12721,48;CEMEX LATAM HOLDINGS
BOGOTA;58600,0;1.45;1172072660,0;19882,0;-860,0;59480,0;59480,0;58600,0;58951,45;BANCO DE BOGOTA
NUTRESA;25100,0;0.0;716825080,0;28564,0;0,0;25100,0;25100,0;25080,0;25095,4;GRUPO NUTRESA
CNEC;10300,0;1.18;635163820,0;61555,0;120,0;10260,0;10400,0;10260,0;10318,64;CANACOL ENERGY LTD
ISAGEN;4095,0;1.11;570969380,0;139810,0;45,0;4050,0;4095,0;4050,0;4083,9;ISAGEN
CELSIA;3900,0;0.13;250294900,0;64256,0;-5,0;3855,0;3900,0;3855,0;3895,28;CELSIA
ELCONDOR;1085,0;1.36;212713790,0;195400,0;-15,0;1080,0;1100,0;1075,0;1088,61;EL CONDOR
GRUPOAVAL;1175,0;0.86;187357445,0;159693,0;10,0;1170,0;1180,0;1170,0;1173,24;GRUPO AVAL ACCIONES Y VALORES
EEB;1780,0;1.93;168832080,0;94477,0;-35,0;1795,0;1795,0;1780,0;1787,02;GRUPO ENERGIA BOGOTA
MINEROS;2300,0;3.56;162940200,0;70430,0;-85,0;2350,0;2350,0;2300,0;2313,51;MINEROS
CONCONCRET;1100,0;0.46;93338460,0;84960,0;5,0;1105,0;1105,0;1090,0;1098,62;CONCONCRETO S.A
CARTON;5100,0;0.0;62311000,0;12200,0;0,0;5100,0;5100,0;5100,0;5107,46;CARTON COLOMBIA
ETB;600,0;0.17;21284441,0;35575,0;1,0;596,0;600,0;596,0;598,3;ETB
ICOLCAP;13250,5;0.34;10587149,5;799,0;45,5;13250,5;13250,5;13250,5;13250,5;FONDO BURSATIL ISHARES COLCAP
TERPEL;0,0;0.0;4813100,0;500,0;0,0;0,0;0,0;0,0;9626,2;ORGANIZACION TERPEL
VALOREM;0,0;0.0;1764720,0;4104,0;0,0;0,0;0,0;0,0;430,0;VALOREM S.A.
ENKA;0,0;0.0;1160000,0;100000,0;0,0;0,0;0,0;0,0;11,6;ENKA DE COLOMBIA
COLTEJER;0,0;0.0;232000,0;145,0;0,0;0,0;0,0;0,0;1600,0;COLTEJER
