Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
GRUPOSURA;36300,0;1.74;57029915440,0;1587195,0;620,0;35800,0;36420,0;35800,0;35931,26;GRUPO SURA
ECOPETROL;1065,0;2.9;27441829740,0;26046461,0;30,0;1040,0;1065,0;1035,0;1053,57;ECOPETROL
PFBCOLOM;24760,0;2.65;16200239640,0;657725,0;640,0;24300,0;24940,0;24180,0;24630,72;BANCO BANCOLOMBIA
ICOLCAP;12279,0;1.87;5678853200,0;462700,0;225,0;12260,0;12279,0;12260,0;12273,29;FONDO BURSATIL ISHARES COLCAP
NUTRESA;24500,0;0.33;5246260860,0;214240,0;80,0;24400,0;24900,0;24400,0;24487,77;GRUPO NUTRESA
GRUPOARGOS;17320,0;1.03;5173945280,0;295156,0;-180,0;17500,0;17620,0;17320,0;17529,53;GRUPO ARGOS
CEMARGOS;9860,0;1.2;4124857490,0;413438,0;-120,0;10000,0;10060,0;9860,0;9976,97;CEMENTOS ARGOS
ISAGEN;3995,0;0.0;3709748325,0;929266,0;0,0;3990,0;3995,0;3990,0;3992,13;ISAGEN
PFGRUPSURA;35780,0;2.0;3557029200,0;100008,0;700,0;35100,0;35980,0;34800,0;35567,45;GRUPO SURA
PFCEMARGOS;9440,0;0.75;3452324140,0;366391,0;70,0;9220,0;9440,0;9220,0;9422,51;CEMENTOS ARGOS
PFDAVVNDA;23800,0;0.42;3215967760,0;135210,0;100,0;23580,0;23900,0;23580,0;23784,98;BANCO DAVIVIENDA
PFAVAL;1060,0;0.47;3151106815,0;2969744,0;5,0;1055,0;1065,0;1055,0;1061,07;GRUPO AVAL ACCIONES Y VALORES
PFAVH;1805,0;1.4;2367427085,0;1305490,0;25,0;1795,0;1830,0;1790,0;1813,44;AVIANCA HOLDINGS S.A.
BVC;17,0;2.86;2293659154,2;134804971,0;-0,5;17,0;17,2;16,9;17,01;BOLSA DE VALORES DE COLOMBIA
ISA;7660,0;0.26;1266937450,0;164062,0;-20,0;7620,0;7790,0;7620,0;7722,31;ISA INTERCONEXION ELECTRICA
PFGRUPOARG;16800,0;0.36;1256339840,0;74776,0;-60,0;16660,0;16900,0;16660,0;16801,38;GRUPO ARGOS
CLH;9830,0;0.2;1251537120,0;126886,0;-20,0;9850,0;9960,0;9800,0;9863,48;CEMEX LATAM HOLDINGS
EXITO;13400,0;1.03;1165441180,0;86196,0;-140,0;13620,0;13640,0;13400,0;13520,83;EXITO
EEB;1785,0;0.0;981403995,0;549807,0;0,0;1785,0;1785,0;1785,0;1785,0;GRUPO ENERGIA BOGOTA
CNEC;5950,0;1.88;952995640,0;159994,0;110,0;5890,0;6070,0;5850,0;5956,45;CANACOL ENERGY LTD
CORFICOLCF;37300,0;0.48;804500340,0;21568,0;180,0;37300,0;37320,0;37260,0;37300,65;CORFICOLOMBIANA
MINEROS;2130,0;5.75;792663190,0;350612,0;-130,0;2260,0;2300,0;2130,0;2260,8;MINEROS
BCOLOMBIA;23500,0;1.73;777868280,0;32930,0;400,0;23180,0;23960,0;23180,0;23621,87;BANCO BANCOLOMBIA
CELSIA;3435,0;1.18;604629225,0;176403,0;40,0;3400,0;3450,0;3400,0;3427,55;CELSIA
DACORFICOL;37400,0;0.53;465196120,0;12391,0;-200,0;37500,0;37660,0;37400,0;37543,07;CORFICOLOMBIANA
ODINSA;8500,0;0.0;428179000,0;50374,0;0,0;8500,0;8500,0;8500,0;8500,0;ODINSA
BOGOTA;56220,0;0.07;225941480,0;4017,0;40,0;56400,0;56400,0;56220,0;56246,32;BANCO DE BOGOTA
PREC;1565,0;5.39;126433980,0;80487,0;80,0;1580,0;1620,0;1535,0;1570,86;PACIFIC EXPLOR AND PROD CORP
ETB;535,0;0.0;104309421,0;195057,0;0,0;536,0;536,0;535,0;534,76;ETB
FABRICATO;17,5;2.34;76149784,3;4387949,0;0,4;17,1;17,5;17,1;17,35;FABRICATO
GRUPOAVAL;1055,0;0.0;66864845,0;63379,0;0,0;1055,0;1055,0;1055,0;1055,0;GRUPO AVAL ACCIONES Y VALORES
PROMIGAS;4730,0;1.46;40498260,0;8562,0;-70,0;4730,0;4730,0;4730,0;4730,0;PROMIGAS
ELCONDOR;1045,0;0.48;35895750,0;34350,0;-5,0;1045,0;1045,0;1045,0;1045,0;EL CONDOR
VALOREM;440,0;2.22;8800000,0;20000,0;-10,0;440,0;440,0;440,0;440,0;VALOREM S.A.
SOCBOLIVAR;0,0;0.0;3939900,0;69,0;0,0;0,0;0,0;0,0;57100,0;GRUPO BOLIVAR
SDCORFIC;0,0;0.0;3289040,0;92,0;0,0;0,0;0,0;0,0;35750,43;CORFICOLOMBIANA
