Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;43740,0;-0,50;21972877120;501379;-220,00;43960,0;44100,0;43400,0;43824,89;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;28100,0;-0,07;17778450900;632560;-20,00;28120,0;28340,0;28040,0;28105,56;GRUPO SURA;EQTY
ECOPETROL;3130,0;0,97;16433541150;5262115;30,00;3075,0;3135,0;3070,0;3122,99;ECOPETROL;EQTY
CEMARGOS;6600,0;-3,08;7844550980;1169999;-210,00;6790,0;6790,0;6600,0;6704,75;CEMENTOS ARGOS;EQTY
ISA;18500,0;-3,75;6061109300;320226;-720,00;19220,0;19420,0;18500,0;18927,6;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;41960,0;0,00;4985508480;118893;0,00;42000,0;42300,0;41320,0;41932,73;BANCO BANCOLOMBIA;EQTY
NUTRESA;25180,0;1,94;4510362260;182097;480,00;25200,0;25200,0;24720,0;24769,01;GRUPO NUTRESA;EQTY
GRUPOSURA;32920,0;-0,96;3861309060;117005;-320,00;33300,0;33300,0;32900,0;33001,23;GRUPO SURA;EQTY
BOGOTA;82000,0;-2,33;2157322960;25945;-1960,00;83480,0;83500,0;82000,0;83149,85;BANCO DE BOGOTA;EQTY
GRUPOARGOS;18100,0;-1,09;1549028240;85630;-200,00;18100,0;18100,0;18060,0;18089,78;GRUPO ARGOS;EQTY
CORFICOLCF;28880,0;2,27;1323833860;46056;640,00;28580,0;28940,0;28560,0;28744,0;CORFICOLOMBIANA;EQTY
PFDAVVNDA;43220,0;-1,77;1138148640;26266;-780,00;42700,0;43800,0;42700,0;43331,63;BANCO DAVIVIENDA;EQTY
PFAVAL;1395,0;0,72;1128726495;811402;10,00;1385,0;1400,0;1380,0;1391,08;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2165,0;-0,92;903043375;416608;-20,00;2170,0;2170,0;2160,0;2167,61;GRUPO ENERGIA BOGOTA;EQTY
CNEC;11820,0;-2,80;634339660;53460;-340,00;11860,0;11920,0;11820,0;11865,69;CANACOL ENERGY LTD;EQTY
GRUBOLIVAR;70000,0;1,45;432295500;6251;1000,00;69500,0;70000,0;69000,0;69156,22;GRUPO BOLIVAR;EQTY
TERPEL;10400,0;0,58;369596880;35741;60,00;10340,0;10400,0;10320,0;10340,98;ORGANIZACION TERPEL;EQTY
PROMIGAS;7750,0;0,00;253704000;32736;0,00;7750,0;7750,0;7750,0;7750,0;PROMIGAS;EQTY
CELSIA;4345,0;0,58;223267365;51458;25,00;4320,0;4345,0;4320,0;4338,83;CELSIA;EQTY
ICOLCAP;16200,5;0,03;216861836,5;13373;5,50;16235,0;16235,0;16200,5;16216,39;FONDO BURSATIL ISHARES COLCAP;EQTY
VALSIMESA;5380,0;-4,10;179977140;33453;-230,00;5380,0;5380,0;5380,0;5380,0;VALORES SIMESA;EQTY
MINEROS;3205,0;-0,47;148625045;46387;-15,00;3200,0;3205,0;3200,0;3204,02;MINEROS;EQTY
PFAVH;1820,0;-1,89;118037585;64358;-35,00;1850,0;1850,0;1820,0;1834,08;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;13400,0;3,88;104111200;7905;500,00;13280,0;13400,0;12920,0;13170,3;GRUPO ARGOS;EQTY
GRUPOAVAL;1395,0;-0,36;103735945;75124;-5,00;1395,0;1400,0;1355,0;1380,86;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;16240,0;-4,47;100870320;6234;-760,00;16020,0;16240,0;16020,0;16180,67;EXITO;EQTY
ELCONDOR;1275,0;0,39;45958630;36688;5,00;1250,0;1275,0;1240,0;1252,69;EL CONDOR;EQTY
BVC;10700,0;0,00;25005900;2337;0,00;10700,0;10700,0;10700,0;10700,0;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;5420,0;4,03;20886040;3883;210,00;5420,0;5420,0;5420,0;5378,84;CEMENTOS ARGOS;EQTY
CONCONCRET;435,0;-2,03;20542055;46933;-9,00;435,0;435,0;435,0;437,69;CONCONCRETO S.A;EQTY
CLH;0,0;0,00;5613825;1295;0,00;0,0;0,0;0,0;4335,0;CEMEX LATAM HOLDINGS;EQTY
ENKA;0,0;0,00;2996974,4;267587;0,00;0,0;0,0;0,0;11,2;ENKA DE COLOMBIA;EQTY
ETB;0,0;0,00;1740626;6766;0,00;0,0;0,0;0,0;257,26;ETB;EQTY
