Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
CEMARGOS;7500,0;-0,79;31290784580;4088996;-60,00;7500,0;7670,0;7470,0;7652,44;CEMENTOS ARGOS;EQTY
PFCEMARGOS;6000,0;0,00;23113526920;3969346;0,00;5900,0;6000,0;5820,0;5823,01;CEMENTOS ARGOS;EQTY
GEB;2220,0;0,23;5510674050;2482375;5,00;2220,0;2225,0;2215,0;2219,92;GRUPO ENERGIA BOGOTA;EQTY
ECOPETROL;2925,0;0,52;4559425730;1556897;15,00;2895,0;2935,0;2895,0;2928,53;ECOPETROL;EQTY
NUTRESA;25320,0;-1,09;4412890300;173870;-280,00;25500,0;25500,0;25320,0;25380,4;GRUPO NUTRESA;EQTY
PFBCOLOM;43120,0;0,61;3776112420;87516;260,00;43080,0;43260,0;43000,0;43147,68;BANCO BANCOLOMBIA;EQTY
PROMIGAS;8100,0;1,25;2085070800;257947;100,00;8000,0;8100,0;8000,0;8083,33;PROMIGAS;EQTY
GRUPOSURA;33160,0;-0,30;1974301220;59383;-100,00;33340,0;33360,0;33160,0;33246,91;GRUPO SURA;EQTY
BCOLOMBIA;39620,0;-1,44;1325212880;33205;-580,00;40180,0;40180,0;39620,0;39910,04;BANCO BANCOLOMBIA;EQTY
ISA;19380,0;0,00;1271776640;65691;0,00;18600,0;19520,0;18600,0;19359,98;ISA INTERCONEXION ELECTRICA;EQTY
BOGOTA;80180,0;0,23;1017579760;12711;180,00;80000,0;80180,0;80000,0;80055,05;BANCO DE BOGOTA;EQTY
PFDAVVNDA;41980,0;-0,19;932919120;22296;-80,00;41520,0;41980,0;41520,0;41842,44;BANCO DAVIVIENDA;EQTY
CNEC;11040,0;-2,30;930546400;84777;-260,00;11100,0;11100,0;10860,0;10976,4;CANACOL ENERGY LTD;EQTY
PFAVH;1675,0;0,00;802310035;481915;0,00;1675,0;1695,0;1645,0;1664,84;AVIANCA HOLDINGS S.A.;EQTY
GRUPOARGOS;17700,0;0,00;646089620;36636;0,00;17320,0;17700,0;17320,0;17635,38;GRUPO ARGOS;EQTY
PFGRUPSURA;29600,0;-0,27;620002240;20966;-80,00;29700,0;29700,0;29480,0;29571,79;GRUPO SURA;EQTY
PFAVAL;1300,0;0,39;617858185;475403;5,00;1300,0;1310,0;1295,0;1299,65;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;27840,0;0,36;612825660;21923;100,00;28000,0;28080,0;27840,0;27953,55;CORFICOLOMBIANA;EQTY
HCOLSEL;14697,5;0,86;439435000;30000;126,00;14623,0;14697,5;14623,0;14647,83;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CELSIA;4355,0;-0,11;357869910;82100;-5,00;4360,0;4365,0;4335,0;4358,95;CELSIA;EQTY
PFGRUPOARG;13540,0;0,00;292316220;21608;0,00;13400,0;13540,0;13400,0;13528,15;GRUPO ARGOS;EQTY
CLH;4420,0;0,57;287488175;65201;25,00;4420,0;4420,0;4400,0;4409,26;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;456,0;-1,51;62707902;137111;-7,00;460,0;460,0;455,0;457,35;CONCONCRETO S.A;EQTY
GRUPOAVAL;1295,0;-0,38;55414240;43058;-5,00;1280,0;1295,0;1280,0;1286,97;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;270,0;-1,10;39087739;143588;-3,00;274,0;274,0;270,0;272,22;ETB;EQTY
ICOLCAP;16145,0;0,24;38215215;2367;39,00;16145,0;16145,0;16145,0;16145,0;FONDO BURSATIL ISHARES COLCAP;EQTY
ELCONDOR;1200,0;1,27;28348390;23765;15,00;1200,0;1200,0;1200,0;1192,86;EL CONDOR;EQTY
MARLY;6600,0;0,00;20017800;3033;0,00;6600,0;6600,0;6600,0;6600,0;CLINICA DE MARLY;EQTY
OCCIDENTE;38000,0;0,00;19000000;500;0,00;38000,0;38000,0;38000,0;38000,0;BANCO DE OCCIDENTE;EQTY
BBVACOL;370,0;-3,90;10000360;27028;-15,00;370,0;370,0;370,0;370,0;BBVA COLOMBIA;EQTY
BVC;0,0;0,00;1995000;175;0,00;0,0;0,0;0,0;11400,0;BOLSA DE VALORES DE COLOMBIA;EQTY
