Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2885,0;-1,03;39493734520;13581622;-30,00;2935,0;2970,0;2880,0;2907,88;ECOPETROL;EQTY
HCOLSEL;14000,0;-0,99;15750000000;1125000;-140,00;14000,0;14000,0;14000,0;14000,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFBCOLOM;39400,0;-0,05;10849900040;276943;-20,00;40000,0;40000,0;38900,0;39177,38;BANCO BANCOLOMBIA;EQTY
ICOLCAP;15526,5;-0,98;10570443442;680254;-153,50;15649,0;15649,0;15496,5;15538,97;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;35480,0;-0,89;9459984620;267605;-320,00;35700,0;35780,0;35100,0;35350,55;GRUPO SURA;EQTY
NUTRESA;26100,0;-0,99;5966126040;227222;-260,00;26380,0;26400,0;26100,0;26256,82;GRUPO NUTRESA;EQTY
GEB;2160,0;-2,26;5712905275;2627094;-50,00;2195,0;2210,0;2160,0;2174,61;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;17920,0;-0,33;5648571960;314933;-60,00;17980,0;18100,0;17780,0;17935,79;GRUPO ARGOS;EQTY
ISA;15940,0;-0,38;3929736580;245380;-60,00;16020,0;16120,0;15860,0;16014,9;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;38240,0;0,53;3747423080;98619;200,00;38040,0;38240,0;37680,0;37999,0;BANCO BANCOLOMBIA;EQTY
PFGRUPOARG;15000,0;-0,13;2477446940;165160;-20,00;15020,0;15020,0;14720,0;15000,28;GRUPO ARGOS;EQTY
CEMARGOS;7910,0;-1,00;2418463110;304510;-80,00;7990,0;7990,0;7910,0;7942,15;CEMENTOS ARGOS;EQTY
EXITO;13900,0;-3,47;2191580780;155712;-500,00;14240,0;14240,0;13900,0;14074,58;EXITO;EQTY
CORFICOLCF;23880,0;-4,02;1876608420;77897;-1000,00;24840,0;24840,0;23880,0;24090,89;CORFICOLOMBIANA;EQTY
PFAVH;1530,0;3,38;1184425165;787068;50,00;1480,0;1530,0;1475,0;1504,86;AVIANCA HOLDINGS S.A.;EQTY
PFDAVVNDA;37340,0;-3,76;1148686460;30556;-1460,00;37820,0;38000,0;37340,0;37592,83;BANCO DAVIVIENDA;EQTY
PFAVAL;1275,0;0,39;1076407280;847269;5,00;1240,0;1275,0;1240,0;1270,44;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;6500,0;-0,46;913965660;138686;-30,00;6500,0;6600,0;6500,0;6590,18;CEMENTOS ARGOS;EQTY
PFGRUPSURA;33160,0;-3,04;624689360;18668;-1040,00;34200,0;34200,0;33160,0;33463,11;GRUPO SURA;EQTY
ICOLRISK;13921,0;-1,83;278420000;20000;-259,00;13921,0;13921,0;13921,0;13921,0;FONDO BURSATIL ISHARES COLRISK;EQTY
CLH;4630,0;-1,38;238499740;51136;-65,00;4695,0;4695,0;4630,0;4664,03;CEMEX LATAM HOLDINGS;EQTY
CNEC;10080,0;0,80;116397680;11627;80,00;10000,0;10080,0;10000,0;10010,98;CANACOL ENERGY LTD;EQTY
GRUBOLIVAR;52000,0;0,00;99840000;1920;0,00;52000,0;52000,0;52000,0;52000,0;GRUPO BOLIVAR;EQTY
GRUPOAVAL;1255,0;1,21;90367365;72164;15,00;1255,0;1255,0;1255,0;1252,25;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;243,0;-3,19;87965424;358870;-8,00;250,0;250,0;240,0;245,12;ETB;EQTY
CELSIA;4415,0;-1,12;86021035;19458;-50,00;4425,0;4425,0;4415,0;4420,86;CELSIA;EQTY
BVC;12440,0;0,00;81375160;6541;0,00;12440,0;12440,0;12440,0;12440,78;BOLSA DE VALORES DE COLOMBIA;EQTY
BOGOTA;68920,0;0,61;71734140;1053;420,00;68980,0;68980,0;67480,0;68123,59;BANCO DE BOGOTA;EQTY
MINEROS;2375,0;1,71;39292990;16530;40,00;2375,0;2375,0;2375,0;2377,07;MINEROS;EQTY
CONCONCRET;527,0;-2,41;31691335;59678;-13,00;534,0;534,0;527,0;531,04;CONCONCRETO S.A;EQTY
PROTECCION;105000,0;0,00;21000000;200;0,00;105000,0;105000,0;105000,0;105000,0;ADM DE FONDOS Y CES PROTECCION;EQTY
PROMIGAS;5940,0;-0,17;13804560;2324;-10,00;5940,0;5940,0;5940,0;5940,0;PROMIGAS;EQTY
BBVACOL;310,0;0,00;10430570;33647;0,00;310,0;310,0;310,0;310,0;BBVA COLOMBIA;EQTY
PFCORFICOL;22000,0;-2,65;9438000;429;-600,00;22000,0;22000,0;22000,0;22000,0;CORFICOLOMBIANA;EQTY
