Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
GRUPOSURA;32900,0;0,37;44833477680;1372146;120,00;32780,0;32900,0;32640,0;32673,98;GRUPO SURA;EQTY
ECOPETROL;2940,0;-0,17;17360100920;5918547;-5,00;2950,0;2975,0;2920,0;2933,17;ECOPETROL;EQTY
PFBCOLOM;43700,0;0,05;10057049080;231603;20,00;43180,0;43760,0;43160,0;43423,66;BANCO BANCOLOMBIA;EQTY
CEMARGOS;7580,0;2,71;3954622460;524743;200,00;7430,0;7580,0;7430,0;7536,3;CEMENTOS ARGOS;EQTY
ICOLCAP;16095,0;0,36;3555037325;220879;57,00;16095,0;16095,0;16095,0;16094,95;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;18920,0;-0,11;3234697600;171128;-20,00;19080,0;19080,0;18740,0;18902,21;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;17700,0;2,43;3135572720;177926;420,00;17260,0;17700,0;17260,0;17622,9;GRUPO ARGOS;EQTY
PFGRUPSURA;29800,0;0,40;2454259520;82362;120,00;29800,0;30060,0;29600,0;29798,44;GRUPO SURA;EQTY
PFCEMARGOS;6090,0;-1,77;1810499210;292074;-110,00;6100,0;6220,0;6090,0;6198,77;CEMENTOS ARGOS;EQTY
PFDAVVNDA;42080,0;0,96;1759479260;42235;400,00;41980,0;42080,0;41520,0;41659,27;BANCO DAVIVIENDA;EQTY
PFAVAL;1300,0;-0,38;1253314370;960264;-5,00;1305,0;1310,0;1300,0;1305,18;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2210,0;0,00;1113637650;504920;0,00;2205,0;2210,0;2195,0;2205,57;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;28280,0;-0,07;1076090440;38116;-20,00;28000,0;28360,0;28000,0;28231,99;CORFICOLOMBIANA;EQTY
NUTRESA;25680,0;0,00;1032373020;40321;0,00;25680,0;25680,0;25360,0;25603,85;GRUPO NUTRESA;EQTY
MINEROS;3460,0;2,98;987472170;289329;100,00;3360,0;3460,0;3360,0;3412,97;MINEROS;EQTY
BCOLOMBIA;40300,0;0,35;975559920;24249;140,00;40100,0;40300,0;39880,0;40230,93;BANCO BANCOLOMBIA;EQTY
BOGOTA;80000,0;-0,45;878650260;10975;-360,00;80000,0;80400,0;80000,0;80059,25;BANCO DE BOGOTA;EQTY
PROMIGAS;8000,0;-2,20;813065670;101523;-180,00;8020,0;8150,0;8000,0;8008,68;PROMIGAS;EQTY
PFAVH;1500,0;1,35;593938845;398539;20,00;1470,0;1500,0;1470,0;1490,29;AVIANCA HOLDINGS S.A.;EQTY
CNEC;11500,0;0,00;343489460;30186;0,00;11700,0;11700,0;11060,0;11379,1;CANACOL ENERGY LTD;EQTY
GASNATURAL;80000,0;0,63;227280000;2841;500,00;80000,0;80000,0;80000,0;80000,0;VANTI S.A. ESP;EQTY
PFGRUPOARG;13560,0;1,19;211717120;15720;160,00;13460,0;13560,0;13360,0;13468,01;GRUPO ARGOS;EQTY
CLH;4340,0;1,52;167928610;39000;65,00;4295,0;4340,0;4295,0;4305,86;CEMEX LATAM HOLDINGS;EQTY
ETB;240,0;3,90;139218924;583791;9,00;235,0;240,0;235,0;238,47;ETB;EQTY
CELSIA;4345,0;-0,11;84148610;19354;-5,00;4385,0;4385,0;4345,0;4347,87;CELSIA;EQTY
GRUPOAVAL;1300,0;0,78;83233245;64051;10,00;1295,0;1300,0;1295,0;1299,48;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;11420,0;0,35;29783360;2608;40,00;11420,0;11420,0;11420,0;11420,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;480,0;-1,23;25028751;52001;-6,00;480,0;480,0;480,0;481,31;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;12446400;10900;0,00;0,0;0,0;0,0;1141,87;EL CONDOR;EQTY
GRUBOLIVAR;0,0;0,00;1300160;17;0,00;0,0;0,0;0,0;76480,0;GRUPO BOLIVAR;EQTY
