Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2890,0;-1,70;29256790270;10118173;-50,00;2920,0;2920,0;2880,0;2891,51;ECOPETROL;EQTY
PFBCOLOM;43000,0;-0,65;25842185020;601042;-280,00;43080,0;43280,0;42600,0;42995,64;BANCO BANCOLOMBIA;EQTY
ICOLCAP;15983,5;-0,17;20775142448;1301379;-26,50;15881,5;15983,5;15881,5;15963,94;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;14482,0;-0,19;18826600000;1300000;-28,00;14482,0;14482,0;14482,0;14482,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ISA;18500,0;0,00;14525222500;784991;0,00;18040,0;18820,0;18020,0;18503,68;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;32720,0;-0,91;12799540960;390561;-300,00;32900,0;33100,0;32720,0;32772,19;GRUPO SURA;EQTY
BCOLOMBIA;39500,0;-1,25;11269329860;284830;-500,00;39900,0;39980,0;39500,0;39565,11;BANCO BANCOLOMBIA;EQTY
PFAVAL;1285,0;-1,91;10789581525;8369230;-25,00;1300,0;1305,0;1285,0;1289,2;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;17740,0;3,14;9367593760;534101;540,00;17060,0;17740,0;17000,0;17538,99;GRUPO ARGOS;EQTY
CEMARGOS;7440,0;2,90;7064251630;960832;210,00;7200,0;7440,0;7110,0;7352,22;CEMENTOS ARGOS;EQTY
PFGRUPSURA;29400,0;-1,54;5236747240;177830;-460,00;29620,0;29820,0;29400,0;29448,05;GRUPO SURA;EQTY
PFDAVVNDA;41860,0;-1,51;1928793780;46009;-640,00;41640,0;42400,0;41580,0;41922,1;BANCO DAVIVIENDA;EQTY
GEB;2205,0;0,00;1397622610;635871;0,00;2200,0;2205,0;2190,0;2197,97;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;25500,0;0,95;1219856420;48194;240,00;25260,0;25500,0;25200,0;25311,38;GRUPO NUTRESA;EQTY
CELSIA;4320,0;-1,37;869678970;201509;-60,00;4300,0;4385,0;4300,0;4315,83;CELSIA;EQTY
CNEC;11520,0;-2,04;864376140;75880;-240,00;11540,0;11540,0;11260,0;11391,36;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;13220,0;-1,78;828008540;62600;-240,00;13500,0;13500,0;13180,0;13226,97;GRUPO ARGOS;EQTY
BOGOTA;80480,0;0,60;727159340;9064;480,00;80000,0;80480,0;79500,0;80224,99;BANCO DE BOGOTA;EQTY
PFAVH;1495,0;-2,29;694626650;465892;-35,00;1505,0;1505,0;1470,0;1490,96;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;6200,0;0,00;632292360;102326;0,00;6100,0;6200,0;6000,0;6179,2;CEMENTOS ARGOS;EQTY
CLH;4230,0;-2,20;547590780;128868;-95,00;4250,0;4295,0;4230,0;4249,24;CEMEX LATAM HOLDINGS;EQTY
GASNATURAL;78000,0;9,34;387036000;4962;6660,00;78000,0;78000,0;78000,0;78000,0;VANTI S.A. ESP;EQTY
CORFICOLCF;27780,0;-0,79;328913500;11889;-220,00;27520,0;27980,0;27520,0;27665,36;CORFICOLOMBIANA;EQTY
MINEROS;3350,0;-0,74;202633225;60461;-25,00;3350,0;3375,0;3350,0;3351,47;MINEROS;EQTY
BVC;11400,0;-0,87;78124200;6853;-100,00;11400,0;11400,0;11400,0;11400,0;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;235,0;3,07;75942443;326808;7,00;233,0;235,0;230,0;232,38;ETB;EQTY
PFCORFICOL;23400,0;-2,09;55224000;2360;-500,00;23400,0;23400,0;23400,0;23400,0;CORFICOLOMBIANA;EQTY
GRUPOAVAL;1295,0;0,78;52547045;40573;10,00;1290,0;1300,0;1290,0;1295,12;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;490,0;-1,61;46749391;95563;-8,00;487,0;490,0;487,0;489,2;CONCONCRETO S.A;EQTY
ELCONDOR;1165,0;-1,69;25478550;21870;-20,00;1165,0;1165,0;1165,0;1165,0;EL CONDOR;EQTY
BBVACOL;370,0;0,00;20914250;56525;0,00;370,0;370,0;370,0;370,0;BBVA COLOMBIA;EQTY
PROMIGAS;8000,0;0,00;7360000;920;0,00;8000,0;8000,0;8000,0;8000,0;PROMIGAS;EQTY
