Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;45160,0;-0,88;34014558060;749525;-400,00;46380,0;46380,0;44900,0;45381,49;BANCO BANCOLOMBIA;EQTY
ICOLCAP;16719,0;-0,24;26497797885;1586387;-40,00;16715,0;16719,0;16699,0;16703,24;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;3130,0;0,00;12840776555;4105229;0,00;3150,0;3160,0;3110,0;3127,91;ECOPETROL;EQTY
GRUPOSURA;34380,0;-0,06;7877854040;229167;-20,00;34500,0;34500,0;34140,0;34376,04;GRUPO SURA;EQTY
PFAVAL;1405,0;0,00;5014058705;3566853;0,00;1400,0;1415,0;1400,0;1405,74;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;7330,0;0,69;4728555870;647403;50,00;7280,0;7360,0;7280,0;7303,88;CEMENTOS ARGOS;EQTY
BCOLOMBIA;43400,0;-0,87;4096735640;94486;-380,00;44000,0;44200,0;42900,0;43358,12;BANCO BANCOLOMBIA;EQTY
EXITO;17980,0;0,45;3934975700;219219;80,00;17900,0;17980,0;17900,0;17949,98;EXITO;EQTY
ISA;20300,0;0,69;2993036920;148785;140,00;20580,0;20580,0;19900,0;20116,52;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;30200,0;2,10;2908789040;97769;620,00;29600,0;30200,0;29600,0;29751,65;GRUPO SURA;EQTY
GRUPOARGOS;18300,0;1,44;2642247620;146215;260,00;18000,0;18300,0;18000,0;18070,98;GRUPO ARGOS;EQTY
GEB;2180,0;-0,46;1938752085;887651;-10,00;2200,0;2200,0;2180,0;2184,14;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;29200,0;-0,14;1847251400;63141;-40,00;29320,0;29500,0;29200,0;29255,97;CORFICOLOMBIANA;EQTY
PROMIGAS;7860,0;0,00;1823520000;232000;0,00;7860,0;7860,0;7860,0;7860,0;PROMIGAS;EQTY
NUTRESA;25680,0;0,00;1742710040;68135;0,00;25520,0;25680,0;25520,0;25577,31;GRUPO NUTRESA;EQTY
CNEC;12160,0;-1,46;1317338380;108091;-180,00;12220,0;12240,0;12120,0;12187,31;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;44080,0;-0,18;1065156980;24159;-80,00;44220,0;44300,0;43860,0;44089,45;BANCO DAVIVIENDA;EQTY
MINEROS;3050,0;-2,40;676197150;218712;-75,00;3105,0;3175,0;3050,0;3091,72;MINEROS;EQTY
GRUBOLIVAR;70000,0;-2,78;663528000;9257;-2000,00;72000,0;72000,0;70000,0;71678,51;GRUPO BOLIVAR;EQTY
CELSIA;4320,0;-2,48;447188200;103267;-110,00;4385,0;4425,0;4320,0;4330,41;CELSIA;EQTY
PFCORFICOL;25400,0;2,42;440731400;17591;600,00;24800,0;25400,0;24800,0;25054,37;CORFICOLOMBIANA;EQTY
PFAVH;1895,0;-0,26;282341865;151134;-5,00;1900,0;1900,0;1850,0;1868,16;AVIANCA HOLDINGS S.A.;EQTY
CLH;4500,0;-1,53;229792840;50602;-70,00;4570,0;4580,0;4500,0;4541,18;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;437,0;-1,58;226396935;515637;-7,00;446,0;446,0;437,0;439,06;CONCONCRETO S.A;EQTY
ELCONDOR;1280,0;0,39;204402575;159730;5,00;1280,0;1280,0;1275,0;1279,68;EL CONDOR;EQTY
BVC;11060,0;-0,36;190901920;17139;-40,00;11300,0;11300,0;11060,0;11138,45;BOLSA DE VALORES DE COLOMBIA;EQTY
GRUPOAVAL;1400,0;0,00;108617920;77795;0,00;1395,0;1400,0;1395,0;1396,21;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;13700,0;-0,58;87017860;6371;-80,00;13580,0;13800,0;13580,0;13658,43;GRUPO ARGOS;EQTY
BOGOTA;89680,0;-0,31;36679120;409;-280,00;89680,0;89680,0;89680,0;89680,0;BANCO DE BOGOTA;EQTY
PFCEMARGOS;5990,0;2,04;36278180;6132;120,00;5810,0;5990,0;5810,0;5916,21;CEMENTOS ARGOS;EQTY
FABRICATO;5,25;-6,25;13543215;2579660;-0,35;5,25;5,25;5,25;5,25;FABRICATO;EQTY
ETB;0,0;0,00;10383481;41770;0,00;0,0;0,0;0,0;248,59;ETB;EQTY
COLTEJER;0,0;0,00;32535;27;0,00;0,0;0,0;0,0;1205,0;COLTEJER;EQTY
