Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ICOLCAP;16030,0;-0,10;26487011938;1651716;-16,00;16048,0;16053,0;16020,0;16036,06;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;2965,0;-0,34;21425619405;7218174;-10,00;2970,0;3005,0;2955,0;2968,29;ECOPETROL;EQTY
PFBCOLOM;42760,0;1,23;18149601120;424253;520,00;42280,0;43100,0;42280,0;42780,14;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;28820,0;0,21;17429944020;612442;60,00;28680,0;29000,0;28200,0;28459,75;GRUPO SURA;EQTY
GEB;2160,0;-2,26;16340684315;7523804;-50,00;2190,0;2200,0;2150,0;2171,86;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;40100,0;0,50;9717803460;242246;200,00;39340,0;40380,0;39340,0;40115,43;BANCO BANCOLOMBIA;EQTY
HCOLSEL;14609,0;-0,59;7304500000;500000;-87,00;14609,0;14609,0;14609,0;14609,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFDAVVNDA;41800,0;0,43;6953670160;166907;180,00;41500,0;42260,0;41500,0;41661,94;BANCO DAVIVIENDA;EQTY
ISA;18860,0;0,32;5212658400;277768;60,00;18760,0;18980,0;18560,0;18766,23;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;32400,0;-1,04;5077292420;156440;-340,00;32660,0;32660,0;32400,0;32455,21;GRUPO SURA;EQTY
PFAVH;1840,0;6,36;4294042720;2352236;110,00;1730,0;1850,0;1730,0;1825,52;AVIANCA HOLDINGS S.A.;EQTY
PFAVAL;1305,0;1,16;3470247890;2664833;15,00;1295,0;1305,0;1290,0;1302,24;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;17520,0;-0,45;2593782200;148042;-80,00;17180,0;17600,0;17160,0;17520,58;GRUPO ARGOS;EQTY
CELSIA;4305,0;-0,81;1996270685;464123;-35,00;4280,0;4325,0;4280,0;4301,17;CELSIA;EQTY
CEMARGOS;7400,0;-1,33;1886905340;254590;-100,00;7490,0;7490,0;7400,0;7411,55;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;70000,0;2,49;1865066100;27687;1700,00;70000,0;71300,0;66000,0;67362,52;GRUPO BOLIVAR;EQTY
NUTRESA;25400,0;0,00;1780700120;70257;0,00;25320,0;25400,0;25300,0;25345,52;GRUPO NUTRESA;EQTY
BOGOTA;80020,0;-0,10;1479089200;18489;-80,00;79980,0;80020,0;79980,0;79998,33;BANCO DE BOGOTA;EQTY
MINEROS;3500,0;0,00;1259505315;360270;0,00;3490,0;3500,0;3490,0;3496,0;MINEROS;EQTY
CORFICOLCF;28160,0;0,07;1258401600;44896;20,00;28000,0;28180,0;27940,0;28029,26;CORFICOLOMBIANA;EQTY
CLH;4435,0;0,80;1091469875;245565;35,00;4445,0;4455,0;4410,0;4444,73;CEMEX LATAM HOLDINGS;EQTY
PFGRUPOARG;12900,0;-1,98;615411280;47343;-260,00;13100,0;13100,0;12900,0;12998,99;GRUPO ARGOS;EQTY
ETB;265,0;2,71;562975007;2131308;7,00;256,0;265,0;256,0;264,15;ETB;EQTY
CNEC;11260,0;0,36;507477920;45355;40,00;11140,0;11260,0;11120,0;11189,02;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;5910,0;0,00;249949060;42252;0,00;5910,0;5940,0;5910,0;5915,67;CEMENTOS ARGOS;EQTY
PROMIGAS;8100,0;-0,61;213943500;26535;-50,00;8150,0;8150,0;8020,0;8062,69;PROMIGAS;EQTY
PFCARPAK;5300,0;0,00;67999000;12830;0,00;5300,0;5300,0;5300,0;5300,0;CARVAJAL EMPAQUES S.A.;EQTY
BVC;11060,0;-0,54;63953300;5791;-60,00;11000,0;11060,0;11000,0;11043,57;BOLSA DE VALORES DE COLOMBIA;EQTY
BBVACOL;360,0;0,00;58500720;162502;0,00;360,0;360,0;360,0;360,0;BBVA COLOMBIA;EQTY
GRUPOAVAL;1305,0;0,00;45510665;35263;0,00;1280,0;1305,0;1280,0;1290,61;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;450,0;-0,22;26224922;58133;-1,00;450,0;450,0;450,0;451,12;CONCONCRETO S.A;EQTY
ENKA;0,0;0,00;1780000;200000;0,00;0,0;0,0;0,0;8,9;ENKA DE COLOMBIA;EQTY
