Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2935,0;1,56;56446182960;19261532;45,00;2900,0;2965,0;2895,0;2930,51;ECOPETROL;EQTY
PFBCOLOM;33720,0;2,87;28811459040;862352;940,00;32840,0;33720,0;32460,0;33410,32;BANCO BANCOLOMBIA;EQTY
PFAVAL;1030,0;1,98;23413237955;23161980;20,00;1010,0;1030,0;1005,0;1010,85;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;32280,0;-0,06;21826868780;675838;-20,00;32600,0;32600,0;32240,0;32296,01;GRUPO SURA;EQTY
BCOLOMBIA;32980,0;1,73;15823708440;484731;560,00;32420,0;32980,0;32420,0;32644,31;BANCO BANCOLOMBIA;EQTY
ICOLCAP;14000,0;1,89;8884810975;636551;259,50;13955,0;14000,0;13920,5;13957,74;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;17000,0;-0,23;8646959000;508025;-40,00;17080,0;17100,0;16920,0;17020,74;GRUPO ARGOS;EQTY
ISA;14160,0;-3,15;7002698560;485823;-460,00;14120,0;14660,0;14120,0;14414,09;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;7080,0;-0,28;6081156750;857614;-20,00;7100,0;7120,0;7000,0;7090,79;CEMENTOS ARGOS;EQTY
NUTRESA;23520,0;0,09;5083321980;215625;20,00;23500,0;23780,0;23500,0;23574,83;GRUPO NUTRESA;EQTY
CLH;3770,0;2,17;4682110050;1255624;80,00;3670,0;3800,0;3670,0;3728,91;CEMEX LATAM HOLDINGS;EQTY
PFGRUPSURA;30920,0;-0,26;4575899880;147230;-80,00;31140,0;31300,0;30920,0;31079,94;GRUPO SURA;EQTY
CORFICOLCF;16400,0;-0,61;4267207040;258931;-100,00;16500,0;16740,0;16400,0;16480,09;CORFICOLOMBIANA;EQTY
PFDAVVNDA;33220,0;0,67;2691119980;81229;220,00;33000,0;33400,0;33000,0;33130,04;BANCO DAVIVIENDA;EQTY
EXITO;12740,0;0,31;2656864640;209616;40,00;12680,0;12880,0;12600,0;12674,91;EXITO;EQTY
EEB;1760,0;0,00;2140484805;1212193;0,00;1770,0;1780,0;1750,0;1765,8;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPOARG;13700,0;-1,30;2030247820;146242;-180,00;13900,0;13980,0;13700,0;13882,8;GRUPO ARGOS;EQTY
HCOLSEL;12689,0;4,51;761465686;60396;547,00;12525,5;12690,5;12524,0;12607,88;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFCEMARGOS;5620,0;0,72;752389260;134662;40,00;5500,0;5650,0;5500,0;5587,24;CEMENTOS ARGOS;EQTY
PFAVH;1780,0;0,00;549858205;309179;0,00;1780,0;1780,0;1775,0;1778,45;AVIANCA HOLDINGS S.A.;EQTY
CNEC;10100,0;0,40;392773360;38728;40,00;10180,0;10200,0;10080,0;10141,84;CANACOL ENERGY LTD;EQTY
CELSIA;3920,0;-1,75;249867070;63785;-70,00;3920,0;3920,0;3910,0;3917,33;CELSIA;EQTY
BOGOTA;58000,0;2,65;190731000;3292;1500,00;57000,0;58000,0;57000,0;57937,73;BANCO DE BOGOTA;EQTY
PFCORFICOL;15800,0;5,33;90113320;5755;800,00;15800,0;15800,0;15800,0;15658,27;CORFICOLOMBIANA;EQTY
CONCONCRET;382,0;3,24;86783659;228077;12,00;372,0;382,0;372,0;380,5;CONCONCRETO S.A;EQTY
ETB;254,0;0,00;77497640;304430;0,00;257,0;257,0;254,0;254,57;ETB;EQTY
GRUPOAVAL;1050,0;3,96;69070489;66753;40,00;1020,0;1050,0;1020,0;1034,72;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;1060,0;0,00;10070000;9500;0,00;1060,0;1060,0;1060,0;1060,0;EL CONDOR;EQTY
BBVACOL;265,0;0,00;9878670;37278;0,00;265,0;265,0;265,0;265,0;BBVA COLOMBIA;EQTY
FABRICATO;0,0;0,00;5734632;955772;0,00;0,0;0,0;0,0;6,0;FABRICATO;EQTY
MINEROS;0,0;0,00;3468000;1700;0,00;0,0;0,0;0,0;2040,0;MINEROS;EQTY
VILLAS;0,0;0,00;2034450;411;0,00;0,0;0,0;0,0;4950,0;BANCO AV VILLAS;EQTY
