Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;42020,0;1,84;32406869760;783013;760,00;40840,0;42080,0;40840,0;41387,4;BANCO BANCOLOMBIA;EQTY
ECOPETROL;3015,0;-0,50;25345578225;8419774;-15,00;3015,0;3030,0;2995,0;3010,24;ECOPETROL;EQTY
PFDAVVNDA;41300,0;1,32;21526565700;529219;540,00;40760,0;41340,0;40600,0;40676,1;BANCO DAVIVIENDA;EQTY
ICOLCAP;16215,0;-0,22;13951976759;860718;-36,00;16233,0;16238,0;16192,0;16209,7;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;39760,0;1,74;12945240660;329863;680,00;39020,0;39760,0;39000,0;39244,29;BANCO BANCOLOMBIA;EQTY
ISA;19160,0;0,84;11395520980;598463;160,00;19000,0;19160,0;18900,0;19041,31;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;27280,0;1,34;9388769560;345401;360,00;26900,0;27360,0;26900,0;27182,23;CORFICOLOMBIANA;EQTY
GRUPOSURA;34900,0;-0,17;3487990660;99890;-60,00;34680,0;35100,0;34680,0;34918,32;GRUPO SURA;EQTY
CEMARGOS;7830,0;-0,25;3431313320;439387;-20,00;7870,0;7870,0;7770,0;7809,32;CEMENTOS ARGOS;EQTY
GRUPOARGOS;17620,0;0,00;2437067700;138130;0,00;17740,0;17820,0;17460,0;17643,29;GRUPO ARGOS;EQTY
PFAVAL;1300,0;0,78;2255763835;1738066;10,00;1290,0;1300,0;1290,0;1297,86;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;16920,0;-0,35;1795063220;105913;-60,00;17000,0;17000,0;16900,0;16948,47;EXITO;EQTY
GEB;2145,0;0,23;1526858355;713272;5,00;2135,0;2145,0;2130,0;2140,64;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;25480,0;0,31;1468281480;57636;80,00;25420,0;25700,0;25400,0;25475,08;GRUPO NUTRESA;EQTY
PFGRUPSURA;32660,0;0,31;1107360000;33899;100,00;32640,0;32740,0;32640,0;32666,45;GRUPO SURA;EQTY
PFAVH;1650,0;-2,94;1008110235;612458;-50,00;1695,0;1695,0;1620,0;1646,01;AVIANCA HOLDINGS S.A.;EQTY
CELSIA;4490,0;1,01;703789200;157462;45,00;4445,0;4500,0;4445,0;4469,58;CELSIA;EQTY
BOGOTA;73100,0;0,00;623782920;8539;0,00;73000,0;73100,0;73000,0;73051,05;BANCO DE BOGOTA;EQTY
CNEC;11020,0;-0,18;441908680;40156;-20,00;10980,0;11040,0;10960,0;11004,8;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;15100,0;0,13;410088600;27220;20,00;14980,0;15100,0;14880,0;15065,71;GRUPO ARGOS;EQTY
PFCEMARGOS;6800,0;0,00;292329540;43165;0,00;6740,0;6800,0;6700,0;6772,37;CEMENTOS ARGOS;EQTY
CLH;4525,0;-0,11;288702300;63824;-5,00;4525,0;4570,0;4490,0;4523,41;CEMEX LATAM HOLDINGS;EQTY
ETB;254,0;2,01;278421942;1110263;5,00;255,0;255,0;250,0;250,77;ETB;EQTY
PROMIGAS;7100,0;0,00;217047000;30570;0,00;7100,0;7100,0;7100,0;7100,0;PROMIGAS;EQTY
GRUPOAVAL;1295,0;0,00;130063180;100514;0,00;1290,0;1295,0;1290,0;1293,98;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;3040,0;0,33;82799830;27350;10,00;3025,0;3040,0;3025,0;3027,42;MINEROS;EQTY
OCCIDENTE;37500,0;2,68;49875000;1330;980,00;37500,0;37500,0;37500,0;37500,0;BANCO DE OCCIDENTE;EQTY
CONCONCRET;530,0;0,95;29292959;54832;5,00;530,0;530,0;530,0;534,23;CONCONCRETO S.A;EQTY
BVC;12140,0;0,00;28747520;2368;0,00;12140,0;12140,0;12140,0;12140,0;BOLSA DE VALORES DE COLOMBIA;EQTY
PFVILLAS;4800,0;20,00;25699200;5354;800,00;4800,0;4800,0;4800,0;4800,0;BANCO AV VILLAS;EQTY
BBVACOL;320,0;1,27;24159680;75499;4,00;320,0;320,0;320,0;320,0;BBVA COLOMBIA;EQTY
PFCORFICOL;23500,0;6,72;19963000;850;1480,00;23460,0;23500,0;23460,0;23485,88;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;63800,0;-1,85;10273020;161;-1200,00;63800,0;63800,0;63800,0;63807,58;GRUPO BOLIVAR;EQTY
VILLAS;0,0;0,00;2028670;397;0,00;0,0;0,0;0,0;5110,0;BANCO AV VILLAS;EQTY
COLTEJER;0,0;0,00;328105;311;0,00;0,0;0,0;0,0;1055,0;COLTEJER;EQTY
