Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
EXITO;17620,0;0,23;19600595580;1114866;40,00;17580,0;17620,0;17580,0;17581,12;EXITO;EQTY
ECOPETROL;2830,0;0,71;13309399410;4729627;20,00;2800,0;2830,0;2775,0;2814,05;ECOPETROL;EQTY
GRUPOARGOS;18360,0;2,00;11735682260;650535;360,00;18000,0;18360,0;17860,0;18040,05;GRUPO ARGOS;EQTY
PFBCOLOM;42000,0;0,00;9922463100;236656;0,00;41880,0;42000,0;41800,0;41927,79;BANCO BANCOLOMBIA;EQTY
CEMARGOS;7720,0;0,26;5398502340;700780;20,00;7700,0;7720,0;7690,0;7703,56;CEMENTOS ARGOS;EQTY
ICOLCAP;15880,0;0,25;5312631467;334991;40,00;15801,0;15882,0;15801,0;15859,03;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;1265,0;-0,39;3028671365;2386343;-5,00;1275,0;1275,0;1265,0;1269,17;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2155,0;0,70;2486096965;1156518;15,00;2145,0;2155,0;2145,0;2149,64;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;33460,0;-0,71;2349867420;69919;-240,00;33700,0;33900,0;33460,0;33608,42;GRUPO SURA;EQTY
BCOLOMBIA;38820,0;0,57;1747059320;44964;220,00;38900,0;39200,0;38700,0;38854,62;BANCO BANCOLOMBIA;EQTY
ISA;19020,0;-1,86;1671809480;87471;-360,00;19140,0;19280,0;19000,0;19112,73;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;41080,0;-1,01;1407115720;34004;-420,00;41800,0;41800,0;41080,0;41380,89;BANCO DAVIVIENDA;EQTY
PFAVH;1050,0;-1,41;1180117985;1122675;-15,00;1080,0;1100,0;1035,0;1051,17;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;72900,0;1,28;1143944680;15776;920,00;72000,0;72900,0;72000,0;72511,71;BANCO DE BOGOTA;EQTY
PFGRUPSURA;30860,0;-1,34;910400580;29369;-420,00;31400,0;31400,0;30800,0;30998,69;GRUPO SURA;EQTY
GRUBOLIVAR;64200,0;0,47;758561540;11877;300,00;63980,0;64280,0;63500,0;63868,11;GRUPO BOLIVAR;EQTY
CNEC;12060,0;-0,99;686871380;57056;-120,00;12100,0;12100,0;11980,0;12038,55;CANACOL ENERGY LTD;EQTY
NUTRESA;25500,0;0,24;667623900;26160;60,00;25360,0;25700,0;25240,0;25520,79;GRUPO NUTRESA;EQTY
CELSIA;4330,0;0,00;344223620;79362;0,00;4355,0;4355,0;4330,0;4337,39;CELSIA;EQTY
PFCEMARGOS;6300,0;0,32;344126200;54674;20,00;6280,0;6300,0;6280,0;6294,15;CEMENTOS ARGOS;EQTY
PFGRUPOARG;14000,0;-0,28;282368820;20215;-40,00;13920,0;14040,0;13920,0;13968,28;GRUPO ARGOS;EQTY
CORFICOLCF;26200,0;-0,23;237734580;9085;-60,00;26260,0;26280,0;26000,0;26167,81;CORFICOLOMBIANA;EQTY
CLH;4420,0;-0,45;234238920;52864;-20,00;4450,0;4450,0;4415,0;4430,97;CEMEX LATAM HOLDINGS;EQTY
BMC;1460,0;2,10;229841960;157426;30,00;1460,0;1460,0;1460,0;1460,0;BMC BOLSA MERCANTIL DE COL;EQTY
PROMIGAS;7400,0;2,49;155400000;21000;180,00;7400,0;7400,0;7400,0;7400,0;PROMIGAS;EQTY
MINEROS;3125,0;-0,48;155304545;49432;-15,00;3140,0;3155,0;3125,0;3141,78;MINEROS;EQTY
ELCONDOR;1230,0;4,68;69889130;58249;55,00;1195,0;1230,0;1195,0;1199,83;EL CONDOR;EQTY
OCCIDENTE;37000,0;0,00;54131000;1463;0,00;37000,0;37000,0;37000,0;37000,0;BANCO DE OCCIDENTE;EQTY
PFCORFICOL;23000,0;0,00;40226560;1750;0,00;22980,0;23000,0;22980,0;22986,61;CORFICOLOMBIANA;EQTY
GRUPOAVAL;1275,0;1,59;35207650;28006;20,00;1250,0;1275,0;1250,0;1257,15;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;238,0;-2,06;22209388;93276;-5,00;238,0;238,0;238,0;238,1;ETB;EQTY
BVC;0,0;0,00;15555680;1292;0,00;0,0;0,0;0,0;12040,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;0,0;0,00;6883488;13392;0,00;0,0;0,0;0,0;514,0;CONCONCRETO S.A;EQTY
