Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;46100,0;-0,86;61535411980;1334488;-400,00;46300,0;46460,0;45840,0;46111,63;BANCO BANCOLOMBIA;EQTY
ECOPETROL;3320,0;0,61;49695895020;14978193;20,00;3295,0;3320,0;3275,0;3317,88;ECOPETROL;EQTY
GRUPOSURA;32960,0;-1,61;38524566060;1166995;-540,00;33500,0;33500,0;32960,0;33011,77;GRUPO SURA;EQTY
ISA;18640,0;-0,43;32123394920;1725636;-80,00;18720,0;18720,0;18320,0;18615,39;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;18360,0;2,23;30340850080;1655190;400,00;17960,0;18400,0;17940,0;18330,74;GRUPO ARGOS;EQTY
BCOLOMBIA;43720,0;-1,31;27980010120;639798;-580,00;44300,0;44500,0;43600,0;43732,57;BANCO BANCOLOMBIA;EQTY
PFAVAL;1440,0;0,00;20598760115;14304987;0,00;1430,0;1450,0;1425,0;1439,97;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;24900,0;-0,40;10747790080;430591;-100,00;24920,0;25160,0;24900,0;24960,55;GRUPO NUTRESA;EQTY
CEMARGOS;6920,0;0,00;8521083710;1226361;0,00;6940,0;7000,0;6880,0;6948,27;CEMENTOS ARGOS;EQTY
PFDAVVNDA;43960,0;-2,27;7472526080;169367;-1020,00;45000,0;45000,0;43960,0;44120,32;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;28400,0;-0,35;7128368260;250527;-100,00;28660,0;28860,0;28400,0;28453,49;GRUPO SURA;EQTY
ETB;253,0;2,43;4418409687;18712795;6,00;246,0;253,0;235,0;236,12;ETB;EQTY
HCOLSEL;15217,0;0,69;3499910000;230000;105,00;15217,0;15217,0;15217,0;15217,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GEB;2210,0;0,23;2786207660;1258722;5,00;2220,0;2220,0;2210,0;2213,52;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPOARG;13200,0;1,54;1800317260;137574;200,00;13000,0;13380,0;13000,0;13086,17;GRUPO ARGOS;EQTY
CORFICOLCF;30500,0;0,33;1738346920;57233;100,00;30000,0;30500,0;30000,0;30373,16;CORFICOLOMBIANA;EQTY
CELSIA;4380,0;-0,23;1306059245;296714;-10,00;4390,0;4480,0;4380,0;4401,74;CELSIA;EQTY
ICOLCAP;16720,0;0,54;1137970013;68105;90,00;16680,0;16735,5;16680,0;16709,05;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUBOLIVAR;73800,0;3,94;1062254000;15034;2800,00;70500,0;73800,0;70000,0;70656,78;GRUPO BOLIVAR;EQTY
MINEROS;3100,0;-2,21;642781710;206352;-70,00;3135,0;3165,0;3100,0;3114,98;MINEROS;EQTY
PFAVH;1860,0;-1,85;540349620;290461;-35,00;1850,0;1880,0;1840,0;1860,32;AVIANCA HOLDINGS S.A.;EQTY
CNEC;11760,0;-1,18;402128120;34130;-140,00;11800,0;11800,0;11740,0;11782,25;CANACOL ENERGY LTD;EQTY
ELCONDOR;1280,0;2,40;374854315;294531;30,00;1280,0;1280,0;1265,0;1272,72;EL CONDOR;EQTY
BOGOTA;87000,0;0,00;358353000;4119;0,00;87000,0;87000,0;87000,0;87000,0;BANCO DE BOGOTA;EQTY
CLH;4385,0;1,50;332669815;77081;65,00;4320,0;4385,0;4240,0;4315,85;CEMEX LATAM HOLDINGS;EQTY
PFCEMARGOS;5480,0;2,62;306772420;56125;140,00;5390,0;5480,0;5390,0;5465,88;CEMENTOS ARGOS;EQTY
GRUPOAVAL;1395,0;-1,06;237556965;169519;-15,00;1395,0;1420,0;1395,0;1401,36;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;13600,0;-2,86;169926000;12444;-400,00;14000,0;14000,0;13600,0;13655,26;EXITO;EQTY
PFCORFICOL;25100,0;0,40;110880800;4434;100,00;25000,0;25100,0;25000,0;25006,95;CORFICOLOMBIANA;EQTY
PROMIGAS;7980,0;2,31;88676760;11189;180,00;7800,0;7980,0;7800,0;7925,35;PROMIGAS;EQTY
GASNATURAL;73600,0;-1,97;73600000;1000;-1480,00;73600,0;73600,0;73600,0;73600,0;VANTI S.A. ESP;EQTY
BVC;11660,0;-1,02;34908660;2993;-120,00;11680,0;11680,0;11660,0;11663,43;BOLSA DE VALORES DE COLOMBIA;EQTY
TERPEL;10000,0;0,00;10000000;1000;0,00;10000,0;10000,0;10000,0;10000,0;ORGANIZACION TERPEL;EQTY
