Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3030,0;0,66;29239524520;9657346;20,00;3010,0;3045,0;3010,0;3027,7;ECOPETROL;EQTY
PFBCOLOM;41260,0;-1,01;9485728020;228010;-420,00;41120,0;42000,0;41120,0;41602,25;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;40760,0;-0,24;7141982600;174640;-100,00;41000,0;41000,0;40760,0;40895,46;BANCO DAVIVIENDA;EQTY
ICOLCAP;16251,0;0,72;6527809279;401320;116,00;16275,0;16292,0;16230,0;16265,85;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;19000,0;-0,84;5131667920;270330;-160,00;19160,0;19160,0;18840,0;18982,98;ISA INTERCONEXION ELECTRICA;EQTY
HCOLSEL;14748,0;0,54;4507015000;305000;79,00;14783,0;14783,0;14744,0;14777,1;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BCOLOMBIA;39080,0;-1,06;3611019520;91558;-420,00;39220,0;39700,0;39080,0;39439,69;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;34960,0;0,11;3477852500;99655;40,00;35100,0;35100,0;34780,0;34898,93;GRUPO SURA;EQTY
GRUPOARGOS;17620,0;-1,56;1736633280;97516;-280,00;17900,0;17920,0;17620,0;17808,7;GRUPO ARGOS;EQTY
PFAVAL;1290,0;-0,77;1602391390;1232741;-10,00;1300,0;1310,0;1290,0;1299,86;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;25400,0;-1,40;1580314680;61907;-360,00;25620,0;25620,0;25400,0;25527,24;GRUPO NUTRESA;EQTY
PFAVH;1700,0;-1,73;989739515;581053;-30,00;1730,0;1740,0;1685,0;1703,35;AVIANCA HOLDINGS S.A.;EQTY
EXITO;16980,0;0,12;915113460;53813;20,00;16940,0;17060,0;16940,0;17005,43;EXITO;EQTY
GEB;2140,0;0,94;904326570;423795;20,00;2120,0;2140,0;2120,0;2133,88;GRUPO ENERGIA BOGOTA;EQTY
BVC;12140,0;0,50;808937700;67347;60,00;12060,0;12140,0;12000,0;12011,49;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPSURA;32560,0;-0,43;594660500;18291;-140,00;32240,0;32720,0;32240,0;32511,1;GRUPO SURA;EQTY
CORFICOLCF;26920,0;0,00;569055900;21271;0,00;26580,0;26920,0;26500,0;26752,66;CORFICOLOMBIANA;EQTY
PROMIGAS;7100,0;0,00;536813500;75770;0,00;7000,0;7100,0;7000,0;7084,78;PROMIGAS;EQTY
CEMARGOS;7850,0;0,00;491626410;62625;0,00;7850,0;7860,0;7820,0;7850,32;CEMENTOS ARGOS;EQTY
CNEC;11040,0;1,66;427086160;39006;180,00;10940,0;11040,0;10900,0;10949,24;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;15080,0;-0,66;356606800;23824;-100,00;15200,0;15200,0;14880,0;14968,38;GRUPO ARGOS;EQTY
BOGOTA;73100,0;0,69;340855540;4697;500,00;71500,0;73100,0;71500,0;72568,78;BANCO DE BOGOTA;EQTY
CELSIA;4445,0;-1,11;219590850;49174;-50,00;4495,0;4495,0;4435,0;4465,59;CELSIA;EQTY
GRUPOAVAL;1295,0;1,17;184423370;143361;15,00;1280,0;1295,0;1280,0;1286,43;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;4530,0;-1,74;163117650;35437;-80,00;4620,0;4620,0;4530,0;4603,03;CEMEX LATAM HOLDINGS;EQTY
MINEROS;3030,0;-0,66;156557100;51856;-20,00;2990,0;3045,0;2990,0;3019,07;MINEROS;EQTY
PFCEMARGOS;6800,0;0,15;139489060;20682;10,00;6650,0;6800,0;6650,0;6744,47;CEMENTOS ARGOS;EQTY
POPULAR;325,0;3,17;79512615;248421;10,00;315,0;325,0;315,0;320,07;BANCO POPULAR;EQTY
ETB;249,0;-2,35;35267413;141137;-6,00;250,0;250,0;249,0;249,88;ETB;EQTY
CONCONCRET;525,0;0,00;35178360;66445;0,00;525,0;525,0;525,0;529,44;CONCONCRETO S.A;EQTY
COLTEJER;0,0;0,00;18716095;17118;0,00;0,0;0,0;0,0;1093,36;COLTEJER;EQTY
GRUBOLIVAR;0,0;0,00;8614500;136;0,00;0,0;0,0;0,0;63341,91;GRUPO BOLIVAR;EQTY
OCCIDENTE;0,0;0,00;5475000;146;0,00;0,0;0,0;0,0;37500,0;BANCO DE OCCIDENTE;EQTY
VILLAS;0,0;0,00;1480710;261;0,00;0,0;0,0;0,0;5673,22;BANCO AV VILLAS;EQTY
