Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2650,0;0,19;8555210235;3248654;5,00;2620,0;2680,0;2540,0;2633,46;ECOPETROL;EQTY
PFBCOLOM;32000,0;1,91;3621285280;113988;600,00;31480,0;32000,0;31480,0;31769,0;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;31600,0;3,95;2822855600;91089;1200,00;30400,0;31600,0;30400,0;30990,08;BANCO BANCOLOMBIA;EQTY
ISA;14000,0;0,14;1600034400;114425;20,00;13980,0;14000,0;13800,0;13983,26;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;32000,0;3,49;1199494360;38075;1080,00;30920,0;32000,0;30920,0;31503,46;BANCO DAVIVIENDA;EQTY
ICOLCAP;13440,0;0,75;942137250;70225;100,50;13405,0;13440,0;13405,0;13415,98;FONDO BURSATIL ISHARES COLCAP;EQTY
EXITO;12360,0;-0,32;904481380;74350;-40,00;12420,0;12420,0;12000,0;12165,18;EXITO;EQTY
GRUPOSURA;32300,0;0,56;743369820;23092;180,00;31920,0;32300,0;31840,0;32191,66;GRUPO SURA;EQTY
GRUPOARGOS;16820,0;-0,47;617846960;36406;-80,00;16600,0;17100,0;16600,0;16971,02;GRUPO ARGOS;EQTY
PFAVAL;996,0;-0,30;329009845;332897;-3,00;960,0;996,0;960,0;988,32;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPSURA;31040,0;-0,13;308891400;9990;-40,00;31060,0;31060,0;30060,0;30920,06;GRUPO SURA;EQTY
BVC;11900,0;-0,67;288380400;24234;-80,00;11900,0;11900,0;11900,0;11899,83;BOLSA DE VALORES DE COLOMBIA;EQTY
CLH;3540,0;-4,32;243521660;67642;-160,00;3700,0;3700,0;3540,0;3600,15;CEMEX LATAM HOLDINGS;EQTY
CEMARGOS;7100,0;2,01;183965550;26106;140,00;6870,0;7100,0;6870,0;7046,87;CEMENTOS ARGOS;EQTY
CORFICOLCF;16000,0;-2,44;178304340;10996;-400,00;16400,0;16400,0;16000,0;16215,38;CORFICOLOMBIANA;EQTY
PFAVH;1695,0;2,11;146421595;84913;35,00;1700,0;1775,0;1695,0;1724,37;AVIANCA HOLDINGS S.A.;EQTY
EEB;1765,0;-0,28;130745095;74023;-5,00;1765,0;1770,0;1765,0;1766,28;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;54060,0;-3,12;76664400;1375;-1740,00;58000,0;58000,0;54020,0;55755,93;BANCO DE BOGOTA;EQTY
ETB;257,0;2,39;73774810;294858;6,00;257,0;257,0;237,0;250,2;ETB;EQTY
PFGRUPOARG;13800,0;-4,83;27600000;2000;-700,00;13800,0;13800,0;13800,0;13800,0;GRUPO ARGOS;EQTY
ELCONDOR;1050,0;-4,55;24496500;23330;-50,00;1050,0;1050,0;1050,0;1050,0;EL CONDOR;EQTY
GRUPOAVAL;999,0;8,00;18447972;19092;74,00;999,0;999,0;999,0;966,27;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;0,0;0,00;2238000;6000;0,00;0,0;0,0;0,0;373,0;CONCONCRETO S.A;EQTY
PFCORFICOL;0,0;0,00;1711000;118;0,00;0,0;0,0;0,0;14500,0;CORFICOLOMBIANA;EQTY
