Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3055,0;3,04;46209063090;15356251;90,00;2985,0;3055,0;2985,0;3009,14;ECOPETROL;EQTY
PFBCOLOM;35700,0;0,56;18219844560;511243;200,00;35060,0;35900,0;35060,0;35638,33;BANCO BANCOLOMBIA;EQTY
ICOLCAP;14973,0;0,60;13867482229;925475;89,00;14985,0;14999,5;14973,0;14984,18;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;34800,0;0,87;13545994020;390396;300,00;33800,0;34900,0;33800,0;34698,09;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;35000,0;0,29;11033627040;316119;100,00;34900,0;35080,0;34680,0;34903,4;GRUPO SURA;EQTY
ISA;14120,0;0,86;7151284800;509202;120,00;13920,0;14120,0;13920,0;14044,1;ISA INTERCONEXION ELECTRICA;EQTY
EXITO;14600,0;-0,14;3660132560;250556;-20,00;14680,0;14700,0;14460,0;14608,04;EXITO;EQTY
CLH;5170,0;3,82;3595687970;697132;190,00;4985,0;5220,0;4985,0;5157,83;CEMEX LATAM HOLDINGS;EQTY
NUTRESA;26740,0;0,91;3559940060;133595;240,00;26700,0;26740,0;26300,0;26647,26;GRUPO NUTRESA;EQTY
GRUPOARGOS;18480,0;0,76;3559763600;194023;140,00;18320,0;18480,0;18240,0;18347,12;GRUPO ARGOS;EQTY
CEMARGOS;8150,0;0,00;2700886800;332019;0,00;8150,0;8150,0;8060,0;8134,74;CEMENTOS ARGOS;EQTY
PFAVAL;1130,0;0,89;2636437980;2345078;10,00;1115,0;1130,0;1115,0;1124,24;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPSURA;33300,0;-0,83;2536934900;76080;-280,00;33220,0;33420,0;33100,0;33345,62;GRUPO SURA;EQTY
PFDAVVNDA;37100,0;-0,80;2193221140;58969;-300,00;37000,0;37500,0;37000,0;37192,78;BANCO DAVIVIENDA;EQTY
GEB;1915,0;0,26;1941870590;1014717;5,00;1915,0;1920,0;1905,0;1913,71;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;22600,0;0,89;1549646680;68784;200,00;22400,0;22700,0;22320,0;22529,17;CORFICOLOMBIANA;EQTY
PFGRUPOARG;15360,0;0,26;1442061300;94647;40,00;15300,0;15360,0;15100,0;15236,21;GRUPO ARGOS;EQTY
PFCEMARGOS;6680,0;-1,04;799178100;119311;-70,00;6700,0;6720,0;6680,0;6698,28;CEMENTOS ARGOS;EQTY
PFAVH;1840,0;1,10;576040750;316485;20,00;1825,0;1840,0;1800,0;1820,12;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;63000,0;0,06;511346280;8106;40,00;62980,0;63480,0;62960,0;63082,44;BANCO DE BOGOTA;EQTY
CELSIA;4315,0;0,47;316801785;73541;20,00;4295,0;4315,0;4295,0;4307,83;CELSIA;EQTY
BVC;11120,0;-1,42;152286220;13632;-160,00;11180,0;11180,0;11100,0;11171,23;BOLSA DE VALORES DE COLOMBIA;EQTY
BMC;1100,0;0,00;110000000;100000;0,00;1100,0;1100,0;1100,0;1100,0;BMC BOLSA MERCANTIL DE COL;EQTY
GRUPOAVAL;1125,0;-0,88;107991905;96445;-10,00;1120,0;1125,0;1120,0;1119,73;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;2000,0;1,27;85700000;43000;25,00;1990,0;2000,0;1990,0;1993,02;MINEROS;EQTY
CONCONCRET;357,0;3,18;43761600;122850;11,00;356,0;357,0;356,0;356,22;CONCONCRETO S.A;EQTY
CNEC;9930,0;-0,70;35193200;3530;-70,00;9950,0;9950,0;9930,0;9969,75;CANACOL ENERGY LTD;EQTY
PROMIGAS;5590,0;4,29;24998480;4472;230,00;5590,0;5590,0;5590,0;5590,0;PROMIGAS;EQTY
ELCONDOR;1135,0;4,61;23776980;21388;50,00;1135,0;1135,0;1135,0;1111,7;EL CONDOR;EQTY
FABRICATO;0,0;0,00;9410000;1200000;0,00;0,0;0,0;0,0;7,84;FABRICATO;EQTY
ETB;0,0;0,00;6370032;25738;0,00;0,0;0,0;0,0;247,5;ETB;EQTY
BBVACOL;0,0;0,00;1090520;3980;0,00;0,0;0,0;0,0;274,0;BBVA COLOMBIA;EQTY
