Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;39080,0;-0,66;22046589120;561995;-260,00;39100,0;39380,0;39080,0;39229,16;BANCO BANCOLOMBIA;EQTY
ECOPETROL;3005,0;-0,50;20520243960;6765603;-15,00;3030,0;3055,0;3005,0;3033,03;ECOPETROL;EQTY
GEB;2130,0;-1,39;12511740380;5826372;-30,00;2160,0;2160,0;2130,0;2147,43;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;33700,0;-1,29;10177227560;298921;-440,00;34240,0;34440,0;33700,0;34046,55;GRUPO SURA;EQTY
GRUPOARGOS;17000,0;-1,73;8300452000;479969;-300,00;17300,0;17660,0;17000,0;17293,73;GRUPO ARGOS;EQTY
EXITO;14280,0;1,42;7983662020;570454;200,00;14060,0;14280,0;13900,0;13995,28;EXITO;EQTY
BCOLOMBIA;37680,0;-0,42;7849605320;207855;-160,00;37840,0;37940,0;37680,0;37764,81;BANCO BANCOLOMBIA;EQTY
ICOLCAP;15396,5;-0,54;6417392955;418137;-83,50;15340,0;15397,5;15332,0;15347,58;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;15540,0;0,26;6094003100;391139;40,00;15500,0;15680,0;15420,0;15580,15;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;1190,0;-1,65;5618929990;4679963;-20,00;1205,0;1210,0;1190,0;1200,64;GRUPO AVAL ACCIONES Y VALORES;EQTY
HCOLSEL;13833,0;-0,98;4418310000;320000;-137,00;13803,0;13833,0;13803,0;13807,22;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
NUTRESA;26320,0;0,53;4127458760;157078;140,00;26140,0;26380,0;26000,0;26276,49;GRUPO NUTRESA;EQTY
PFGRUPOARG;14300,0;0,70;3155855060;220034;100,00;14340,0;14400,0;14300,0;14342,58;GRUPO ARGOS;EQTY
CEMARGOS;7450,0;-2,61;3140434780;418308;-200,00;7660,0;7660,0;7450,0;7507,47;CEMENTOS ARGOS;EQTY
PFGRUPSURA;31460,0;0,19;2652435260;84315;60,00;31400,0;31980,0;31000,0;31458,64;GRUPO SURA;EQTY
PFAVH;1315,0;-5,40;1639893695;1243392;-75,00;1390,0;1390,0;1245,0;1318,89;AVIANCA HOLDINGS S.A.;EQTY
PFDAVVNDA;36660,0;-0,16;1147392500;30996;-60,00;36800,0;37080,0;36660,0;37017,44;BANCO DAVIVIENDA;EQTY
CELSIA;4390,0;2,09;1053055615;243901;90,00;4305,0;4395,0;4305,0;4317,55;CELSIA;EQTY
TERPEL;10700,0;0,00;642000000;60000;0,00;10700,0;10700,0;10700,0;10700,0;ORGANIZACION TERPEL;EQTY
CORFICOLCF;23400,0;2,63;547240800;23572;600,00;23040,0;23400,0;23020,0;23215,71;CORFICOLOMBIANA;EQTY
MINEROS;2345,0;-0,42;473016045;201713;-10,00;2345,0;2345,0;2345,0;2345,0;MINEROS;EQTY
CLH;4490,0;0,22;201742595;44879;10,00;4500,0;4500,0;4490,0;4495,26;CEMEX LATAM HOLDINGS;EQTY
BOGOTA;66960,0;0,93;197169900;2950;620,00;66380,0;66980,0;66380,0;66837,25;BANCO DE BOGOTA;EQTY
ELCONDOR;1270,0;0,00;189963680;155000;0,00;1215,0;1270,0;1215,0;1225,57;EL CONDOR;EQTY
PFCEMARGOS;6360,0;0,00;127112540;19968;0,00;6360,0;6380,0;6360,0;6365,81;CEMENTOS ARGOS;EQTY
GRUPOAVAL;1190,0;-0,83;92648880;77385;-10,00;1200,0;1200,0;1190,0;1197,25;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;51000,0;-1,92;90729000;1779;-1000,00;51000,0;51000,0;51000,0;51000,0;GRUPO BOLIVAR;EQTY
CONCONCRET;525,0;0,96;84437984;161206;5,00;530,0;530,0;520,0;523,79;CONCONCRETO S.A;EQTY
BBVACOL;310,0;0,00;11297330;36443;0,00;310,0;310,0;310,0;310,0;BBVA COLOMBIA;EQTY
BVC;0,0;0,00;5818820;480;0,00;0,0;0,0;0,0;12122,54;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;0,0;0,00;4724400;465;0,00;0,0;0,0;0,0;10160,0;CANACOL ENERGY LTD;EQTY
ETB;0,0;0,00;1886560;7800;0,00;0,0;0,0;0,0;241,87;ETB;EQTY
