Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2885,0;0,70;46743922800;16100072;20,00;2875,0;2930,0;2875,0;2903,34;ECOPETROL;EQTY
PFBCOLOM;41560,0;-0,34;29715239820;718708;-140,00;41620,0;41620,0;41080,0;41345,36;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;18180,0;-1,52;14651956680;796830;-280,00;18480,0;18620,0;18180,0;18387,81;GRUPO ARGOS;EQTY
GRUPOSURA;33540,0;-1,24;11781747120;347453;-420,00;33780,0;34240,0;33540,0;33908,89;GRUPO SURA;EQTY
BCOLOMBIA;38800,0;0,31;10458766680;272031;120,00;38600,0;38900,0;38100,0;38446,97;BANCO BANCOLOMBIA;EQTY
PFAVAL;1265,0;-0,39;6851343160;5381470;-5,00;1280,0;1280,0;1265,0;1273,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;17580,0;0,11;6660513680;378772;20,00;17620,0;17620,0;17560,0;17584,49;EXITO;EQTY
ISA;19380,0;0,00;6112155620;317875;0,00;19160,0;19380,0;19040,0;19228,17;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;41440,0;-0,19;5939192040;143408;-80,00;41760,0;41960,0;41120,0;41414,65;BANCO DAVIVIENDA;EQTY
HCOLSEL;14565,0;0,73;4952100000;340000;105,00;14565,0;14565,0;14565,0;14565,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CEMARGOS;7640,0;-0,91;4565535780;595158;-70,00;7680,0;7720,0;7600,0;7671,13;CEMENTOS ARGOS;EQTY
ICOLCAP;15913,0;-0,19;4032730408;252614;-30,50;15965,0;15979,5;15913,0;15964,0;FONDO BURSATIL ISHARES COLCAP;EQTY
CORFICOLCF;26020,0;-0,61;3421040560;131091;-160,00;26100,0;26360,0;26000,0;26096,69;CORFICOLOMBIANA;EQTY
PFAVH;1220,0;7,02;1513166985;1251340;80,00;1150,0;1240,0;1150,0;1209,24;AVIANCA HOLDINGS S.A.;EQTY
GEB;2170,0;0,00;1159842090;534351;0,00;2170,0;2180,0;2165,0;2170,56;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;31100,0;-0,96;1070101640;34212;-300,00;31500,0;31500,0;31100,0;31278,55;GRUPO SURA;EQTY
NUTRESA;25380,0;-0,78;1025814680;40302;-200,00;25500,0;25600,0;25380,0;25453,2;GRUPO NUTRESA;EQTY
PFGRUPOARG;14100,0;-0,14;761033600;54108;-20,00;14200,0;14200,0;14020,0;14065,08;GRUPO ARGOS;EQTY
GRUBOLIVAR;65000,0;0,00;655005000;10077;0,00;65000,0;65000,0;65000,0;65000,0;GRUPO BOLIVAR;EQTY
CNEC;12020,0;0,17;586709080;48592;20,00;12000,0;12200,0;12000,0;12074,19;CANACOL ENERGY LTD;EQTY
BOGOTA;73000,0;0,00;342110200;4687;0,00;72980,0;73000,0;72980,0;72991,3;BANCO DE BOGOTA;EQTY
MINEROS;3120,0;0,00;320754000;102819;0,00;3100,0;3120,0;3100,0;3119,6;MINEROS;EQTY
CELSIA;4375,0;-0,23;186868985;42558;-10,00;4385,0;4400,0;4360,0;4390,92;CELSIA;EQTY
CLH;4380,0;-0,45;98159860;22321;-20,00;4420,0;4420,0;4380,0;4397,65;CEMEX LATAM HOLDINGS;EQTY
PFCEMARGOS;6300,0;0,00;97735800;15530;0,00;6300,0;6300,0;6260,0;6293,35;CEMENTOS ARGOS;EQTY
GRUPOAVAL;1265,0;0,40;91341450;71930;5,00;1275,0;1275,0;1265,0;1269,87;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;11940,0;-0,83;62392800;5220;-100,00;12000,0;12000,0;11940,0;11952,64;BOLSA DE VALORES DE COLOMBIA;EQTY
BBVACOL;340,0;0,00;60088593;176368;0,00;341,0;341,0;340,0;340,7;BBVA COLOMBIA;EQTY
OCCIDENTE;37000,0;0,00;49506000;1338;0,00;37000,0;37000,0;37000,0;37000,0;BANCO DE OCCIDENTE;EQTY
PROMIGAS;7600,0;2,56;38306140;5121;190,00;7400,0;7600,0;7400,0;7480,21;PROMIGAS;EQTY
CONCONCRET;505,0;0,00;26937404;53138;0,00;508,0;508,0;505,0;506,93;CONCONCRETO S.A;EQTY
ETB;234,0;-1,68;16145682;68799;-4,00;234,0;234,0;234,0;234,68;ETB;EQTY
VILLAS;0,0;0,00;4798260;874;0,00;0,0;0,0;0,0;5490,0;BANCO AV VILLAS;EQTY
ENKA;0,0;0,00;1204000;140000;0,00;0,0;0,0;0,0;8,6;ENKA DE COLOMBIA;EQTY
