Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
EXITO;16680,0;0,24;14130478580;847838;40,00;16580,0;16800,0;16420,0;16666,48;EXITO;EQTY
ECOPETROL;2920,0;-0,85;12706911000;4335966;-25,00;2945,0;2955,0;2920,0;2930,58;ECOPETROL;EQTY
PFBCOLOM;40800,0;0,49;10371717840;253643;200,00;40780,0;40980,0;40760,0;40891,01;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;38640,0;0,05;5997320200;155187;20,00;38700,0;38720,0;38600,0;38645,76;BANCO BANCOLOMBIA;EQTY
ISA;17860,0;0,22;5131304640;287437;40,00;17620,0;17980,0;17620,0;17851,93;ISA INTERCONEXION ELECTRICA;EQTY
BBVACOL;312,0;-5,45;4325627296;13862908;-18,00;320,0;320,0;312,0;312,03;BBVA COLOMBIA;EQTY
NUTRESA;25020,0;-0,87;4320050760;171717;-220,00;25520,0;25520,0;24720,0;25157,97;GRUPO NUTRESA;EQTY
GRUPOSURA;34100,0;0,18;3573238680;104966;60,00;34100,0;34300,0;33720,0;34041,87;GRUPO SURA;EQTY
GEB;2110,0;-0,71;3198997035;1515355;-15,00;2120,0;2120,0;2100,0;2111,05;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;17300,0;1,05;2511638920;145891;180,00;17140,0;17300,0;17120,0;17215,86;GRUPO ARGOS;EQTY
PFAVAL;1285,0;0,39;1607490515;1254957;5,00;1255,0;1285,0;1255,0;1280,91;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;7500,0;0,00;1507977450;201216;0,00;7460,0;7500,0;7450,0;7494,32;CEMENTOS ARGOS;EQTY
PFBBVACOL;310,0;14,81;1133094950;3655145;40,00;310,0;310,0;310,0;310,0;BBVA COLOMBIA;EQTY
PFGRUPSURA;31640,0;-0,38;792601000;25017;-120,00;31820,0;32060,0;31600,0;31682,5;GRUPO SURA;EQTY
BVC;12560,0;0,80;791106960;63279;100,00;12500,0;12560,0;12500,0;12501,89;BOLSA DE VALORES DE COLOMBIA;EQTY
ICOLCAP;15752,0;-0,25;532627162;33834;-39,50;15777,5;15777,5;15682,0;15742,36;FONDO BURSATIL ISHARES COLCAP;EQTY
PFDAVVNDA;40480,0;0,95;425483460;10537;380,00;40140,0;40480,0;40020,0;40379,94;BANCO DAVIVIENDA;EQTY
CNEC;10800,0;0,93;390535600;36235;100,00;10720,0;10820,0;10720,0;10777,86;CANACOL ENERGY LTD;EQTY
BOGOTA;67220,0;-0,03;359391420;5334;-20,00;68000,0;68000,0;67220,0;67377,47;BANCO DE BOGOTA;EQTY
PFGRUPOARG;14080,0;1,59;169041800;12016;220,00;13800,0;14240,0;13800,0;14068,06;GRUPO ARGOS;EQTY
PFAVH;1535,0;1,32;167611395;110104;20,00;1505,0;1535,0;1505,0;1522,3;AVIANCA HOLDINGS S.A.;EQTY
CELSIA;4345,0;0,70;150323970;34581;30,00;4345,0;4350,0;4345,0;4347,01;CELSIA;EQTY
CORFICOLCF;24900,0;0,57;145383960;5873;140,00;24600,0;24900,0;24600,0;24754,63;CORFICOLOMBIANA;EQTY
PFCEMARGOS;6250,0;-0,95;124263360;19836;-60,00;6290,0;6290,0;6250,0;6264,54;CEMENTOS ARGOS;EQTY
MINEROS;2670,0;0,75;112446600;42255;20,00;2630,0;2670,0;2630,0;2661,14;MINEROS;EQTY
CONCONCRET;505,0;1,61;112121852;223717;8,00;499,0;505,0;495,0;501,18;CONCONCRETO S.A;EQTY
CLH;4550,0;1,11;91000000;20000;50,00;4550,0;4550,0;4550,0;4550,0;CEMEX LATAM HOLDINGS;EQTY
GRUBOLIVAR;52980,0;0,04;72688560;1372;20,00;52980,0;52980,0;52980,0;52980,0;GRUPO BOLIVAR;EQTY
GRUPOAVAL;1295,0;2,78;16077460;12621;35,00;1295,0;1295,0;1295,0;1273,87;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;0,0;0,00;3616772;14682;0,00;0,0;0,0;0,0;246,34;ETB;EQTY
PFCORFICOL;0,0;0,00;3156520;146;0,00;0,0;0,0;0,0;21620,0;CORFICOLOMBIANA;EQTY
OCCIDENTE;0,0;0,00;1752000;48;0,00;0,0;0,0;0,0;36500,0;BANCO DE OCCIDENTE;EQTY
