Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;3725,0;0.13;37680501730,0;10154412,0;5.00;3720,0;3730,0;3695,0;3710,75;ECOPETROL
PREC;49620,0;1.55;34293609080,0;692788,0;-780.00;50000,0;50400,0;48900,0;49500,87;PACIFIC EXPLOR AND PROD CORP
PMGC;53280,0;0.0;22487885440,0;414031,0;-;55220,0;55280,0;52600,0;54314,5;PETROMINERALES LTD
EXITO;24100,0;0.0;11300362020,0;469162,0;0.00;24200,0;24200,0;23800,0;24086,27;EXITO
GRUPOSURA;35340,0;1.01;11071788540,0;313126,0;-360.00;35400,0;35580,0;35220,0;35358,89;GRUPO SURA
NUTRESA;21960,0;1.08;8730220480,0;398830,0;-240.00;22140,0;22140,0;21500,0;21889,58;GRUPO NUTRESA
FABRICATO;71,5;0.0;7202566837,0;101137500,0;0.00;72,0;72,5;70,5;71,22;FABRICATO
PFBCOLOM;28820,0;0.62;4327754880,0;150045,0;-180.00;28820,0;29100,0;28280,0;28843,05;BANCO BANCOLOMBIA
PFAVAL;1275,0;0.39;3819991890,0;3007928,0;5.00;1265,0;1275,0;1260,0;1269,97;GRUPO AVAL ACCIONES Y VALORES
COLINVERS;5010,0;2.66;3094844615,0;628422,0;130.00;4890,0;5020,0;4810,0;4924,79;CELSIA
PFAVTA;4575,0;0.11;2582387945,0;569139,0;-5.00;4515,0;4610,0;4495,0;4537,36;AVIANCA HOLDINGS S.A.
CEMARGOS;11180,0;1.08;2015085060,0;182966,0;120.00;11000,0;11180,0;10940,0;11013,44;CEMENTOS ARGOS
BCOLOMBIA;28500,0;0.97;1798272960,0;63213,0;-280.00;28320,0;28700,0;28200,0;28447,83;BANCO BANCOLOMBIA
ISAGEN;2335,0;0.85;1563156975,0;671505,0;-20.00;2370,0;2370,0;2300,0;2327,84;ISAGEN
ETB;542,0;1.45;1479937792,0;2731480,0;-8.00;549,0;550,0;533,0;541,81;ETB
GRUPOAVAL;1280,0;0.39;1124902330,0;882182,0;-5.00;1275,0;1280,0;1265,0;1275,14;GRUPO AVAL ACCIONES Y VALORES
CORFICOLCF;33020,0;0.6;1097354060,0;33222,0;-200.00;33000,0;33100,0;32200,0;33030,95;CORFICOLOMBIANA
ODINSA;8400,0;0.71;982800000,0;117000,0;-60.00;8400,0;8400,0;8400,0;8400,0;ODINSA
