Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
EXITO;18900,0;11.27;21058088480,0;1101905,0;-2400,0;21300,0;21300,0;18520,0;19110,62;EXITO
PFBCOLOM;27680,0;0.07;11579799860,0;418542,0;20,0;27540,0;27740,0;27540,0;27667,0;BANCO BANCOLOMBIA
ECOPETROL;1565,0;2.8;10007944830,0;6345655,0;-45,0;1605,0;1605,0;1550,0;1577,13;ECOPETROL
PFDAVVNDA;25920,0;2.11;2912896740,0;112487,0;-560,0;25940,0;25960,0;25800,0;25895,41;BANCO DAVIVIENDA
NUTRESA;21980,0;0.63;2865370380,0;129690,0;-140,0;22140,0;22200,0;21860,0;22094,0;GRUPO NUTRESA
GRUPOARGOS;16980,0;2.41;2073330780,0;122048,0;-420,0;16980,0;17000,0;16940,0;16987,83;GRUPO ARGOS
PFGRUPSURA;36600,0;0.0;1957751800,0;54038,0;0,0;35880,0;36600,0;35860,0;36229,17;GRUPO SURA
PFAVAL;1240,0;0.0;1759020300,0;1422685,0;0,0;1240,0;1240,0;1230,0;1236,41;GRUPO AVAL ACCIONES Y VALORES
GRUPOSURA;36860,0;0.38;1466055060,0;39855,0;-140,0;36460,0;36860,0;36460,0;36784,72;GRUPO SURA
PFGRUPOARG;16320,0;1.33;1296769360,0;79029,0;-220,0;16300,0;16500,0;16300,0;16408,78;GRUPO ARGOS
CLH;12500,0;1.11;1117744940,0;89466,0;-140,0;12660,0;12660,0;12400,0;12493,52;CEMEX LATAM HOLDINGS
ISAGEN;2860,0;2.39;973637700,0;336789,0;-70,0;2950,0;2950,0;2835,0;2890,94;ISAGEN
PFCEMARGOS;9100,0;3.19;878661380,0;95997,0;-300,0;9060,0;9400,0;9060,0;9153,01;CEMENTOS ARGOS
PFAVH;3085,0;1.12;816346440,0;263835,0;-35,0;3120,0;3120,0;3060,0;3094,16;AVIANCA HOLDINGS S.A.
CORFICOLCF;37560,0;0.63;784417800,0;21054,0;-240,0;36880,0;37560,0;36880,0;37257,42;CORFICOLOMBIANA
CEMARGOS;9590,0;2.84;712417520,0;74412,0;-280,0;9700,0;9700,0;9490,0;9573,96;CEMENTOS ARGOS
ISA;7020,0;0.85;605978950,0;86491,0;-60,0;7060,0;7060,0;6950,0;7006,27;ISA INTERCONEXION ELECTRICA
EEB;1670,0;0.0;534401090,0;320258,0;0,0;1680,0;1680,0;1645,0;1668,66;GRUPO ENERGIA BOGOTA
BCOLOMBIA;26260,0;0.92;511795060,0;19450,0;240,0;26380,0;26380,0;26240,0;26313,37;BANCO BANCOLOMBIA
ETB;562,0;0.0;476157284,0;846339,0;0,0;562,0;564,0;559,0;562,61;ETB
CELSIA;4135,0;1.31;366290640,0;88115,0;-55,0;4160,0;4200,0;4135,0;4156,96;CELSIA
BVC;16,0;0.62;294119553,3;18288554,0;-0,1;16,0;16,3;16,0;16,08;BOLSA DE VALORES DE COLOMBIA
CNEC;5350,0;2.73;290866330,0;53682,0;-150,0;5430,0;5450,0;5350,0;5418,32;CANACOL ENERGY LTD
PREC;7500,0;4.09;250273040,0;32917,0;-320,0;7500,0;7500,0;7500,0;7603,15;PACIFIC EXPLOR AND PROD CORP
BOGOTA;60760,0;1.23;172282360,0;2871,0;740,0;59920,0;60760,0;59920,0;60007,79;BANCO DE BOGOTA
FABRICATO;18,3;2.23;138701973,4;7564416,0;0,4;18,8;18,8;18,3;18,34;FABRICATO
GRUPOAVAL;1225,0;0.0;63635845,0;52405,0;0,0;1225,0;1225,0;1225,0;1214,31;GRUPO AVAL ACCIONES Y VALORES
MINEROS;0,0;0.0;29129405,0;16638,0;0,0;0,0;0,0;0,0;1750,78;MINEROS
TERPEL;0,0;0.0;15400000,0;1000,0;0,0;0,0;0,0;0,0;15400,0;ORGANIZACION TERPEL
CONCONCRET;0,0;0.0;9588375,0;8335,0;0,0;0,0;0,0;0,0;1150,37;CONCONCRETO S.A
VALOREM;0,0;0.0;994500,0;2550,0;0,0;0,0;0,0;0,0;390,0;VALOREM S.A.
