Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
CLH;11800,0;1.72;33271604540,0;2863086,0;200,0;11640,0;11820,0;11600,0;11620,89;CEMEX LATAM HOLDINGS
ECOPETROL;1530,0;0.0;27227712605,0;17882900,0;0,0;1515,0;1530,0;1515,0;1522,56;ECOPETROL
PFBCOLOM;27240,0;0.29;8576780040,0;314284,0;-80,0;27320,0;27420,0;27040,0;27289,9;BANCO BANCOLOMBIA
GRUPOSURA;36780,0;0.88;5585452420,0;152695,0;320,0;36440,0;36800,0;35980,0;36579,14;GRUPO SURA
PREC;9300,0;7.92;4664282480,0;496228,0;-800,0;10200,0;10200,0;8730,0;9399,47;PACIFIC EXPLOR AND PROD CORP
BCOLOMBIA;25740,0;1.23;4144259360,0;159242,0;-320,0;25960,0;26060,0;25740,0;26024,91;BANCO BANCOLOMBIA
EXITO;20180,0;0.4;4139717220,0;206077,0;80,0;20000,0;20180,0;19900,0;20088,21;EXITO
PFAVH;2590,0;5.47;4016192330,0;1543405,0;-150,0;2660,0;2660,0;2575,0;2602,16;AVIANCA HOLDINGS S.A.
EEB;1685,0;1.51;3785113660,0;2255944,0;25,0;1655,0;1690,0;1655,0;1677,84;GRUPO ENERGIA BOGOTA
GRUPOARGOS;16940,0;0.24;3639007840,0;215110,0;40,0;16800,0;16980,0;16800,0;16916,96;GRUPO ARGOS
PFDAVVNDA;25060,0;1.57;2664891160,0;105848,0;-400,0;25400,0;25400,0;25060,0;25176,58;BANCO DAVIVIENDA
PFGRUPSURA;35780,0;0.22;2491815700,0;69714,0;80,0;35660,0;35780,0;35500,0;35743,4;GRUPO SURA
PFCEMARGOS;8810,0;2.11;2291937090,0;258293,0;-190,0;8920,0;8940,0;8810,0;8873,4;CEMENTOS ARGOS
ICOLCAP;12950,5;0.57;2251414268,0;175038,0;73,5;12845,5;12950,5;12835,5;12862,43;FONDO BURSATIL ISHARES COLCAP
ISA;6780,0;3.83;1848475030,0;271153,0;-270,0;6920,0;6920,0;6780,0;6817,09;ISA INTERCONEXION ELECTRICA
ISAGEN;2830,0;0.7;1681967920,0;591405,0;-20,0;2840,0;2875,0;2830,0;2844,02;ISAGEN
ETB;560,0;0.9;1575239904,0;2815836,0;5,0;554,0;563,0;554,0;559,42;ETB
CORFICOLCF;36420,0;2.83;1555270080,0;42599,0;-1060,0;36680,0;37100,0;36420,0;36509,54;CORFICOLOMBIANA
NUTRESA;20560,0;1.63;1506486040,0;72910,0;-340,0;20820,0;20820,0;20520,0;20662,27;GRUPO NUTRESA
CEMARGOS;9300,0;2.41;1368227660,0;146958,0;-230,0;9410,0;9410,0;9300,0;9310,33;CEMENTOS ARGOS
PFAVAL;1195,0;1.65;1333821690,0;1110613,0;-20,0;1205,0;1205,0;1195,0;1200,98;GRUPO AVAL ACCIONES Y VALORES
PFGRUPOARG;16320,0;0.62;1231518420,0;75670,0;100,0;16200,0;16380,0;16200,0;16274,86;GRUPO ARGOS
CNEC;5050,0;2.7;972809520,0;192260,0;-140,0;5090,0;5100,0;5010,0;5059,86;CANACOL ENERGY LTD
CELSIA;3950,0;0.88;759806135,0;190189,0;-35,0;4000,0;4000,0;3950,0;3995,01;CELSIA
BVC;16,0;1.91;186530456,7;11714531,0;0,3;15,8;16,0;15,8;15,92;BOLSA DE VALORES DE COLOMBIA
BOGOTA;58620,0;0.61;155413140,0;2673,0;-360,0;58560,0;58620,0;57000,0;58141,84;BANCO DE BOGOTA
ENKA;11,4;0.0;40556149,8;3557557,0;0,0;11,4;11,4;11,4;11,4;ENKA DE COLOMBIA
PAZRIO;11,0;18.52;33000000,0;3000000,0;-2,5;11,0;11,0;11,0;11,0;ACER. PAZ DEL RIO
PFCARPAK;0,0;0.0;20740130,0;14088,0;0,0;0,0;0,0;0,0;1472,18;CARVAJAL EMPAQUES S.A.
GRUPOAVAL;0,0;0.0;20320805,0;17045,0;0,0;0,0;0,0;0,0;1192,19;GRUPO AVAL ACCIONES Y VALORES
FABRICATO;17,1;0.0;18510750,0;1085500,0;0,0;17,1;17,1;17,1;17,05;FABRICATO
TERPEL;0,0;0.0;15159300,0;1035,0;0,0;0,0;0,0;0,0;14646,67;ORGANIZACION TERPEL
OCCIDENTE;0,0;0.0;13885200,0;406,0;0,0;0,0;0,0;0,0;34200,0;BANCO DE OCCIDENTE
MINEROS;0,0;0.0;13794425,0;7978,0;0,0;0,0;0,0;0,0;1729,06;MINEROS
ELCONDOR;0,0;0.0;13088560,0;11092,0;0,0;0,0;0,0;0,0;1180,0;EL CONDOR
CONCONCRET;0,0;0.0;9904160,0;8600,0;0,0;0,0;0,0;0,0;1151,65;CONCONCRETO S.A
VALOREM;0,0;0.0;7982000,0;19955,0;0,0;0,0;0,0;0,0;400,0;VALOREM S.A.
VALSIMESA;0,0;0.0;6241125,0;4895,0;0,0;0,0;0,0;0,0;1275,0;VALORES SIMESA
POPULAR;0,0;0.0;3048584,0;7777,0;0,0;0,0;0,0;0,0;392,0;BANCO POPULAR
SDCORFIC;0,0;0.0;2550320,0;71,0;0,0;0,0;0,0;0,0;35920,0;CORFICOLOMBIANA
SOCBOLIVAR;0,0;0.0;1746600,0;30,0;0,0;0,0;0,0;0,0;58220,0;GRUPO BOLIVAR
