Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;1655,0;1.22;42677670015,0;25925306,0;20,0;1630,0;1655,0;1620,0;1646,18;ECOPETROL
NUTRESA;22980,0;0.88;13320405180,0;585428,0;200,0;22700,0;23000,0;22700,0;22753,28;GRUPO NUTRESA
EEB;1640,0;1.23;13105695795,0;8075604,0;20,0;1625,0;1645,0;1620,0;1622,87;GRUPO ENERGIA BOGOTA
PFAVAL;1285,0;0.39;12235277410,0;9548981,0;5,0;1280,0;1285,0;1275,0;1281,32;GRUPO AVAL ACCIONES Y VALORES
PFBCOLOM;27560,0;0.73;9151474580,0;332502,0;200,0;27380,0;27800,0;27340,0;27523,07;BANCO BANCOLOMBIA
CEMARGOS;9380,0;1.19;5050491270,0;538626,0;110,0;9340,0;9470,0;9340,0;9376,62;CEMENTOS ARGOS
ISA;7450,0;2.19;3067477820,0;413845,0;160,0;7300,0;7450,0;7300,0;7412,14;ISA INTERCONEXION ELECTRICA
GRUPOARGOS;16800,0;0.24;2995169080,0;178298,0;40,0;16780,0;16920,0;16760,0;16798,67;GRUPO ARGOS
PREC;7000,0;8.19;2643184070,0;389258,0;530,0;6470,0;7000,0;6470,0;6790,31;PACIFIC EXPLOR AND PROD CORP
PFCEMARGOS;8960,0;0.67;2487633620,0;277871,0;60,0;8900,0;9020,0;8900,0;8952,48;CEMENTOS ARGOS
CNEC;5900,0;8.46;2380929220,0;416418,0;460,0;5480,0;5900,0;5440,0;5717,64;CANACOL ENERGY LTD
PFAVH;3620,0;0.7;2348724090,0;646799,0;25,0;3600,0;3650,0;3600,0;3631,3;AVIANCA HOLDINGS S.A.
PFGRUPSURA;36020,0;0.17;2342611740,0;64710,0;-60,0;36100,0;36300,0;36020,0;36201,7;GRUPO SURA
CLH;12980,0;0.78;2151265360,0;166262,0;100,0;12920,0;12980,0;12920,0;12939,01;CEMEX LATAM HOLDINGS
CELSIA;4425,0;2.67;1609971280,0;368187,0;115,0;4315,0;4480,0;4315,0;4372,7;CELSIA
GRUPOSURA;36700,0;0.82;1459452460,0;39845,0;300,0;36400,0;36800,0;36400,0;36628,25;GRUPO SURA
PFGRUPOARG;16660,0;0.6;1180445240,0;71171,0;100,0;16520,0;16660,0;16520,0;16586,04;GRUPO ARGOS
EXITO;22280,0;1.27;1169473980,0;52751,0;280,0;22040,0;22280,0;22040,0;22169,7;EXITO
BCOLOMBIA;26500,0;0.38;1166628500,0;44180,0;100,0;26180,0;26500,0;26180,0;26406,26;BANCO BANCOLOMBIA
PFDAVVNDA;26700,0;1.37;1100779860,0;41344,0;360,0;26180,0;26700,0;26180,0;26624,9;BANCO DAVIVIENDA
CORFICOLCF;36900,0;1.54;1023329200,0;27851,0;560,0;36400,0;36900,0;36400,0;36743,0;CORFICOLOMBIANA
ISAGEN;2785,0;0.18;946714790,0;338266,0;-5,0;2770,0;2820,0;2770,0;2798,73;ISAGEN
BOGOTA;61000,0;0.0;576871000,0;9456,0;0,0;61000,0;61000,0;61000,0;61005,82;BANCO DE BOGOTA
ETB;512,0;0.19;403926837,0;796460,0;-1,0;506,0;512,0;506,0;507,15;ETB
BVC;17,0;0.0;194258851,3;11463713,0;0,0;16,9;17,0;16,9;16,95;BOLSA DE VALORES DE COLOMBIA
GRUPOAVAL;1275,0;0.39;137744270,0;108025,0;5,0;1270,0;1280,0;1270,0;1275,11;GRUPO AVAL ACCIONES Y VALORES
ICOLCAP;13410,0;0.45;93642030,0;6983,0;60,0;13410,0;13410,0;13410,0;13410,0;FONDO BURSATIL ISHARES COLCAP
TERPEL;15400,0;0.0;74531800,0;4841,0;0,0;15400,0;15400,0;15400,0;15395,95;ORGANIZACION TERPEL
MANCEMENTO;41100,0;1.25;49320000,0;1200,0;-520,0;41100,0;41100,0;41100,0;41100,0;MANUF. DE CEMENTO
MINEROS;1555,0;5.42;43249130,0;26951,0;80,0;1555,0;1555,0;1555,0;1604,73;MINEROS
CONCONCRET;0,0;0.0;22444740,0;18467,0;0,0;0,0;0,0;0,0;1215,4;CONCONCRETO S.A
PFCORFICOL;33000,0;0.0;21285000,0;645,0;0,0;33000,0;33000,0;33000,0;33000,0;CORFICOLOMBIANA
BBVACOL;0,0;0.0;8064000,0;25200,0;0,0;0,0;0,0;0,0;320,0;BBVA COLOMBIA
PROMIGAS;0,0;0.0;7805200,0;1501,0;0,0;0,0;0,0;0,0;5200,0;PROMIGAS
PFCARPAK;0,0;0.0;5248060,0;4163,0;0,0;0,0;0,0;0,0;1260,64;CARVAJAL EMPAQUES S.A.
POPULAR;0,0;0.0;4383600,0;10959,0;0,0;0,0;0,0;0,0;400,0;BANCO POPULAR
PAZRIO;0,0;0.0;1348330,0;123700,0;0,0;0,0;0,0;0,0;10,9;ACER. PAZ DEL RIO
