Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
CLH;13540,0;0.3;12203137560,0;900458,0;40,0;13560,0;13560,0;13300,0;13552,15;CEMEX LATAM HOLDINGS
PFAVAL;1165,0;0.0;8801912395,0;7547973,0;0,0;1165,0;1170,0;1160,0;1166,13;GRUPO AVAL ACCIONES Y VALORES
ECOPETROL;1970,0;0.0;6341097385,0;3207726,0;0,0;1985,0;1990,0;1955,0;1976,82;ECOPETROL
PFBCOLOM;25060,0;1.05;4481414400,0;178874,0;260,0;24820,0;25100,0;24820,0;25053,47;BANCO BANCOLOMBIA
BOGOTA;55500,0;0.89;3840823420,0;69743,0;-500,0;55000,0;55500,0;55000,0;55071,1;BANCO DE BOGOTA
GRUPOSURA;33020,0;0.36;3197390060,0;97133,0;120,0;32960,0;33020,0;32840,0;32917,65;GRUPO SURA
PFGRUPSURA;32900,0;0.61;2357902940,0;72013,0;200,0;32800,0;32900,0;32520,0;32742,74;GRUPO SURA
CORFICOLCF;35520,0;1.2;1487780920,0;41732,0;420,0;35520,0;35720,0;35520,0;35650,84;CORFICOLOMBIANA
PREC;6330,0;2.26;1267091080,0;199982,0;140,0;6170,0;6440,0;6170,0;6336,03;PACIFIC EXPLOR AND PROD CORP
BCOLOMBIA;23880,0;0.34;1262472460,0;52605,0;80,0;24100,0;24100,0;23880,0;23999,1;BANCO BANCOLOMBIA
PFDAVVNDA;25500,0;1.92;1198817560,0;46527,0;-500,0;26000,0;26040,0;25500,0;25766,06;BANCO DAVIVIENDA
GRUPOARGOS;16900,0;0.48;947556120,0;56006,0;80,0;16920,0;17000,0;16900,0;16918,83;GRUPO ARGOS
CNEC;5900,0;1.01;768323810,0;130975,0;-60,0;5850,0;5910,0;5800,0;5866,19;CANACOL ENERGY LTD
NUTRESA;22900,0;0.35;751841100,0;32883,0;-80,0;22820,0;22900,0;22820,0;22864,13;GRUPO NUTRESA
PROTECCION;80000,0;0.0;646960000,0;8087,0;0,0;80000,0;80000,0;80000,0;80000,0;ADM DE FONDOS Y CES PROTECCION
CEMARGOS;8400,0;0.84;621060850,0;73923,0;70,0;8410,0;8410,0;8400,0;8401,46;CEMENTOS ARGOS
ISAGEN;3030,0;0.0;584522610,0;192777,0;0,0;3030,0;3050,0;3030,0;3032,12;ISAGEN
PFAVH;3595,0;1.24;535204330,0;148687,0;-45,0;3640,0;3640,0;3590,0;3599,54;AVIANCA HOLDINGS S.A.
EXITO;24380,0;0.0;471843700,0;19374,0;0,0;24360,0;24380,0;24340,0;24354,48;EXITO
ISA;7400,0;0.0;423697520,0;57352,0;0,0;7400,0;7420,0;7360,0;7387,67;ISA INTERCONEXION ELECTRICA
PROMIGAS;5380,0;0.19;361094840,0;67118,0;10,0;5380,0;5380,0;5380,0;5380,0;PROMIGAS
PFCEMARGOS;8280,0;0.12;310637800,0;37397,0;-10,0;8320,0;8320,0;8280,0;8306,49;CEMENTOS ARGOS
PFGRUPOARG;16620,0;2.0;280755580,0;16593,0;-340,0;17000,0;17000,0;16620,0;16920,12;GRUPO ARGOS
EEB;1605,0;1.23;138050370,0;85762,0;-20,0;1615,0;1625,0;1605,0;1609,69;GRUPO ENERGIA BOGOTA
GRUPOAVAL;1160,0;0.87;65871035,0;56820,0;10,0;1160,0;1160,0;1160,0;1159,29;GRUPO AVAL ACCIONES Y VALORES
CELSIA;4900,0;0.51;35232210,0;7205,0;-25,0;4900,0;4900,0;4900,0;4889,97;CELSIA
CONCONCRET;1195,0;0.83;32459200,0;27171,0;-10,0;1195,0;1195,0;1195,0;1194,63;CONCONCRETO S.A
FABRICATO;0,0;0.0;27943621,5;2563635,0;0,0;0,0;0,0;0,0;10,9;FABRICATO
PFCARPAK;0,0;0.0;21662500,0;17330,0;0,0;0,0;0,0;0,0;1250,0;CARVAJAL EMPAQUES S.A.
MINEROS;0,0;0.0;12440520,0;6546,0;0,0;0,0;0,0;0,0;1900,48;MINEROS
ELCONDOR;0,0;0.0;12191150,0;10601,0;0,0;0,0;0,0;0,0;1150,0;EL CONDOR
ETB;0,0;0.0;4110149,0;9453,0;0,0;0,0;0,0;0,0;434,8;ETB
