Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;5340,0;2.02;43677487080,0;8161451,0;-110.00;5420,0;5420,0;5300,0;5351,68;ECOPETROL
PREC;44400,0;6.72;35867275620,0;792200,0;-3200.00;46860,0;46860,0;44300,0;45275,53;PACIFIC EXPLOR AND PROD CORP
PMGC;22800,0;6.25;15547088160,0;677200,0;-1520.00;24300,0;24300,0;22580,0;22957,9;PETROMINERALES LTD
PFBCOLOM;27060,0;1.6;12650480400,0;466196,0;-440.00;27120,0;27380,0;27000,0;27135,54;BANCO BANCOLOMBIA
INVERARGOS;16600,0;2.92;9484216260,0;566186,0;-500.00;17100,0;17200,0;16320,0;16751,06;GRUPO ARGOS
PFGRUPSURA;33400,0;0.89;8896895400,0;267538,0;-300.00;33260,0;33500,0;32840,0;33254,7;GRUPO SURA
EXITO;28500,0;3.32;7400307720,0;259579,0;-980.00;28960,0;28960,0;28200,0;28508,88;EXITO
PFDAVVNDA;21900,0;2.58;5958668080,0;273549,0;-580.00;22180,0;22180,0;21340,0;21782,82;BANCO DAVIVIENDA
ISAGEN;2460,0;3.53;5477149580,0;2234973,0;-90.00;2520,0;2520,0;2425,0;2450,66;ISAGEN
BCOLOMBIA;26760,0;1.62;2584966920,0;96701,0;-440.00;27100,0;27100,0;26500,0;26731,54;BANCO BANCOLOMBIA
PFAVAL;1165,0;2.51;2445890725,0;2089736,0;-30.00;1160,0;1180,0;1160,0;1170,43;GRUPO AVAL ACCIONES Y VALORES
EEB;989,0;1.1;2378416165,0;2398825,0;-11.00;997,0;997,0;989,0;991,49;GRUPO ENERGIA BOGOTA
GRUPOSURA;30560,0;2.92;2178408320,0;70592,0;-920.00;31460,0;31460,0;30560,0;30859,14;GRUPO SURA
PFAVTA;3790,0;1.04;963546670,0;253679,0;-40.00;3800,0;3805,0;3775,0;3798,29;AVIANCA HOLDINGS S.A.
CORFICOLCF;32200,0;1.23;779378200,0;24231,0;-400.00;32500,0;32500,0;32000,0;32164,51;CORFICOLOMBIANA
ISA;11060,0;3.15;716096020,0;64604,0;-360.00;11060,0;11180,0;11060,0;11084,39;ISA INTERCONEXION ELECTRICA
ETB;440,0;2.22;711574115,0;1613507,0;-10.00;440,0;447,0;440,0;441,01;ETB
FABRICATO;89,0;0.0;680344424,0;7685613,0;0.00;88,5;89,0;88,5;88,52;FABRICATO
NUTRESA;21000,0;0.94;662286640,0;31667,0;-200.00;20900,0;21000,0;20900,0;20914,09;GRUPO NUTRESA
TABLEMAC;10,8;0.0;654598172,4;60633303,0;0.00;10,8;10,8;10,7;10,8;TABLEMAC
INTERBOLSA;2335,0;1.08;619823585,0;268053,0;25.00;2305,0;2335,0;2305,0;2312,32;INTERBOLSA S.A.
GRUPOAVAL;1175,0;0.0;615674260,0;533422,0;0.00;1160,0;1175,0;1150,0;1154,2;GRUPO AVAL ACCIONES Y VALORES
ELCONDOR;1190,0;0.83;566800255,0;466735,0;-10.00;1200,0;1230,0;1190,0;1214,39;EL CONDOR
CNEC;1150,0;1.29;560971300,0;486058,0;-15.00;1165,0;1165,0;1150,0;1154,12;CANACOL ENERGY LTD
CELSIA;4460,0;5.11;422675905,0;94121,0;-240.00;4450,0;4540,0;4450,0;4490,77;CELSIA
BVC;31,5;3.08;286980300,0;9085000,0;-1.00;31,6;31,6;31,5;31,59;BOLSA DE VALORES DE COLOMBIA
ICOLCAP;16840,0;1.38;179896400,0;10656,0;-235.00;16900,0;16900,0;16840,0;16882,17;FONDO BURSATIL ISHARES COLCAP
PFHELMBANK;490,0;3.92;114917570,0;234296,0;-20.00;491,0;491,0;490,0;490,48;HELM BANK S.A.
CONCONCRET;1280,0;0.0;106301060,0;85664,0;0.00;1220,0;1280,0;1220,0;1240,91;CONCONCRETO S.A
OCCIDENTE;31500,0;1.56;102123000,0;3242,0;-500.00;31500,0;31500,0;31500,0;31500,0;BANCO DE OCCIDENTE
PROTECCION;58000,0;0.34;97614000,0;1683,0;-200.00;58000,0;58000,0;58000,0;58000,0;ADM DE FONDOS Y CES PROTECCION
BBVACOL;285,0;1.42;72116400,0;253040,0;4.00;285,0;285,0;285,0;285,0;BBVA COLOMBIA
ODINSA;9370,0;0.32;56190000,0;6000,0;-30.00;9360,0;9370,0;9360,0;9365,0;ODINSA
MINEROS;4730,0;0.0;50790740,0;10738,0;0.00;4730,0;4730,0;4730,0;4730,0;MINEROS
VALOREM;317,0;5.37;46469827,0;147531,0;-18.00;317,0;317,0;317,0;314,98;VALOREM S.A.
VALSIMESA;0,0;0.0;8671800,0;5820,0;0.00;0,0;0,0;0,0;1490,0;VALORES SIMESA
BOGOTA;0,0;0.0;8306100,0;165,0;0.00;0,0;0,0;0,0;50340,0;BANCO DE BOGOTA
ENKA;0,0;0.0;5810000,0;700000,0;0.00;0,0;0,0;0,0;8,3;ENKA DE COLOMBIA
BIOMAX;0,0;0.0;5775525,0;4053,0;0.00;0,0;0,0;0,0;1425,0;BIOMAX BIOCOMBUSTIBLES S.A.
SDCORFIC;0,0;0.0;3168000,0;99,0;0.00;0,0;0,0;0,0;32000,0;CORFICOLOMBIANA
BMC;0,0;0.0;1980000,0;800,0;0.00;0,0;0,0;0,0;2475,0;BMC BOLSA MERCANTIL DE COL
PAZRIO;0,0;0.0;1722500,0;65000,0;0.00;0,0;0,0;0,0;26,5;ACER. PAZ DEL RIO
VILLAS;0,0;0.0;698000,0;100,0;0.00;0,0;0,0;0,0;6980,0;BANCO AV VILLAS
PFVILLASCA;0,0;0.0;116960,0;43,0;-;0,0;0,0;0,0;2720,0;BANCO AV VILLAS
POPULAR;0,0;0.0;47000,0;100,0;0.00;0,0;0,0;0,0;470,0;BANCO POPULAR
