Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3330,0;4,06;40930652240;12462185;130,00;3200,0;3330,0;3200,0;3284,39;ECOPETROL;EQTY
PFBCOLOM;43680,0;2,54;11016342740;254380;1080,00;42320,0;43680,0;42300,0;43306,64;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;28040,0;1,30;10177038200;363963;360,00;27800,0;28080,0;27700,0;27961,74;GRUPO SURA;EQTY
CEMARGOS;6400,0;1,27;8233407160;1290015;80,00;6250,0;6400,0;6240,0;6382,41;CEMENTOS ARGOS;EQTY
GRUPOSURA;33480,0;2,39;7411029160;224791;780,00;32460,0;33480,0;32460,0;32968,53;GRUPO SURA;EQTY
PFAVAL;1420,0;0,35;5495683605;3870776;5,00;1405,0;1430,0;1405,0;1419,79;GRUPO AVAL ACCIONES Y VALORES;EQTY
HCOLSEL;14803,0;0,98;5117445000;346000;144,00;14812,0;14812,0;14790,0;14790,3;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFDAVVNDA;42260,0;0,09;4468995680;105910;40,00;42400,0;42500,0;42000,0;42196,16;BANCO DAVIVIENDA;EQTY
ISA;18340,0;-0,33;4135653220;225486;-60,00;18400,0;18500,0;18180,0;18341,06;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;42400,0;2,22;3892340360;92377;920,00;41300,0;42400,0;41300,0;42135,38;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;17980,0;3,21;3720574940;208681;560,00;17700,0;17980,0;17560,0;17829,01;GRUPO ARGOS;EQTY
GEB;2170,0;-0,69;3530066890;1620915;-15,00;2180,0;2180,0;2170,0;2177,82;GRUPO ENERGIA BOGOTA;EQTY
EXITO;13600,0;-2,86;3525068220;263530;-400,00;14000,0;14000,0;13000,0;13376,35;EXITO;EQTY
NUTRESA;25300,0;-1,48;2641325060;103577;-380,00;25620,0;25700,0;25300,0;25501,08;GRUPO NUTRESA;EQTY
CNEC;11700,0;2,81;2504768160;219306;320,00;11340,0;11700,0;11260,0;11421,34;CANACOL ENERGY LTD;EQTY
BOGOTA;82300,0;0,32;1475730180;17603;260,00;82100,0;85680,0;82100,0;83834,02;BANCO DE BOGOTA;EQTY
CORFICOLCF;29480,0;0,34;1442673180;49379;100,00;29060,0;29480,0;29060,0;29216,33;CORFICOLOMBIANA;EQTY
CELSIA;4350,0;-1,58;508497480;116557;-70,00;4415,0;4415,0;4350,0;4362,65;CELSIA;EQTY
PFAVH;1740,0;-2,79;308330610;174638;-50,00;1795,0;1800,0;1740,0;1765,54;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;13160,0;2,02;251838760;19395;260,00;13260,0;13260,0;12800,0;12984,73;GRUPO ARGOS;EQTY
CLH;4430,0;2,19;176393230;40121;95,00;4415,0;4430,0;4350,0;4396,53;CEMEX LATAM HOLDINGS;EQTY
GRUPOAVAL;1415,0;1,43;136065400;97143;20,00;1400,0;1415,0;1385,0;1400,67;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;3180,0;-0,78;90555210;28289;-25,00;3210,0;3210,0;3180,0;3201,07;MINEROS;EQTY
PFCEMARGOS;5180,0;0,00;88060000;17000;0,00;5180,0;5180,0;5180,0;5180,0;CEMENTOS ARGOS;EQTY
CONCONCRET;440,0;0,46;74285722;169458;2,00;438,0;440,0;438,0;438,37;CONCONCRETO S.A;EQTY
ETB;250,0;0,00;56836566;230774;0,00;245,0;250,0;245,0;246,29;ETB;EQTY
ELCONDOR;1285,0;0,00;47455770;37654;0,00;1260,0;1285,0;1255,0;1260,31;EL CONDOR;EQTY
ICOLCAP;16141,0;0,41;25970869;1609;66,00;16141,0;16141,0;16141,0;16141,0;FONDO BURSATIL ISHARES COLCAP;EQTY
PFVILLAS;6200,0;0,32;17118200;2761;20,00;6200,0;6200,0;6200,0;6200,0;BANCO AV VILLAS;EQTY
PFCORFICOL;24260,0;-0,16;16982000;700;-40,00;24260,0;24260,0;24260,0;24260,0;CORFICOLOMBIANA;EQTY
BBVACOL;368,0;-1,87;6353152;17264;-7,00;368,0;368,0;368,0;368,0;BBVA COLOMBIA;EQTY
PAZRIO;0,0;-;5000000;1000000;-;0,0;0,0;0,0;5,0;ACER. PAZ DEL RIO;EQTY
FABRICATO;0,0;0,00;4294200;842000;0,00;0,0;0,0;0,0;5,1;FABRICATO;EQTY
PROMIGAS;0,0;0,00;2186800;284;0,00;0,0;0,0;0,0;7700,0;PROMIGAS;EQTY
