Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;45800,0;0,44;6614368400;145190;200,00;45440,0;45800,0;45240,0;45556,64;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;45500,0;0,00;6350850840;141516;0,00;44400,0;45500,0;44400,0;44877,26;BANCO DAVIVIENDA;EQTY
ECOPETROL;3340,0;-0,15;5286205100;1579779;-5,00;3355,0;3360,0;3330,0;3346,17;ECOPETROL;EQTY
BCOLOMBIA;43800,0;0,23;3592131120;82148;100,00;43800,0;44000,0;43400,0;43727,55;BANCO BANCOLOMBIA;EQTY
ISA;19380,0;0,41;3190794400;165597;80,00;19300,0;19380,0;19020,0;19268,43;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;33500,0;-0,42;2906825100;87014;-140,00;33660,0;33820,0;33160,0;33406,41;GRUPO SURA;EQTY
CORFICOLCF;30900,0;0,00;2329410520;75232;0,00;30880,0;31000,0;30360,0;30963,03;CORFICOLOMBIANA;EQTY
PFAVAL;1475,0;1,72;1719014030;1174813;25,00;1450,0;1475,0;1445,0;1463,22;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;25100,0;-0,63;1187555000;47236;-160,00;25260,0;25260,0;25080,0;25140,89;GRUPO NUTRESA;EQTY
GRUPOARGOS;18300,0;0,99;1109368760;60827;180,00;18120,0;18400,0;18040,0;18238,1;GRUPO ARGOS;EQTY
PFGRUPSURA;29000,0;-0,48;908688800;31325;-140,00;29080,0;29080,0;28840,0;29008,42;GRUPO SURA;EQTY
GEB;2250,0;-1,10;857199525;378061;-25,00;2280,0;2280,0;2250,0;2267,36;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;16884,0;-0,09;741753898;43972;-16,00;16771,5;16884,0;16771,5;16868,78;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;6930,0;0,43;631233270;91103;30,00;6900,0;6990,0;6900,0;6928,79;CEMENTOS ARGOS;EQTY
BOGOTA;86980,0;-2,27;423966260;4841;-2020,00;88000,0;88020,0;84980,0;87578,24;BANCO DE BOGOTA;EQTY
CNEC;11960,0;0,50;196390800;16449;60,00;11840,0;11960,0;11840,0;11939,38;CANACOL ENERGY LTD;EQTY
CLH;4300,0;-3,59;194554420;44807;-160,00;4385,0;4385,0;4300,0;4342,05;CEMEX LATAM HOLDINGS;EQTY
GRUBOLIVAR;76000,0;1,33;128798000;1708;1000,00;75100,0;76000,0;75100,0;75408,67;GRUPO BOLIVAR;EQTY
PFAVH;1835,0;1,38;121607380;66800;25,00;1815,0;1835,0;1810,0;1820,47;AVIANCA HOLDINGS S.A.;EQTY
CELSIA;4470,0;1,36;100465320;22629;60,00;4420,0;4470,0;4420,0;4439,67;CELSIA;EQTY
MINEROS;3250,0;2,04;90268450;27851;65,00;3230,0;3250,0;3230,0;3241,12;MINEROS;EQTY
ETB;255,0;-1,92;49973249;194273;-5,00;260,0;260,0;255,0;257,23;ETB;EQTY
PFGRUPOARG;13460,0;0,45;30156420;2256;60,00;13240,0;13460,0;13240,0;13367,21;GRUPO ARGOS;EQTY
EXITO;13860,0;-0,14;23532400;1719;-20,00;13540,0;13860,0;13540,0;13689,59;EXITO;EQTY
CONCONCRET;454,0;0,00;16157702;35685;0,00;454,0;454,0;454,0;452,79;CONCONCRETO S.A;EQTY
PFCORFICOL;25500,0;1,59;14186000;556;400,00;25500,0;25500,0;25500,0;25514,39;CORFICOLOMBIANA;EQTY
PROMIGAS;8000,0;0,25;13432000;1679;20,00;8000,0;8000,0;8000,0;8000,0;PROMIGAS;EQTY
PFCEMARGOS;5680,0;1,43;10888060;1917;80,00;5680,0;5680,0;5680,0;5679,74;CEMENTOS ARGOS;EQTY
BVC;0,0;0,00;1531200;132;0,00;0,0;0,0;0,0;11600,0;BOLSA DE VALORES DE COLOMBIA;EQTY
POPULAR;0,0;0,00;1155415;3449;0,00;0,0;0,0;0,0;335,0;BANCO POPULAR;EQTY
ENKA;0,0;0,00;1029042;98004;0,00;0,0;0,0;0,0;10,5;ENKA DE COLOMBIA;EQTY
BBVACOL;0,0;0,00;990288;2691;0,00;0,0;0,0;0,0;368,0;BBVA COLOMBIA;EQTY
COLTEJER;0,0;0,00;12800;16;0,00;0,0;0,0;0,0;800,0;COLTEJER;EQTY
