Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2915,0;-1,69;23147827235;7895619;-50,00;2995,0;2995,0;2910,0;2931,73;ECOPETROL;EQTY
ICOLCAP;15980,0;-0,31;14666085568;916252;-50,00;16043,0;16050,0;15980,0;16006,61;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;42640,0;-0,28;7490830840;175633;-120,00;42760,0;42860,0;42460,0;42650,47;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;39980,0;-0,30;4651978800;116508;-120,00;39600,0;40000,0;39600,0;39928,41;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32800,0;1,23;3426217020;104760;400,00;32880,0;32880,0;32440,0;32705,39;GRUPO SURA;EQTY
GEB;2160,0;0,00;2467541405;1144502;0,00;2160,0;2160,0;2155,0;2156,0;GRUPO ENERGIA BOGOTA;EQTY
ISA;18780,0;-0,42;2416664840;128638;-80,00;18740,0;19000,0;18720,0;18786,55;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;7440,0;0,54;2261541050;304023;40,00;7460,0;7480,0;7400,0;7438,72;CEMENTOS ARGOS;EQTY
PFDAVVNDA;42000,0;0,48;1789943620;42684;200,00;42260,0;42260,0;41780,0;41934,77;BANCO DAVIVIENDA;EQTY
PFAVAL;1290,0;-1,15;1560476875;1207749;-15,00;1295,0;1295,0;1290,0;1292,05;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPSURA;29200,0;1,32;1299458300;44680;380,00;29160,0;29200,0;28800,0;29083,67;GRUPO SURA;EQTY
CORFICOLCF;28500,0;1,21;1277958320;45021;340,00;28140,0;28500,0;28140,0;28385,83;CORFICOLOMBIANA;EQTY
GRUPOARGOS;17800,0;1,60;1275359460;71783;280,00;17440,0;17800,0;17440,0;17766,87;GRUPO ARGOS;EQTY
BOGOTA;80400,0;0,47;943823240;11781;380,00;80020,0;80400,0;80000,0;80114,02;BANCO DE BOGOTA;EQTY
NUTRESA;25400,0;0,00;874487420;34545;0,00;25260,0;25400,0;25240,0;25314,44;GRUPO NUTRESA;EQTY
CELSIA;4280,0;-0,58;852349245;198268;-25,00;4300,0;4330,0;4270,0;4298,98;CELSIA;EQTY
PFAVH;1840,0;0,00;817956345;449034;0,00;1865,0;1870,0;1785,0;1821,59;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;3500,0;0,00;807163980;230621;0,00;3500,0;3500,0;3500,0;3499,96;MINEROS;EQTY
BVC;11300,0;2,17;592745240;53245;240,00;11100,0;11300,0;11100,0;11132,41;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPOARG;13300,0;3,10;564913140;42891;400,00;13000,0;13300,0;12820,0;13170,9;GRUPO ARGOS;EQTY
PFCEMARGOS;5960,0;0,85;429162400;71901;50,00;5890,0;6000,0;5890,0;5968,8;CEMENTOS ARGOS;EQTY
CNEC;11440,0;1,60;299445500;26678;180,00;11200,0;11440,0;11180,0;11224,44;CANACOL ENERGY LTD;EQTY
ETB;265,0;0,00;130697142;493131;0,00;265,0;265,0;265,0;265,04;ETB;EQTY
PROMIGAS;8150,0;0,62;129356000;16132;50,00;8000,0;8150,0;8000,0;8018,6;PROMIGAS;EQTY
CLH;4445,0;0,23;109545815;24685;10,00;4435,0;4445,0;4435,0;4437,75;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;468,0;4,00;23507949;50137;18,00;468,0;468,0;468,0;468,87;CONCONCRETO S.A;EQTY
GRUPOAVAL;0,0;0,00;6934400;5418;0,00;0,0;0,0;0,0;1279,88;GRUPO AVAL ACCIONES Y VALORES;EQTY
TERPEL;0,0;0,00;4515000;430;0,00;0,0;0,0;0,0;10500,0;ORGANIZACION TERPEL;EQTY
FABRICATO;0,0;0,00;1181880;225120;0,00;0,0;0,0;0,0;5,25;FABRICATO;EQTY
PFCORFICOL;0,0;0,00;23600;1;0,00;0,0;0,0;0,0;23600,0;CORFICOLOMBIANA;EQTY
