Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ISA;16880,0;0,96;22750808800;1357980;160,00;16500,0;16880,0;16500,0;16753,42;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;15033,5;-0,26;19716961965;1315060;-39,50;15099,0;15099,0;14970,0;14993,2;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;2770,0;0,54;11103337895;4011992;15,00;2755,0;2795,0;2750,0;2767,54;ECOPETROL;EQTY
ICOLRISK;13313,0;-0,88;9851620000;740000;-118,00;13313,0;13313,0;13313,0;13313,0;FONDO BURSATIL ISHARES COLRISK;EQTY
PFAVAL;1160,0;-0,43;7734521860;6671527;-5,00;1155,0;1170,0;1155,0;1159,33;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFBCOLOM;39600,0;0,56;7729793920;195719;220,00;39480,0;39640,0;39280,0;39494,35;BANCO BANCOLOMBIA;EQTY
HCOLSEL;13577,0;-0,64;6788500000;500000;-88,00;13577,0;13577,0;13577,0;13577,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
EXITO;14100,0;0,14;6523794180;468139;20,00;14100,0;14140,0;13760,0;13935,59;EXITO;EQTY
OCCIDENTE;37500,0;0,00;3777375000;100730;0,00;37500,0;37500,0;37500,0;37500,0;BANCO DE OCCIDENTE;EQTY
CEMARGOS;7200,0;-1,50;2428809900;334781;-110,00;7320,0;7350,0;7190,0;7254,92;CEMENTOS ARGOS;EQTY
GRUPOARGOS;16900,0;0,00;2181681560;129227;0,00;16900,0;16900,0;16720,0;16882,55;GRUPO ARGOS;EQTY
PFDAVVNDA;38820,0;0,78;2007236360;51929;300,00;38400,0;38820,0;38380,0;38653,48;BANCO DAVIVIENDA;EQTY
GRUPOSURA;33460,0;0,78;1982247700;59613;260,00;33500,0;33500,0;32900,0;33251,94;GRUPO SURA;EQTY
BCOLOMBIA;37820,0;1,34;1653327160;44031;500,00;37500,0;37820,0;37240,0;37549,16;BANCO BANCOLOMBIA;EQTY
NUTRESA;25500,0;1,43;932119020;36789;360,00;25180,0;25500,0;25180,0;25336,89;GRUPO NUTRESA;EQTY
GEB;2135,0;-0,23;777766640;364297;-5,00;2160,0;2160,0;2130,0;2134,98;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4100,0;0,61;722065990;177400;25,00;3990,0;4100,0;3990,0;4070,27;CELSIA;EQTY
CORFICOLCF;23020,0;0,09;555685860;24139;20,00;23000,0;23340,0;22900,0;23020,25;CORFICOLOMBIANA;EQTY
PFAVH;1430,0;-4,98;494443625;338798;-75,00;1500,0;1500,0;1430,0;1459,41;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;64560,0;-0,74;445806760;6921;-480,00;66360,0;66360,0;64020,0;64413,63;BANCO DE BOGOTA;EQTY
MINEROS;2625,0;5,00;433264845;165519;125,00;2590,0;2630,0;2580,0;2617,61;MINEROS;EQTY
PFGRUPSURA;30360,0;1,20;378503240;12552;360,00;30000,0;30400,0;30000,0;30154,82;GRUPO SURA;EQTY
GRUPOAVAL;1170,0;0,86;286778200;246335;10,00;1160,0;1170,0;1160,0;1164,18;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;14020,0;0,57;285291620;20655;80,00;13800,0;14020,0;13780,0;13812,23;GRUPO ARGOS;EQTY
CNEC;9920,0;0,20;279111900;28328;20,00;10080,0;10080,0;9800,0;9852,86;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;6010,0;-0,33;272035770;44377;-20,00;6330,0;6330,0;6010,0;6130,11;CEMENTOS ARGOS;EQTY
CLH;4400,0;-0,34;136931920;30917;-15,00;4430,0;4430,0;4400,0;4429,02;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;500,0;2,04;105742600;214550;10,00;490,0;500,0;490,0;492,86;CONCONCRETO S.A;EQTY
BVC;12380,0;1,31;51338160;4160;160,00;12300,0;12380,0;12300,0;12340,9;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;237,0;0,85;46862855;198764;2,00;231,0;237,0;231,0;235,77;ETB;EQTY
BBVACOL;320,0;2,89;15032533;47000;9,00;320,0;320,0;320,0;319,84;BBVA COLOMBIA;EQTY
GRUBOLIVAR;51560,0;-0,81;12890000;250;-420,00;51560,0;51560,0;51560,0;51560,0;GRUPO BOLIVAR;EQTY
FABRICATO;6,0;0,00;11958840;1993140;0,00;6,0;6,0;6,0;6,0;FABRICATO;EQTY
ELCONDOR;0,0;0,00;3199200;2580;0,00;0,0;0,0;0,0;1240,0;EL CONDOR;EQTY
