Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3070,0;-0,16;32508021150;10516142;-5,00;3060,0;3120,0;3060,0;3091,25;ECOPETROL;EQTY
ICOLCAP;15200,0;-0,10;20116911240;1322642;-15,00;15200,0;15220,0;15200,0;15209,64;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;38400,0;-1,29;19511276800;508021;-500,00;38560,0;38560,0;38260,0;38406,44;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;33620,0;0,36;10840723680;321947;120,00;33400,0;33940,0;33300,0;33672,39;GRUPO SURA;EQTY
ISA;15640,0;-0,51;9411922220;601343;-80,00;15480,0;15740,0;15460,0;15651,5;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;7260,0;-0,95;8267095590;1132886;-70,00;7300,0;7400,0;7260,0;7297,38;CEMENTOS ARGOS;EQTY
GEB;2170,0;-0,46;7818586655;3608535;-10,00;2175,0;2175,0;2160,0;2166,69;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;30700,0;0,72;7574884500;246601;220,00;30480,0;30800,0;30480,0;30717,17;GRUPO SURA;EQTY
GRUPOARGOS;16300,0;0,87;4681122000;286195;140,00;16160,0;16620,0;16160,0;16356,41;GRUPO ARGOS;EQTY
BCOLOMBIA;36320,0;-0,82;4139631480;113832;-300,00;36620,0;36620,0;36280,0;36366,15;BANCO BANCOLOMBIA;EQTY
NUTRESA;26000,0;-0,69;3141794400;120410;-180,00;26140,0;26140,0;25980,0;26092,47;GRUPO NUTRESA;EQTY
HCOLSEL;13685,0;-0,38;2737000000;200000;-52,50;13685,0;13685,0;13685,0;13685,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BVC;12080,0;-0,49;2527830660;209070;-60,00;12100,0;12100,0;12040,0;12090,83;BOLSA DE VALORES DE COLOMBIA;EQTY
PFAVAL;1165,0;-0,43;2394622510;2046767;-5,00;1170,0;1185,0;1165,0;1169,95;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;14380,0;0,70;2115784280;148186;100,00;13940,0;14380,0;13940,0;14277,9;EXITO;EQTY
PFAVH;1250,0;0,00;1762260045;1412449;0,00;1250,0;1255,0;1235,0;1247,66;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;14000,0;0,72;1373962220;97831;100,00;13900,0;14260,0;13620,0;14044,24;GRUPO ARGOS;EQTY
PFDAVVNDA;37900,0;-0,58;1066130380;28528;-220,00;37000,0;37900,0;37000,0;37371,37;BANCO DAVIVIENDA;EQTY
CELSIA;4275,0;-0,70;803627100;187056;-30,00;4305,0;4305,0;4275,0;4296,18;CELSIA;EQTY
PROMIGAS;6000,0;0,33;512900530;85526;20,00;5990,0;6000,0;5990,0;5997,01;PROMIGAS;EQTY
CORFICOLCF;23380,0;-0,09;501760880;21648;-20,00;22620,0;23380,0;22620,0;23178,16;CORFICOLOMBIANA;EQTY
PFCEMARGOS;6040,0;-0,33;498988420;82880;-20,00;6040,0;6040,0;5900,0;6020,61;CEMENTOS ARGOS;EQTY
BOGOTA;68500,0;2,82;468471960;6959;1880,00;66540,0;68500,0;66540,0;67318,86;BANCO DE BOGOTA;EQTY
TERPEL;10700,0;0,00;445574300;41929;0,00;10200,0;10700,0;10200,0;10626,88;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;1200,0;2,56;190603350;164209;30,00;1160,0;1200,0;1155,0;1160,74;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;4495,0;3,45;113539545;25447;150,00;4350,0;4495,0;4350,0;4461,8;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;520,0;-0,38;97348890;186709;-2,00;520,0;520,0;520,0;521,39;CONCONCRETO S.A;EQTY
CNEC;10000,0;0,00;66666300;6670;0,00;10000,0;10000,0;10000,0;9994,95;CANACOL ENERGY LTD;EQTY
ELCONDOR;1270,0;0,00;56139895;44281;0,00;1270,0;1270,0;1270,0;1267,81;EL CONDOR;EQTY
MINEROS;2355,0;0,21;52617000;22320;5,00;2360,0;2365,0;2355,0;2357,39;MINEROS;EQTY
ETB;237,0;1,72;20340493;86245;4,00;237,0;237,0;237,0;235,85;ETB;EQTY
FABRICATO;0,0;0,00;3042000;520000;0,00;0,0;0,0;0,0;5,85;FABRICATO;EQTY
