Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;34300,0;-0,58;18343503200;535114;-200,00;34100,0;34520,0;34020,0;34279,62;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;33900,0;1,25;15714964200;465054;420,00;33640,0;33960,0;33620,0;33791,7;GRUPO SURA;EQTY
CEMARGOS;7850,0;1,95;14579199900;1866358;150,00;7800,0;7850,0;7750,0;7811,58;CEMENTOS ARGOS;EQTY
ECOPETROL;2860,0;0,88;14081221230;4945551;25,00;2835,0;2860,0;2830,0;2847,25;ECOPETROL;EQTY
EXITO;13480,0;1,05;11616624560;860625;140,00;13380,0;13640,0;13340,0;13497,89;EXITO;EQTY
PFAVAL;1080,0;1,41;8014618270;7427579;15,00;1065,0;1085,0;1065,0;1079,04;GRUPO AVAL ACCIONES Y VALORES;EQTY
CELSIA;4090,0;0,25;7412823395;1813476;10,00;4085,0;4185,0;4080,0;4087,63;CELSIA;EQTY
NUTRESA;24880,0;2,13;6897094760;278689;520,00;24500,0;24900,0;24360,0;24748,36;GRUPO NUTRESA;EQTY
ISA;14040,0;-0,99;6876274200;489629;-140,00;14180,0;14180,0;13940,0;14043,85;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;33620,0;-0,65;5138378180;153083;-220,00;33840,0;33920,0;33300,0;33565,96;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;18340,0;1,33;3945746160;215901;240,00;18120,0;18440,0;17920,0;18275,72;GRUPO ARGOS;EQTY
EEB;1855,0;-1,07;3723103680;2000993;-20,00;1890,0;1890,0;1845,0;1860,63;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;32040,0;1,65;3501824220;109672;520,00;31980,0;32040,0;31800,0;31929,98;GRUPO SURA;EQTY
HCOLSEL;13150,0;0,46;3485520000;265000;60,50;13154,0;13171,0;13150,0;13152,91;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPOARG;15240,0;2,42;3160417860;208632;360,00;15000,0;15600,0;15000,0;15148,29;GRUPO ARGOS;EQTY
ICOLCAP;14398,0;0,26;2507763607,5;173767;38,00;14434,0;14475,5;14398,0;14431,76;FONDO BURSATIL ISHARES COLCAP;EQTY
CNEC;10540,0;0,38;2158167780;205557;40,00;10400,0;10540,0;10400,0;10499,12;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;35600,0;2,18;1968399820;55654;760,00;34860,0;35600,0;34860,0;35368,52;BANCO DAVIVIENDA;EQTY
CORFICOLCF;19020,0;2,81;1891526780;98229;520,00;18700,0;19820,0;18700,0;19256,3;CORFICOLOMBIANA;EQTY
BOGOTA;58500,0;1,21;1785444560;30558;700,00;57860,0;58980,0;57860,0;58428,06;BANCO DE BOGOTA;EQTY
PFAVH;1765,0;1,15;904245185;515009;20,00;1745,0;1800,0;1735,0;1755,79;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;6280,0;0,00;271056500;43068;0,00;6280,0;6400,0;6280,0;6293,69;CEMENTOS ARGOS;EQTY
CLH;4695,0;-1,05;261590635;55601;-50,00;4735,0;4740,0;4620,0;4704,78;CEMEX LATAM HOLDINGS;EQTY
PFCORFICOL;17180,0;0,00;258730800;15060;0,00;17180,0;17180,0;17180,0;17180,0;CORFICOLOMBIANA;EQTY
TERPEL;9390,0;-1,16;146652900;15605;-110,00;9400,0;9400,0;9390,0;9397,81;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;1085,0;2,36;125355555;116473;25,00;1060,0;1085,0;1060,0;1076,26;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;247,0;0,00;104181450;421138;0,00;248,0;248,0;247,0;247,38;ETB;EQTY
CONCONCRET;350,0;-0,57;47012483;134369;-2,00;351,0;351,0;350,0;349,88;CONCONCRETO S.A;EQTY
ELCONDOR;1140,0;0,00;37812015;33321;0,00;1140,0;1140,0;1140,0;1134,78;EL CONDOR;EQTY
BVC;11860,0;0,00;27478420;2321;0,00;11860,0;11860,0;11860,0;11839,04;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;0,0;0,00;2660350;1382;0,00;0,0;0,0;0,0;1925,0;MINEROS;EQTY
FABRICATO;0,0;0,00;1431270;243000;0,00;0,0;0,0;0,0;5,89;FABRICATO;EQTY
