Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3030,0;-8,04;18071268415;5911051;-265,00;3180,0;3180,0;3030,0;3057,2;ECOPETROL;EQTY
PFBCOLOM;41440,0;1,22;8804684060;211614;500,00;41200,0;42000,0;41200,0;41607,29;BANCO BANCOLOMBIA;EQTY
ISA;16300,0;5,16;6900930220;425851;800,00;15580,0;16400,0;15580,0;16205,03;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;39520,0;0,05;4063667720;102635;20,00;39780,0;39800,0;39340,0;39593,39;BANCO DAVIVIENDA;EQTY
PFAVAL;1310,0;0,38;3934032460;3039211;5,00;1285,0;1310,0;1285,0;1294,43;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;17860,0;1,94;3094812000;174388;340,00;17660,0;17900,0;17580,0;17746,7;GRUPO ARGOS;EQTY
CEMARGOS;8110,0;0,37;2617653250;323062;30,00;8100,0;8120,0;8030,0;8102,63;CEMENTOS ARGOS;EQTY
GRUPOSURA;35320,0;1,32;2526105540;72025;460,00;34600,0;35360,0;34600,0;35072,62;GRUPO SURA;EQTY
BCOLOMBIA;41080,0;2,75;2503297840;61658;1100,00;40000,0;41080,0;39440,0;40599,72;BANCO BANCOLOMBIA;EQTY
NUTRESA;25720,0;-0,16;1056005600;40801;-40,00;25880,0;26100,0;25720,0;25881,86;GRUPO NUTRESA;EQTY
EXITO;14000,0;-0,28;921600940;65969;-40,00;13780,0;14040,0;13760,0;13970,21;EXITO;EQTY
PFGRUPSURA;34100,0;2,22;751152500;22292;740,00;33400,0;34220,0;33400,0;33696,06;GRUPO SURA;EQTY
GEB;2105,0;-3,00;538806025;251648;-65,00;2160,0;2170,0;2105,0;2141,11;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4510,0;-1,42;521220800;114320;-65,00;4580,0;4580,0;4510,0;4559,31;CELSIA;EQTY
CLH;5000,0;-0,20;494418815;98683;-10,00;5050,0;5050,0;4970,0;5010,17;CEMEX LATAM HOLDINGS;EQTY
CORFICOLCF;26000,0;0,00;465517300;17962;0,00;25980,0;26000,0;25700,0;25916,79;CORFICOLOMBIANA;EQTY
HCOLSEL;14434,5;0,80;288695000;20000;114,50;14435,0;14435,0;14434,5;14434,75;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BVC;12200,0;0,83;196850520;16160;100,00;12100,0;12320,0;12100,0;12181,34;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPOARG;14820,0;0,54;186944780;12599;80,00;14780,0;14940,0;14780,0;14838,06;GRUPO ARGOS;EQTY
BOGOTA;66920,0;0,18;160619560;2400;120,00;66920,0;66960,0;66920,0;66924,82;BANCO DE BOGOTA;EQTY
PFAVH;1580,0;0,64;93376570;59976;10,00;1550,0;1580,0;1550,0;1556,9;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;6740,0;-1,03;71248060;10560;-70,00;6860,0;6860,0;6730,0;6746,98;CEMENTOS ARGOS;EQTY
CONCONCRET;444,0;-2,63;56133456;123586;-12,00;465,0;465,0;444,0;454,21;CONCONCRETO S.A;EQTY
GRUBOLIVAR;51460,0;0,00;52128980;1013;0,00;51460,0;51460,0;51460,0;51460,0;GRUPO BOLIVAR;EQTY
MINEROS;2210,0;0,45;24312820;11003;10,00;2210,0;2210,0;2210,0;2209,65;MINEROS;EQTY
ICOLCAP;16033,0;1,06;21099428;1316;167,50;16033,0;16033,0;16033,0;16033,0;FONDO BURSATIL ISHARES COLCAP;EQTY
ETB;259,0;0,00;15611743;60277;0,00;259,0;259,0;259,0;259,0;ETB;EQTY
CNEC;10020,0;0,00;10821600;1080;0,00;10020,0;10020,0;10020,0;10020,0;CANACOL ENERGY LTD;EQTY
GRUPOAVAL;0,0;0,00;6682775;5333;0,00;0,0;0,0;0,0;1253,1;GRUPO AVAL ACCIONES Y VALORES;EQTY
POPULAR;0,0;0,00;1544152;6152;0,00;0,0;0,0;0,0;251,0;BANCO POPULAR;EQTY
PROMIGAS;0,0;0,00;1288380;218;0,00;0,0;0,0;0,0;5910,0;PROMIGAS;EQTY
