Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3280,0;-1,50;23059255075;7022378;-50,00;3340,0;3340,0;3255,0;3283,68;ECOPETROL;EQTY
PFBCOLOM;43900,0;0,50;21933649480;500588;220,00;43400,0;44060,0;43400,0;43815,77;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;27920,0;-0,43;13423720080;477295;-120,00;28080,0;28260,0;27920,0;28124,58;GRUPO SURA;EQTY
PFDAVVNDA;42520,0;0,62;11486676860;270292;260,00;42400,0;42780,0;42200,0;42497,29;BANCO DAVIVIENDA;EQTY
CEMARGOS;6500,0;1,56;8428200640;1297459;100,00;6450,0;6510,0;6440,0;6495,93;CEMENTOS ARGOS;EQTY
PFAVAL;1420,0;0,00;6402609835;4514157;0,00;1410,0;1420,0;1410,0;1418,34;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;42000,0;-0,94;6116027180;144656;-400,00;42200,0;42540,0;41500,0;42279,8;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;33100,0;-1,14;5524026220;167036;-380,00;33200,0;33200,0;32940,0;33070,87;GRUPO SURA;EQTY
ISA;18660,0;1,74;5320280040;284701;320,00;18380,0;18900,0;18220,0;18687,25;ISA INTERCONEXION ELECTRICA;EQTY
PFCEMARGOS;5180,0;0,00;2861889660;549852;0,00;5180,0;5320,0;5180,0;5204,84;CEMENTOS ARGOS;EQTY
GRUPOARGOS;17960,0;-0,11;2815038960;157229;-20,00;18000,0;18000,0;17800,0;17904,07;GRUPO ARGOS;EQTY
NUTRESA;25700,0;1,58;2221925600;87137;400,00;25300,0;25700,0;25300,0;25499,22;GRUPO NUTRESA;EQTY
ICOLCAP;16340,0;1,23;2000016000;122400;199,00;16340,0;16340,0;16340,0;16340,0;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2185,0;0,69;1677250135;770127;15,00;2185,0;2185,0;2175,0;2177,89;GRUPO ENERGIA BOGOTA;EQTY
CLH;4390,0;-0,90;1656758850;375329;-40,00;4430,0;4430,0;4360,0;4414,15;CEMEX LATAM HOLDINGS;EQTY
CNEC;11800,0;0,85;1611661600;136425;100,00;11760,0;11860,0;11760,0;11813,54;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;13340,0;1,37;881449220;67423;180,00;13180,0;13340,0;13020,0;13073,42;GRUPO ARGOS;EQTY
PFAVH;1820,0;4,60;616006325;341701;80,00;1785,0;1825,0;1785,0;1802,76;AVIANCA HOLDINGS S.A.;EQTY
CORFICOLCF;29140,0;-1,15;473602120;16222;-340,00;29120,0;29380,0;29120,0;29195,05;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;70000,0;0,69;417081600;6003;480,00;69400,0;70000,0;69400,0;69478,86;GRUPO BOLIVAR;EQTY
MINEROS;3175,0;-0,16;357759240;112108;-5,00;3180,0;3200,0;3175,0;3191,2;MINEROS;EQTY
BVC;12500,0;0,97;337342420;27095;120,00;12300,0;12500,0;12300,0;12450,36;BOLSA DE VALORES DE COLOMBIA;EQTY
BOGOTA;86000,0;4,50;327078940;3815;3700,00;84500,0;86000,0;84500,0;85734,98;BANCO DE BOGOTA;EQTY
CELSIA;4380,0;0,69;135584280;30851;30,00;4400,0;4400,0;4380,0;4394,81;CELSIA;EQTY
EXITO;13580,0;-0,15;57282000;4291;-20,00;13200,0;13580,0;13200,0;13349,34;EXITO;EQTY
GRUPOAVAL;1420,0;0,35;38694355;27519;5,00;1390,0;1420,0;1390,0;1406,1;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;1280,0;-0,39;26365650;21000;-5,00;1245,0;1280,0;1245,0;1255,51;EL CONDOR;EQTY
PROMIGAS;7710,0;-3,38;20686800;2660;-270,00;7710,0;7710,0;7710,0;7776,99;PROMIGAS;EQTY
FABRICATO;5,1;2,00;11005800;2158000;0,10;5,1;5,1;5,1;5,1;FABRICATO;EQTY
ENKA;10,2;0,00;8160000;800000;0,00;10,2;10,2;10,2;10,2;ENKA DE COLOMBIA;EQTY
ETB;0,0;0,00;6404104;25954;0,00;0,0;0,0;0,0;246,75;ETB;EQTY
PFCORFICOL;24260,0;0,00;6210560;256;0,00;24260,0;24260,0;24260,0;24260,0;CORFICOLOMBIANA;EQTY
POPULAR;0,0;0,00;1790232;6152;0,00;0,0;0,0;0,0;291,0;BANCO POPULAR;EQTY
BBVACOL;0,0;0,00;1270704;3453;0,00;0,0;0,0;0,0;368,0;BBVA COLOMBIA;EQTY
