Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;44300,0;0,68;12902595440;292615;300,00;43880,0;44300,0;43880,0;44094,1;BANCO BANCOLOMBIA;EQTY
ICOLCAP;16233,0;0,51;12653709500;780500;83,00;16202,0;16233,0;16179,0;16212,31;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;3170,0;0,79;11475478765;3640134;25,00;3120,0;3170,0;3120,0;3152,49;ECOPETROL;EQTY
PFGRUPSURA;28240,0;0,07;7456914260;262300;20,00;28220,0;28700,0;28200,0;28428,95;GRUPO SURA;EQTY
GRUPOSURA;33640,0;1,02;5451377160;162574;340,00;33300,0;33720,0;33200,0;33531,67;GRUPO SURA;EQTY
ISA;18680,0;4,36;3836953360;207677;780,00;18020,0;18680,0;18020,0;18475,58;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;42400,0;0,38;3396228180;80630;160,00;41980,0;42400,0;41800,0;42121,15;BANCO BANCOLOMBIA;EQTY
CEMARGOS;6620,0;0,46;3000675850;450263;30,00;6700,0;6760,0;6600,0;6664,27;CEMENTOS ARGOS;EQTY
EXITO;15000,0;-0,40;2404121780;159479;-60,00;15080,0;16160,0;14580,0;15074,85;EXITO;EQTY
PFAVAL;1400,0;1,08;2324354525;1667549;15,00;1380,0;1400,0;1375,0;1393,87;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;18240,0;-0,11;1679088340;92285;-20,00;18200,0;18240,0;18080,0;18194,6;GRUPO ARGOS;EQTY
PFDAVVNDA;43460,0;-0,32;1588487020;36754;-140,00;43180,0;43460,0;43180,0;43219,43;BANCO DAVIVIENDA;EQTY
HCOLSEL;14815,0;0,11;1481500000;100000;17,00;14815,0;14815,0;14815,0;14815,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GEB;2175,0;-0,23;1463665265;672328;-5,00;2175,0;2180,0;2170,0;2177,01;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;81960,0;-0,02;1449623800;17818;-20,00;82000,0;82000,0;80000,0;81357,27;BANCO DE BOGOTA;EQTY
CELSIA;4400,0;0,11;1349046510;307131;5,00;4395,0;4400,0;4390,0;4392,41;CELSIA;EQTY
CNEC;11780,0;-2,00;975462560;82548;-240,00;11820,0;11860,0;11760,0;11816,91;CANACOL ENERGY LTD;EQTY
PFAVH;1770,0;2,31;716767340;417345;40,00;1720,0;1770,0;1700,0;1717,45;AVIANCA HOLDINGS S.A.;EQTY
NUTRESA;25500,0;1,19;523663400;20651;300,00;25200,0;25500,0;25200,0;25357,77;GRUPO NUTRESA;EQTY
CORFICOLCF;28800,0;0,77;518875300;18119;220,00;28580,0;28800,0;28420,0;28637,08;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;69000,0;0,00;219901000;3170;0,00;70000,0;70000,0;69000,0;69369,4;GRUPO BOLIVAR;EQTY
PFCEMARGOS;5500,0;0,73;132046040;23947;40,00;5560,0;5560,0;5500,0;5514,1;CEMENTOS ARGOS;EQTY
CLH;4315,0;-0,58;131831125;30601;-25,00;4340,0;4340,0;4300,0;4308,07;CEMEX LATAM HOLDINGS;EQTY
PFGRUPOARG;13380,0;2,92;116759040;8727;380,00;13440,0;13440,0;13380,0;13379,06;GRUPO ARGOS;EQTY
MINEROS;3340,0;-0,89;109268440;32818;-30,00;3300,0;3340,0;3300,0;3329,53;MINEROS;EQTY
PROMIGAS;7850,0;1,29;89497900;11438;100,00;7750,0;7850,0;7750,0;7824,61;PROMIGAS;EQTY
BVC;11400,0;6,54;50055540;4614;700,00;10700,0;11400,0;10700,0;10848,62;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;250,0;-2,34;19504250;78017;-6,00;250,0;250,0;250,0;250,0;ETB;EQTY
VALSIMESA;5380,0;0,00;18130600;3370;0,00;5380,0;5380,0;5380,0;5380,0;VALORES SIMESA;EQTY
ENKA;11,0;-1,79;12980000;1180000;-0,20;11,0;11,0;11,0;11,0;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;1385,0;1,47;12797480;9318;20,00;1385,0;1385,0;1385,0;1373,41;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;0,0;0,00;7419689;17152;0,00;0,0;0,0;0,0;432,58;CONCONCRETO S.A;EQTY
