Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3075,0;0,00;27471260310;8953053;0,00;3075,0;3080,0;3055,0;3068,37;ECOPETROL;EQTY
PFBCOLOM;42340,0;0,24;22160434580;523079;100,00;42520,0;42600,0;42180,0;42365,37;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;36400,0;0,28;9974813340;274190;100,00;36300,0;36480,0;36300,0;36379,2;GRUPO SURA;EQTY
HCOLSEL;14730,0;0,71;9088315000;617000;104,00;14730,0;14730,0;14715,0;14729,85;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GEB;2180,0;-0,23;8029022760;3696524;-5,00;2185,0;2185,0;2170,0;2172,05;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;8090,0;0,12;7793691900;962261;10,00;8100,0;8120,0;8080,0;8099,35;CEMENTOS ARGOS;EQTY
BCOLOMBIA;41080,0;-0,29;5729561440;139751;-120,00;41200,0;41200,0;40800,0;40998,36;BANCO BANCOLOMBIA;EQTY
NUTRESA;26540,0;0,61;4318156780;162864;160,00;26400,0;26860,0;26400,0;26513,88;GRUPO NUTRESA;EQTY
PFAVAL;1280,0;-1,92;4086328785;3178605;-25,00;1295,0;1305,0;1280,0;1285,57;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;16020,0;-0,62;4072929340;253467;-100,00;15840,0;16180,0;15840,0;16068,87;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;34760,0;0,70;3928499660;113112;240,00;34860,0;34860,0;34560,0;34731,06;GRUPO SURA;EQTY
PFDAVVNDA;39900,0;-0,75;3355745340;83934;-300,00;40340,0;40340,0;39800,0;39980,76;BANCO DAVIVIENDA;EQTY
EXITO;14580,0;-0,14;2974499080;204702;-20,00;14600,0;14600,0;14420,0;14530,87;EXITO;EQTY
PFGRUPOARG;15400,0;-0,65;2814520160;182837;-100,00;15480,0;15480,0;15100,0;15393,6;GRUPO ARGOS;EQTY
GRUPOARGOS;18500,0;0,98;2457081960;133115;180,00;18440,0;18540,0;18300,0;18458,34;GRUPO ARGOS;EQTY
CLH;4750,0;-1,04;1825563370;388239;-50,00;4720,0;4795,0;4600,0;4702,16;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4600,0;0,11;1437079775;312577;5,00;4595,0;4605,0;4505,0;4597,52;CELSIA;EQTY
CORFICOLCF;26460,0;1,22;1154877120;43972;320,00;26480,0;26480,0;26020,0;26263,92;CORFICOLOMBIANA;EQTY
BOGOTA;69680,0;-0,14;1060564000;15220;-100,00;69000,0;69780,0;69000,0;69682,26;BANCO DE BOGOTA;EQTY
PFAVH;1570,0;0,00;382984385;246490;0,00;1550,0;1570,0;1530,0;1553,75;AVIANCA HOLDINGS S.A.;EQTY
ICOLCAP;16346,5;0,22;312132845;19054;36,50;16660,0;16660,0;16346,5;16381,49;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOAVAL;1300,0;0,00;224882840;173642;0,00;1290,0;1300,0;1290,0;1295,09;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;1270,0;2,01;154486795;124687;25,00;1235,0;1270,0;1235,0;1239,0;EL CONDOR;EQTY
PFCEMARGOS;6800,0;0,29;50842460;7490;20,00;6790,0;6800,0;6780,0;6788,05;CEMENTOS ARGOS;EQTY
BVC;12300,0;-0,16;36690900;2983;-20,00;12300,0;12300,0;12300,0;12300,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;10100,0;1,41;34853600;3455;140,00;10100,0;10100,0;10100,0;10087,87;CANACOL ENERGY LTD;EQTY
CONCONCRET;465,0;1,75;31414163;67644;8,00;465,0;465,0;465,0;464,4;CONCONCRETO S.A;EQTY
MINEROS;2235,0;0,90;27070060;12126;20,00;2225,0;2235,0;2225,0;2232,4;MINEROS;EQTY
BBVACOL;310,0;-3,13;19424940;62817;-10,00;310,0;310,0;310,0;309,23;BBVA COLOMBIA;EQTY
ETB;263,0;0,38;15001900;57300;1,00;263,0;263,0;263,0;261,81;ETB;EQTY
GRUBOLIVAR;52000,0;0,00;11804000;227;0,00;52000,0;52000,0;52000,0;52000,0;GRUPO BOLIVAR;EQTY
PFCORFICOL;22900,0;-0,35;11404200;498;-80,00;22900,0;22900,0;22900,0;22900,0;CORFICOLOMBIANA;EQTY
FABRICATO;6,75;1,20;5999994;888888;0,08;6,75;6,75;6,75;6,75;FABRICATO;EQTY
