Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2740,0;2,24;39642369960;14624817;60,00;2680,0;2740,0;2665,0;2710,62;ECOPETROL;EQTY
GRUPOSURA;33500,0;2,13;25332606740;763226;700,00;32840,0;33500,0;32840,0;33191,49;GRUPO SURA;EQTY
PFBCOLOM;42740,0;0,47;16439733860;385171;200,00;42540,0;42800,0;42460,0;42681,65;BANCO BANCOLOMBIA;EQTY
ISA;18180,0;1,56;14602923000;813336;280,00;17860,0;18180,0;17700,0;17954,35;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;39580,0;1,07;14460843420;366905;420,00;39020,0;39580,0;39020,0;39413,05;BANCO BANCOLOMBIA;EQTY
PFAVAL;1285,0;1,58;9189959105;7191636;20,00;1265,0;1285,0;1265,0;1277,87;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;18000,0;2,62;8796113860;494677;460,00;17800,0;18000,0;17420,0;17781,53;GRUPO ARGOS;EQTY
CEMARGOS;7680,0;-0,26;8736184630;1138800;-20,00;7730,0;7730,0;7610,0;7671,4;CEMENTOS ARGOS;EQTY
EXITO;17580,0;0,11;6093032000;347030;20,00;17520,0;17600,0;17520,0;17557,65;EXITO;EQTY
PFGRUPSURA;30920,0;1,44;4515987740;146599;440,00;30480,0;30920,0;30480,0;30805,04;GRUPO SURA;EQTY
PFDAVVNDA;41640,0;0,19;3288014060;79242;80,00;41520,0;41640,0;41000,0;41493,33;BANCO DAVIVIENDA;EQTY
PFGRUPOARG;13900,0;1,31;2945884940;212937;180,00;13700,0;13900,0;13700,0;13834,54;GRUPO ARGOS;EQTY
NUTRESA;25840,0;1,65;1042965680;40471;420,00;25420,0;25920,0;25420,0;25770,69;GRUPO NUTRESA;EQTY
GRUPOAVAL;1255,0;-0,40;963653455;762462;-5,00;1265,0;1275,0;1255,0;1263,87;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFAVH;1110,0;-2,63;953072150;827878;-30,00;1140,0;1230,0;1110,0;1151,22;AVIANCA HOLDINGS S.A.;EQTY
CORFICOLCF;26300,0;0,38;941961520;35863;100,00;26200,0;26300,0;26120,0;26265,55;CORFICOLOMBIANA;EQTY
GEB;2115,0;0,00;876201165;413078;0,00;2130,0;2130,0;2115,0;2121,15;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4290,0;-0,23;460603375;107454;-10,00;4300,0;4335,0;4250,0;4286,52;CELSIA;EQTY
CNEC;12120,0;-1,62;432368840;35561;-200,00;12220,0;12220,0;12120,0;12158,51;CANACOL ENERGY LTD;EQTY
ICOLCAP;15695,5;0,66;193580000;12350;103,00;15630,0;15695,5;15630,0;15674,49;FONDO BURSATIL ISHARES COLCAP;EQTY
CLH;4395,0;-1,12;161101325;36285;-50,00;4455,0;4455,0;4395,0;4439,89;CEMEX LATAM HOLDINGS;EQTY
ELCONDOR;1175,0;0,00;119082845;102840;0,00;1140,0;1175,0;1140,0;1157,94;EL CONDOR;EQTY
BOGOTA;71000,0;-0,08;117789000;1659;-60,00;71000,0;71000,0;71000,0;71000,0;BANCO DE BOGOTA;EQTY
ETB;234,0;0,43;92169657;392878;1,00;236,0;236,0;234,0;234,6;ETB;EQTY
PFCEMARGOS;6400,0;0,31;64000000;10000;20,00;6400,0;6400,0;6400,0;6400,0;CEMENTOS ARGOS;EQTY
OCCIDENTE;37000,0;0,00;49395000;1335;0,00;37000,0;37000,0;37000,0;37000,0;BANCO DE OCCIDENTE;EQTY
GRUBOLIVAR;62000,0;-1,59;37313000;600;-1000,00;62100,0;62100,0;62000,0;62188,33;GRUPO BOLIVAR;EQTY
MINEROS;3100,0;-0,48;34125000;11000;-15,00;3105,0;3105,0;3100,0;3102,27;MINEROS;EQTY
FABRICATO;5,7;2,70;31350000;5500000;0,15;5,7;5,7;5,7;5,7;FABRICATO;EQTY
PROMIGAS;7180,0;0,28;19989120;2784;20,00;7180,0;7180,0;7180,0;7180,0;PROMIGAS;EQTY
TERPEL;0,0;0,00;3234000;300;0,00;0,0;0,0;0,0;10780,0;ORGANIZACION TERPEL;EQTY
