Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
BCOLOMBIA;34500,0;0,06;47587440660;1378765;20,00;34480,0;34700,0;34480,0;34514,54;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2965,0;0,34;34961902620;11802796;10,00;2950,0;2985,0;2935,0;2962,17;ECOPETROL;EQTY
PFBCOLOM;35500,0;0,57;22937387000;645384;200,00;35120,0;35700,0;35100,0;35540,68;BANCO BANCOLOMBIA;EQTY
ICOLCAP;14884,0;0,07;9346931178;628277;10,00;14850,0;14884,0;14850,0;14877,09;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;14000,0;0,29;6957700440;498520;40,00;13960,0;14000,0;13900,0;13956,71;ISA INTERCONEXION ELECTRICA;EQTY
EXITO;14620,0;0,14;5730530400;388846;20,00;14700,0;14820,0;14580,0;14737,27;EXITO;EQTY
GRUPOSURA;34900,0;-0,23;4195963620;120279;-80,00;34980,0;35000,0;34700,0;34885,26;GRUPO SURA;EQTY
PFAVAL;1120,0;-0,88;2652862440;2365586;-10,00;1125,0;1130,0;1115,0;1121,44;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;8150,0;0,12;2625000210;322886;10,00;8060,0;8150,0;8020,0;8129,8;CEMENTOS ARGOS;EQTY
GEB;1910,0;0,26;2311448810;1206517;5,00;1910,0;1925,0;1910,0;1915,8;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;26500,0;-0,90;1775467220;66593;-240,00;26740,0;26740,0;26500,0;26661,47;GRUPO NUTRESA;EQTY
CLH;4980,0;3,75;1342767190;272504;180,00;4800,0;5100,0;4760,0;4927,51;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4295,0;0,00;1239545660;288777;0,00;4300,0;4300,0;4290,0;4292,4;CELSIA;EQTY
GRUPOARGOS;18340,0;0,99;1085815100;59739;180,00;17820,0;18340,0;17820,0;18175,98;GRUPO ARGOS;EQTY
BOGOTA;62960,0;-0,54;954115000;15145;-340,00;63000,0;63000,0;62960,0;62998,68;BANCO DE BOGOTA;EQTY
PFDAVVNDA;37400,0;5,00;821024140;22671;1780,00;35600,0;37400,0;35300,0;36214,73;BANCO DAVIVIENDA;EQTY
CORFICOLCF;22400,0;-0,53;513076840;22913;-120,00;22340,0;22560,0;22300,0;22392,39;CORFICOLOMBIANA;EQTY
PFGRUPSURA;33580,0;-0,30;448727360;13417;-100,00;33220,0;33580,0;33220,0;33444,69;GRUPO SURA;EQTY
CONCONCRET;346,0;-3,89;193430437;557122;-14,00;355,0;355,0;340,0;347,2;CONCONCRETO S.A;EQTY
HCOLSEL;13643,5;0,28;136435000;10000;37,50;13643,5;13643,5;13643,5;13643,5;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CNEC;10000,0;0,00;60138000;6014;0,00;10000,0;10000,0;10000,0;9999,67;CANACOL ENERGY LTD;EQTY
PFAVH;1820,0;0,28;56227155;30862;5,00;1820,0;1840,0;1820,0;1821,89;AVIANCA HOLDINGS S.A.;EQTY
BMC;1100,0;4,76;55000000;50000;50,00;1100,0;1100,0;1100,0;1100,0;BMC BOLSA MERCANTIL DE COL;EQTY
ETB;248,0;0,40;38917746;158453;1,00;245,0;248,0;244,0;245,61;ETB;EQTY
MINEROS;1975,0;0,00;27675500;14000;0,00;1980,0;1980,0;1975,0;1976,82;MINEROS;EQTY
PFGRUPOARG;15320,0;0,92;20224640;1326;140,00;15320,0;15320,0;15320,0;15252,37;GRUPO ARGOS;EQTY
BBVACOL;270,0;0,00;16095520;59720;0,00;270,0;270,0;270,0;269,52;BBVA COLOMBIA;EQTY
ELCONDOR;0,0;0,00;10666635;9831;0,00;0,0;0,0;0,0;1085,0;EL CONDOR;EQTY
ENKA;0,0;0,00;5206500;650000;0,00;0,0;0,0;0,0;8,01;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;0,0;0,00;3685075;3305;0,00;0,0;0,0;0,0;1115,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
