Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;42340,0;0,47;48223006660;1137456;200,00;41800,0;42800,0;41800,0;42395,49;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2655,0;-0,56;39364500265;14789501;-15,00;2670,0;2710,0;2630,0;2661,65;ECOPETROL;EQTY
EXITO;17460,0;0,34;28586382300;1633431;60,00;17480,0;17560,0;17460,0;17500,82;EXITO;EQTY
GRUPOSURA;32600,0;1,37;16521083420;508984;440,00;32080,0;32600,0;31900,0;32458,94;GRUPO SURA;EQTY
GRUPOARGOS;17380,0;3,70;15560218180;903421;620,00;16760,0;17500,0;16760,0;17223,66;GRUPO ARGOS;EQTY
BCOLOMBIA;38800,0;-1,77;15504510640;399516;-700,00;39500,0;39500,0;38800,0;38808,23;BANCO BANCOLOMBIA;EQTY
ISA;17500,0;2,58;15331755480;877983;440,00;17060,0;17580,0;17060,0;17462,47;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;7700,0;2,39;12403652510;1618461;180,00;7590,0;7700,0;7570,0;7663,86;CEMENTOS ARGOS;EQTY
PFAVAL;1230,0;0,41;9351216340;7625001;5,00;1225,0;1230,0;1210,0;1226,39;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;40700,0;-1,21;8082852840;198562;-500,00;41200,0;41500,0;40520,0;40706,95;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;30400,0;2,29;5651525980;186317;680,00;30300,0;30400,0;29080,0;30332,85;GRUPO SURA;EQTY
PFGRUPOARG;13800,0;2,53;3813610720;281829;340,00;13500,0;13800,0;13500,0;13531,65;GRUPO ARGOS;EQTY
CNEC;12000,0;4,35;2577919300;221379;500,00;11460,0;12000,0;11440,0;11644,82;CANACOL ENERGY LTD;EQTY
PFAVH;1120,0;-8,20;2110105925;1868632;-100,00;1110,0;1195,0;1035,0;1129,22;AVIANCA HOLDINGS S.A.;EQTY
CORFICOLCF;26020,0;0,00;2048183200;78626;0,00;26480,0;26480,0;26020,0;26049,69;CORFICOLOMBIANA;EQTY
NUTRESA;25680,0;2,56;1898888360;75018;640,00;25020,0;25680,0;24940,0;25312,44;GRUPO NUTRESA;EQTY
GEB;2135,0;1,18;1665309975;784039;25,00;2105,0;2135,0;2105,0;2124,01;GRUPO ENERGIA BOGOTA;EQTY
CLH;4300,0;-3,37;958341900;221070;-150,00;4380,0;4400,0;4300,0;4335,02;CEMEX LATAM HOLDINGS;EQTY
BOGOTA;71020,0;1,14;929894940;13102;800,00;70240,0;71600,0;70240,0;70973,51;BANCO DE BOGOTA;EQTY
GRUBOLIVAR;63000,0;-1,87;519120000;8240;-1200,00;63000,0;63000,0;63000,0;63000,0;GRUPO BOLIVAR;EQTY
ICOLCAP;15416,0;0,34;388521953,5;25228;52,50;15490,5;15490,5;15357,5;15400,43;FONDO BURSATIL ISHARES COLCAP;EQTY
BVC;12000,0;-0,17;310495560;25878;-20,00;12000,0;12000,0;11980,0;11998,44;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;6420,0;0,94;294562140;45986;60,00;6180,0;6420,0;6180,0;6405,47;CEMENTOS ARGOS;EQTY
CELSIA;4250,0;-0,82;277504235;65126;-35,00;4285,0;4300,0;4250,0;4261,04;CELSIA;EQTY
MINEROS;3130,0;0,97;268723990;86083;30,00;3100,0;3130,0;3100,0;3121,68;MINEROS;EQTY
TERPEL;11000,0;-0,90;249700000;22700;-100,00;11000,0;11000,0;11000,0;11000,0;ORGANIZACION TERPEL;EQTY
PFCORFICOL;22000,0;-0,45;182645500;8220;-100,00;22500,0;22500,0;22000,0;22219,65;CORFICOLOMBIANA;EQTY
OCCIDENTE;37000,0;-1,33;124801000;3373;-500,00;37000,0;37000,0;37000,0;37000,0;BANCO DE OCCIDENTE;EQTY
GRUPOAVAL;1230,0;-0,81;108054015;88323;-10,00;1220,0;1230,0;1215,0;1223,4;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;1120,0;-4,68;56672700;50550;-55,00;1120,0;1120,0;1120,0;1121,12;EL CONDOR;EQTY
ESTRA;125,0;5,93;18086375;144691;7,00;125,0;125,0;125,0;125,0;INDUSTRIAS ESTRA;EQTY
PROMIGAS;7160,0;3,02;17549160;2451;210,00;7160,0;7160,0;7160,0;7160,0;PROMIGAS;EQTY
CONCONCRET;515,0;1,78;17449019;34145;9,00;507,0;515,0;507,0;511,03;CONCONCRETO S.A;EQTY
ETB;0,0;0,00;9901088;41848;0,00;0,0;0,0;0,0;236,6;ETB;EQTY
BBVACOL;0,0;0,00;3795000;11000;0,00;0,0;0,0;0,0;345,0;BBVA COLOMBIA;EQTY
