Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFGRUPSURA;27700,0;2,90;15639298360;569868;780,00;27200,0;27700,0;27200,0;27443,72;GRUPO SURA;EQTY
ICOLCAP;16160,0;1,13;10240776750;634500;180,00;15974,5;16172,0;15974,5;16139,92;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;6370,0;1,92;9963479000;1573599;120,00;6300,0;6380,0;6270,0;6331,65;CEMENTOS ARGOS;EQTY
HCOLSEL;14817,0;0,92;7455910000;505000;135,00;14770,0;14817,0;14760,0;14764,18;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ECOPETROL;3220,0;0,47;6343890725;1978222;15,00;3190,0;3220,0;3190,0;3206,86;ECOPETROL;EQTY
GRUPOSURA;32500,0;0,56;5829457280;179052;180,00;32600,0;32600,0;32500,0;32557,34;GRUPO SURA;EQTY
PFGRUPOARG;13140,0;1,23;4154383520;321288;160,00;12900,0;13140,0;12900,0;12930,4;GRUPO ARGOS;EQTY
PFDAVVNDA;43280,0;0,00;3357081720;77820;0,00;43000,0;43280,0;43000,0;43139,06;BANCO DAVIVIENDA;EQTY
GEB;2180,0;0,00;2920777745;1341331;0,00;2180,0;2185,0;2170,0;2177,52;GRUPO ENERGIA BOGOTA;EQTY
ISA;18800,0;2,96;2878928900;155094;540,00;18300,0;18800,0;18300,0;18562,48;ISA INTERCONEXION ELECTRICA;EQTY
NUTRESA;25740,0;-1,00;2096272960;81089;-260,00;25900,0;26000,0;25740,0;25851,51;GRUPO NUTRESA;EQTY
PFAVAL;1395,0;0,72;1843603780;1313767;10,00;1390,0;1420,0;1390,0;1403,3;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFBCOLOM;43380,0;1,36;1701690660;39239;580,00;43460,0;43460,0;43000,0;43367,33;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;17560,0;0,34;1687247780;96428;60,00;17360,0;17760,0;17300,0;17497,49;GRUPO ARGOS;EQTY
CORFICOLCF;29300,0;1,74;1303529780;45052;500,00;28800,0;29300,0;28800,0;28933,89;CORFICOLOMBIANA;EQTY
BOGOTA;86000,0;3,61;1101990000;13180;3000,00;83000,0;86000,0;83000,0;83610,77;BANCO DE BOGOTA;EQTY
BCOLOMBIA;41600,0;1,22;1050824320;25406;500,00;41120,0;41640,0;41100,0;41361,27;BANCO BANCOLOMBIA;EQTY
EXITO;15000,0;2,74;966387760;66974;400,00;14500,0;15000,0;14100,0;14429,3;EXITO;EQTY
PFAVH;1720,0;-3,37;759708745;438989;-60,00;1710,0;1760,0;1705,0;1730,59;AVIANCA HOLDINGS S.A.;EQTY
CELSIA;4400,0;0,23;601894400;137004;10,00;4385,0;4400,0;4380,0;4393,26;CELSIA;EQTY
CNEC;11540,0;1,23;357855140;31077;140,00;11500,0;11540,0;11500,0;11515,11;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;5400,0;4,05;356778850;66859;210,00;5190,0;5400,0;5190,0;5336,29;CEMENTOS ARGOS;EQTY
PROMIGAS;7970,0;0,00;112361060;14098;0,00;7970,0;7970,0;7970,0;7970,0;PROMIGAS;EQTY
CLH;4345,0;0,00;93295780;21428;0,00;4445,0;4445,0;4345,0;4353,92;CEMEX LATAM HOLDINGS;EQTY
ELCONDOR;1270,0;-1,17;87304305;69363;-15,00;1255,0;1280,0;1255,0;1258,66;EL CONDOR;EQTY
MINEROS;3180,0;0,79;61698535;19318;25,00;3240,0;3240,0;3180,0;3193,84;MINEROS;EQTY
ETB;241,0;-1,63;40119939;162811;-4,00;249,0;249,0;241,0;246,42;ETB;EQTY
OCCIDENTE;38000,0;0,00;30400000;800;0,00;38000,0;38000,0;38000,0;38000,0;BANCO DE OCCIDENTE;EQTY
BVC;11220,0;0,54;29154420;2603;60,00;11160,0;11220,0;11160,0;11200,32;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;438,0;1,86;9917634;22643;8,00;438,0;438,0;438,0;438,0;CONCONCRETO S.A;EQTY
GRUPOAVAL;0,0;0,00;6602240;4739;0,00;0,0;0,0;0,0;1393,17;GRUPO AVAL ACCIONES Y VALORES;EQTY
