Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2935,0;0,00;23330075060;8057694;0,00;2925,0;2935,0;2865,0;2895,38;ECOPETROL;EQTY
PFBCOLOM;33940,0;0,65;21567999460;637031;220,00;33400,0;33940,0;33400,0;33857,06;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;33100,0;0,36;19586385340;593519;120,00;32800,0;33180,0;32800,0;33000,44;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32260,0;-0,06;17347792000;538050;-20,00;32300,0;32300,0;32180,0;32241,97;GRUPO SURA;EQTY
EEB;1775,0;0,85;10169396840;5782224;15,00;1760,0;1775,0;1750,0;1758,73;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;13956,0;-0,31;6991261167;501478;-44,00;13900,0;13956,0;13900,0;13941,31;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;14220,0;0,42;5239060820;365659;60,00;14220,0;14540,0;14220,0;14327,72;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;17100,0;0,59;4023933020;236414;100,00;17000,0;17100,0;16700,0;17020,71;GRUPO ARGOS;EQTY
PFAVAL;1070,0;3,88;3386555480;3209889;40,00;1035,0;1070,0;1025,0;1055,04;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;7100,0;0,28;2093370330;295556;20,00;7090,0;7100,0;7020,0;7082,82;CEMENTOS ARGOS;EQTY
EXITO;12920,0;1,41;1727857740;135004;180,00;12700,0;12940,0;12620,0;12798,57;EXITO;EQTY
PFGRUPSURA;30900,0;-0,06;1350139400;43689;-20,00;30920,0;30940,0;30900,0;30903,42;GRUPO SURA;EQTY
PFDAVVNDA;33800,0;1,75;1331032540;39796;580,00;32700,0;33800,0;32700,0;33446,39;BANCO DAVIVIENDA;EQTY
CORFICOLCF;16500,0;0,61;878630580;53343;100,00;16400,0;16500,0;16400,0;16471,34;CORFICOLOMBIANA;EQTY
NUTRESA;23380,0;-0,60;515674520;22092;-140,00;23020,0;23380,0;23020,0;23342,14;GRUPO NUTRESA;EQTY
CELSIA;3945,0;0,64;477133605;120876;25,00;3945,0;3950,0;3940,0;3947,3;CELSIA;EQTY
CNEC;10000,0;-0,99;362706700;35932;-100,00;10100,0;10100,0;10000,0;10094,25;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;5500,0;-2,14;343318900;61843;-120,00;5620,0;5620,0;5500,0;5551,46;CEMENTOS ARGOS;EQTY
PFGRUPOARG;13760,0;0,44;246569560;17742;60,00;14240,0;14240,0;13500,0;13897,51;GRUPO ARGOS;EQTY
MINEROS;2000,0;0,00;173636000;86493;0,00;2040,0;2040,0;2000,0;2007,52;MINEROS;EQTY
PFAVH;1785,0;0,28;124278330;70101;5,00;1770,0;1785,0;1770,0;1772,85;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;58000,0;0,00;120497340;2067;0,00;58000,0;58960,0;58000,0;58295,76;BANCO DE BOGOTA;EQTY
CONCONCRET;370,0;-3,14;113632330;312019;-12,00;362,0;370,0;360,0;364,18;CONCONCRETO S.A;EQTY
PFCORFICOL;16500,0;4,43;99000000;6000;700,00;16500,0;16500,0;16500,0;16500,0;CORFICOLOMBIANA;EQTY
CLH;3750,0;-0,53;93798440;24731;-20,00;3845,0;3845,0;3750,0;3792,75;CEMEX LATAM HOLDINGS;EQTY
GRUPOAVAL;1050,0;0,00;90289770;87123;0,00;1040,0;1080,0;1040,0;1036,35;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;254,0;0,00;44978529;177704;0,00;251,0;254,0;251,0;253,11;ETB;EQTY
BVC;11900,0;0,00;12911500;1085;0,00;11900,0;11900,0;11900,0;11900,0;BOLSA DE VALORES DE COLOMBIA;EQTY
ELCONDOR;1060,0;0,00;6360000;6000;0,00;1060,0;1060,0;1060,0;1060,0;EL CONDOR;EQTY
PROMIGAS;0,0;0,00;5929000;1100;0,00;0,0;0,0;0,0;5390,0;PROMIGAS;EQTY
CARTON;0,0;0,00;1885000;290;0,00;0,0;0,0;0,0;6500,0;CARTON COLOMBIA;EQTY
GASNATURAL;0,0;0,00;1200000;15;0,00;0,0;0,0;0,0;80000,0;VANTI S.A. ESP;EQTY
